App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C32_app11	feel your blood	feel your blood	feel your blood	feel your blood	feel your blood
C32_app12	con<lb n="c57-0168__main__7"/>gealed	congealed	congealed	congeal	congeal
C32_app13	with	with	with	with	with
C32_app14	horror Mine oftendid as he <lb n="c57-0168__main__8"/> related it<lb n="c57-0168__left_margin__1"/>	horror,	horror,	horror,	horror,
C32_app15	like that	like that	like that	like that	like that
C32_app16	<lb n="c57-0168__left_margin__2"/>				
C32_app17	which even	which even	which even	which even	which even
C32_app18	<lb n="c57-0168__left_margin__3"/>				
C32_app19	now curdles	now curdles	now curdles	now curdles	now curdles
C32_app20	<lb n="c57-0168__left_margin__4"/> mine – <del rend="strikethrough" sID="c57-0168__main__d3e33353"/>When<del eID="c57-0168__main__d3e33353"/>Sometimes	mine? Sometimes,	mine? Sometimes,	mine? Sometimes,	mine? Sometimes,
C32_app21	seized with <metamark function="insert">^</metamark>sudden	seized with sudden	seized with sudden	seized with sudden	seized with sudden
C32_app22	agony	agony,	agony,	agony,	agony,
C32_app23	he	he	he	he	he
C32_app24	<lb n="c57-0168__main__9"/>				
C32_app25	could not continue	could not continue	could not continue	could not continue	could not continue
C32_app26	<mdel>or</mdel>his tale,	his tale;	his tale;	his tale;	his tale;
C32_app27	at	at	at	at	at
C32_app28	others	others,	others,	others,	others,
C32_app29	his voice	his voice	his voice	his voice	his voice
C32_app30	broken <lb n="c57-0168__main__10"/>	broken,	broken,	broken,	broken,
C32_app31	yet	yet	yet	yet	yet
C32_app32	piercing <del next="#c57-0168.08" rend="strikethrough" sID="c57-0168__main__d3e33386"/>described some of the scenes<del eID="c57-0168__main__d3e33386"/>uttered	piercing, uttered with difficulty	piercing, uttered with difficulty	piercing, uttered with difficulty	piercing, uttered with difficulty
C32_app33	the words	the words	the words	the words	the words
C32_app34	of which it is<lb n="c57-0168__main__11"/>composed.<del next="#c57-0168.09" rend="strikethrough" sID="c57-0168__main__d3e33398" xml:id="c57-0168.08"/>he had passed<del eID="c57-0168__main__d3e33398"/><del rend="strikethrough" sID="c57-0168__main__d3e33401" xml:id="c57-0168.09"/>through<del eID="c57-0168__main__d3e33401"/> –	so replete with	so replete with	so replete with	so replete with
C32_app35		agony.	agony.	agony.	anguish.
C32_app36	His fine & lovely	His fine and lovely	His fine and lovely	His fine and lovely	His fine and lovely
C32_app37	<lb n="c57-0168__main__12"/>				
C32_app38	eyes	eyes	eyes	eyes	eyes
C32_app39	<metamark>^</metamark>were	were	were	were	were
C32_app40	now lighted up <metamark function="insert">^</metamark>with	now lighted up with	now lighted up with	now lighted up with	now lighted up with
C32_app41	indignation <mdel>or</mdel>now	indignation, now	indignation, now	indignation, now	indignation, now
C32_app42	subdued	subdued	subdued	subdued	subdued
C32_app43	<lb n="c57-0168__main__13"/><mdel>by</mdel><metamark function="insert">^</metamark>to	to	to	to	to
C32_app44	downcast	downcast	downcast	downcast	downcast
C32_app45	sorrow	sorrow,	sorrow,	sorrow,	sorrow,
C32_app46	&	and	and	and	and
C32_app47		quenched in	quenched in	quenched in	quenched in
C32_app48	infinite wretchedness. Sometimes	infinite wretchedness. Sometimes	infinite wretchedness. Sometimes	infinite wretchedness. Sometimes	infinite wretchedness. Sometimes
C32_app49	<lb n="c57-0168__main__14"/>				
C32_app50	he commanded his countenance &	he commanded his countenance and	he commanded his countenance and	he commanded his countenance and	he commanded his countenance and
C32_app51	tones <lb n="c57-0168__main__15"/>	tones,	tones,	tones,	tones,
C32_app52	and related the most horrible incidents	and related the most horrible incidents	and related the most horrible incidents	and related the most horrible incidents	and related the most horrible incidents
C32_app53	<lb n="c57-0168__main__16"/>				
C32_app54	with a	with a	with a	with a	with a
C32_app55	<del rend="strikethrough" sID="c57-0168__main__d3e33468"/>smothered<del eID="c57-0168__main__d3e33468"/>tranquil voice	tranquil voice,	tranquil voice,	tranquil voice,	tranquil voice,
C32_app56	suppressing every	suppressing every	suppressing every	suppressing every	suppressing every
C32_app57	<lb n="c57-0168__main__17"/>				
C32_app58	mark of	mark of	mark of	mark of	mark of
C32_app59	<del instant="true" rend="strikethrough" sID="c57-0168__main__d3e33477"/>indi<del eID="c57-0168__main__d3e33477"/> agitation – <del rend="strikethrough" sID="c57-0168__main__d3e33482"/>and<del eID="c57-0168__main__d3e33482"/>then	agitation;	agitation;	agi<pb n="244" xml:id="F1823_v2_517"/>tation;	agitation;
C32_app60		then,	then,	then,	then,
C32_app61	like a vol<lb n="c57-0168__main__18"/>cano bursting	like a volcano bursting	like a volcano bursting	like a volcano bursting	like a volcano bursting
C32_app62	forth	<pb n="156" xml:id="F1818_v3_160"/>forth,	<pb n="156" xml:id="F1818_v3_160"/>forth,	forth,	forth,
C32_app63	his face would sud<lb n="c57-0168__main__19"/>denly change to an expression of the	his face would suddenly change to an expression of the	his face would suddenly change to an expression of the	his face would suddenly change to an expression of the	his face would suddenly change to an expression of the
C32_app64	<lb n="c57-0168__main__20"/>				
C32_app65	wildest	wildest	wildest	wildest	wildest
C32_app66	rage	rage,	rage,	rage,	rage,
C32_app67	as he shrieked	as he shrieked	as he shrieked	as he shrieked	as he shrieked
C32_app68	<del rend="strikethrough" sID="c57-0168__main__d3e33505"/>forth<del eID="c57-0168__main__d3e33505"/><lb n="c57-0168__main__21"/><lb n="c57-0168__left_margin__1"/>out his	out	out	out	out
C32_app69	imprecations	imprecations	imprecations	imprecations	imprecations
C32_app70	<mdel>of</mdel>^on hi<mdel>m</mdel>s persecutor.<milestone unit="tei:p"/><lb n="c57-0168__main__22"/>	on	on	on	on
C32_app71	His	his	his	his	his
C32_app72		persecutor.<p eID="novel1_letter4_div4_p38"/><p sID="novel1_letter4_div4_p39"/>His	persecutor.<p eID="novel1_letter4_div4_p38"/><p sID="novel1_letter4_div4_p39"/>His	persecutor.<p eID="novel1_letter4_div4_p38"/><p sID="novel1_letter4_div4_p39"/>His	persecutor.<p eID="novel1_letter4_div4_p40"/><p sID="novel1_letter4_div4_p41"/><pb n="189" xml:id="F1831_v_205"/>His
C32_app73	tale is	tale is	tale is	tale is	tale is
C32_app74	connected	connected,	connected,	connected,	connected,
C32_app75	& told with	and told with	and told with	and told with	and told with
C32_app76	<lb n="c57-0168__main__23"/>				
C32_app77	an appearance of the simplest	an appearance of the simplest	an appearance of the simplest	an appearance of the simplest	an appearance of the simplest
C32_app78	truth <lb n="c57-0168__main__24"/>	truth;	truth;	truth;	truth;
C32_app79	yet I own to you	yet I own to you	yet I own to you	yet I own to you	yet I own to you
C32_app80	my sister				
C32_app81	that the	that the	that the	that the	that the
C32_app82	<lb n="c57-0168__main__25"/>				
C32_app83	letters of Felix	letters of Felix	letters of Felix	letters of Felix	letters of Felix
C32_app84	&<del rend="strikethrough" sID="c57-0168__main__d3e33557"/>Maimouna<del eID="c57-0168__main__d3e33557"/><metamark function="insert">^</metamark>Safie	and Safie,	and Safie,	and Safie,	and Safie,
C32_app85	which he	which he	which he	which he	which he
C32_app86	<lb n="c57-0168__main__26"/>			showed	showed
C32_app87	shewed	shewed	shewed		
C32_app88	me	me,	me,	me,	me,
C32_app89	& the apparition of the	and the apparition of the	and the apparition of the	and the apparition of the	and the apparition of the
C32_app90	<lb n="c57-0168__main__27"/>	monster,	monster,		
C32_app91	monster			monster	monster
C32_app92	seen from our	seen from our	seen from our	seen from our	seen from our
C32_app93	ship	ship,	ship,	ship,	ship,
C32_app94	brought	brought	brought	brought	brought
C32_app95	<lb n="c57-0168__main__28"/>				
C32_app96	to me a greater conviction of the	to me a greater conviction of the	to me a greater conviction of the	to me a greater conviction of the	to me a greater conviction of the
C32_app97	<del rend="strikethrough" sID="c57-0168__main__d3e33578"/>fact<del eID="c57-0168__main__d3e33578"/>truth	truth	truth	truth	truth
C32_app98	<lb n="c57-0168__left_margin__1"/>of his narrative<lb n="c57-0168__main__29"/> than his	of his narrative than his	of his narrative than his	of his narrative than his	of his narrative than his
C32_app99	asserverations—however	asseverations, however	asseverations, however	asseverations, however	asseverations, however
C32_app100	earnest & connected. Such a monster	earnest and connected. Such a monster	earnest and connected. Such a monster	earnest and connected. Such a monster	earnest and connected. Such a monster
C32_app101	<lb n="c57-0168__main__30"/><del rend="strikethrough" sID="c57-0168__main__d3e33605"/>did<del eID="c57-0168__main__d3e33605"/>has	has	has	has	has
C32_app102	then	then	then	then	then
C32_app103	real<del rend="strikethrough" sID="c57-0168__main__d3e33612"/>ly<del eID="c57-0168__main__d3e33612"/> existence,	really	really	really	really
C32_app104		existence;	existence;	existence!	existence!
C32_app105	I	I	I	I	I
C32_app106	<del rend="strikethrough" sID="c57-0168__main__d3e33621"/>could<del eID="c57-0168__main__d3e33621"/><del rend="strikethrough" sID="c57-0168__main__d3e33624"/>not<del eID="c57-0168__main__d3e33624"/>cannot	cannot	cannot	cannot	cannot
C32_app107	doubt	doubt	doubt	doubt	doubt
C32_app108	<lb n="c57-0168__main__31"/> it	it;	it;	it;	it;
C32_app109	yet I	yet I	yet I	yet I	yet I
C32_app110	<del rend="strikethrough" sID="c57-0168__main__d3e33635"/>was<del eID="c57-0168__main__d3e33635"/>am	am	am	am	am
C32_app111	lost in	lost in	lost in	lost in	lost in
C32_app112	surpri<mdel>z</mdel>se &admira<lb n="c57-0168__main__32"/>tion.	surprise and admiration.	surprise and admiration.	surprise and admiration.	surprise and admiration.
C32_app113	Sometimes I endeavoured to gain from<lb n="c57-0169__main__1"/> Frankenstein the particulars of his	Sometimes I endeavoured to gain from Frankenstein the particulars of his	Sometimes I endeavoured to gain from Frankenstein the particulars of his	Sometimes I endeavoured to gain from Frankenstein the particulars of his	Sometimes I endeavoured to gain from Frankenstein the particulars of his
C32_app114	formation <lb n="c57-0169__main__2"/>	creature’s	creature’s	creature’s	creature’s
C32_app115		formation;	formation;	formation;	formation:
C32_app116	but on this point he was	but on this point he was	but on this point he was	but on this point he was	but on this point he was
C32_app117	impenetrable. Are	impenetrable.<p eID="novel1_letter4_div4_p39"/><p sID="novel1_letter4_div4_p40"/>“Are	impenetrable.<p eID="novel1_letter4_div4_p39"/><p sID="novel1_letter4_div4_p40"/>“Are	impenetrable.<p eID="novel1_letter4_div4_p39"/><p sID="novel1_letter4_div4_p40"/>“Are	impenetrable.<p eID="novel1_letter4_div4_p41"/><p sID="novel1_letter4_div4_p42"/>“Are
C32_app118	you	you	you	you	you
C32_app119	<lb n="c57-0169__main__3"/>				
C32_app120	mad, my	mad, my	mad, my	mad, my	mad, my
C32_app121	friend,	friend?”	friend?”	friend?”	friend?”
C32_app122	said	said	said	said	said
C32_app123	he,	he,	he,	he;	he;
C32_app124	or	“or	“or	“or	“or
C32_app125	whither does your	whither does your	whither does your	whither does your	whither does your
C32_app126	<lb n="c57-0169__main__4"/>				
C32_app127	senseless	senseless	senseless	senseless	senseless
C32_app128	curiosity	curio<pb n="157" xml:id="F1818_v3_161"/>sity	curio<pb n="157" xml:id="F1818_v3_161"/>sity	curio<pb n="245" xml:id="F1823_v2_518"/>sity	curiosity
C32_app129	lead	lead	lead	lead	lead
C32_app130	you –Would	you? Would	you? Would	you? Would	you? Would
C32_app131	you also	you also	you also	you also	you also
C32_app132	<lb n="c57-0169__main__5"/>				
C32_app133	create for yourself	create for yourself	create for yourself	create for yourself	create for yourself
C32_app134	&for	and	and	and	and
C32_app135	the world a	the world a	the world a	the world a	the world a
C32_app136	dæmonical<lb n="c57-0169__main__6"/> ene<mdel>n</mdel>my	demoniacal enemy?	demoniacal enemy?	demoniacal enemy?	demoniacal enemy?
C32_app137	or to what	Or to what	Or to what		
C32_app138	do<del rend="strikethrough" sID="c57-0169__main__d3e33694"/>es<del eID="c57-0169__main__d3e33694"/>	do	do		
C32_app139	your questions	your questions	your questions		
C32_app140	<lb n="c57-0169__main__7"/> tend.	tend?	tend?		
C32_app141	Peace,	Peace,	Peace,	Peace,	Peace,
C32_app142	peace;	peace!	peace!	peace!	peace!
C32_app143	learn my	learn my	learn my	learn my	learn my
C32_app144	miseries	miseries,	miseries,	miseries,	miseries,
C32_app145	&<lb n="c57-0169__main__8"/> do not seek to	and do not seek to	and do not seek to	and do not seek to	and do not seek to
C32_app146	encrease	increase	increase	increase	increase
C32_app147	your	your	your	your	your
C32_app148	own.<milestone unit="tei:p"/><lb n="c57-0169__main__9"/> Frankenstein	own.”<p eID="novel1_letter4_div4_p40"/><p sID="novel1_letter4_div4_p41"/>Frankenstein	own.”<p eID="novel1_letter4_div4_p40"/><p sID="novel1_letter4_div4_p41"/>Frankenstein	own.”<p eID="novel1_letter4_div4_p40"/><p sID="novel1_letter4_div4_p41"/>Frankenstein	own.”<p eID="novel1_letter4_div4_p42"/><p sID="novel1_letter4_div4_p43"/>Frankenstein
C32_app149	discovered that I	discovered that I	discovered that I	discovered that I	discovered that I
C32_app150	detail<lb n="c57-0169__main__10"/>ed or				
C32_app151	made notes concerning his	made notes concerning his	made notes concerning his	made notes concerning his	made notes concerning his
C32_app152	history	history:	history:	history:	history:
C32_app153	he	he	he	he	he
C32_app154	<lb n="c57-0169__main__11"/>				
C32_app155	asked to see	asked to see	asked to see	asked to see	asked to see
C32_app156	them	them,	them,	them,	them,
C32_app157	&	and	and	and	and
C32_app158		then	then	then	then
C32_app159	himself corrected <metamark function="insert">^</metamark>and augmented them	himself corrected and augmented them	himself corrected and augmented them	himself corrected and augmented them	himself corrected and augmented them
C32_app160	<lb n="c57-0169__main__12"/>				
C32_app161	in many	in many	in many	in many	in many
C32_app162	places	places;	places;	places;	places;
C32_app163	but principally in	but principally in	but principally in	but principally in	but principally in
C32_app164	<del rend="strikethrough" sID="c57-0169__main__d3e33729"/>guv<del eID="c57-0169__main__d3e33729"/><lb n="c57-0169__main__13"/>				
C32_app165	giving the life & spirit	giving the life and spirit	giving the life and spirit	giving the life and spirit	giving the life and spirit
C32_app166	of	to	to	to	to
C32_app167	the	the	the	the	the
C32_app168	<del rend="strikethrough" sID="c57-0169__main__d3e33734"/>the<del eID="c57-0169__main__d3e33734"/>conver<lb n="c57-0169__main__14"/>sations	conversations	conversations	conversations	conversations
C32_app169	he held with his	he held with his	he held with his	he held with his	he held with his
C32_app170	enemies–Since <lb n="c57-0169__main__15"/>	enemy. “Since	enemy. “Since	enemy. “Since	enemy. “Since
C32_app171	you have	you have	you have	you have	you have
C32_app172	made an account	preserved my narration,”	preserved my narration,”	preserved my narration,”	preserved my narration,”
C32_app173	<metamark function="insert">^</metamark>said	said	said	said	said
C32_app174	he I	he, “I	he, “I	he, “I	he, “I
C32_app175	would	would	would	would	would
C32_app176	<lb n="c57-0169__main__16"/>				
C32_app177	not that a mutilated one should go down to	not that a mutilated one should go down to	not that a mutilated one should go down to	not that a mutilated one should go down to	not that a mutilated one should go down to
C32_app178	<lb n="c57-0169__main__17"/> posterity. <milestone unit="tei:p"/><lb n="c57-0169__main__18"/> Thus have ten days	posterity.”<p eID="novel1_letter4_div4_p41"/><p sID="novel1_letter4_div4_p42"/>Thus has a week	posterity.”<p eID="novel1_letter4_div4_p41"/><p sID="novel1_letter4_div4_p42"/>Thus has a week	posterity.”<p eID="novel1_letter4_div4_p41"/><p sID="novel1_letter4_div4_p42"/>Thus has a week	posterity.”<p eID="novel1_letter4_div4_p43"/><p sID="novel1_letter4_div4_p44"/>Thus has a week
C32_app179	passed	passed	passed	passed	passed
C32_app180	away <lb n="c57-0169__main__19"/>	away,	away,	away,	away,
C32_app181	while I have listened to the strangest	while I have listened to the strangest	while I have listened to the strangest	while I have listened to the strangest	while I have listened to the strangest
C32_app182	<lb n="c57-0169__main__20"/>				
C32_app183	tale that ever imagination formed.	tale that ever imagination formed.	tale that ever imagination formed.	tale that ever imagination formed.	tale that ever imagination formed.
C32_app184	<lb n="c57-0169__main__21"/>				
C32_app185	My	My	My	My	My
C32_app186	thoughts	thoughts,	thoughts,	thoughts,	thoughts,
C32_app187	& every feeling of my	and every feeling of my	and every feeling of my	and every feeling of my	and every feeling of my
C32_app188	soul <lb n="c57-0169__main__22"/><del rend="strikethrough" sID="c57-0169__main__d3e33779"/>&<del eID="c57-0169__main__d3e33779"/><mdel>ha</mdel>have	soul, have	soul, have	soul, have	soul, have
C32_app189	been drunk up by the	been drunk up by the	been drunk up by the	been drunk up by the	been drunk up by the
C32_app190	interrest <lb n="c57-0169__main__23"/><del rend="strikethrough" sID="c57-0169__main__d3e33795"/>I felt in<del eID="c57-0169__main__d3e33795"/>for	interest for	interest for	interest for	interest for
C32_app191	my	my	my	my	my
C32_app192	guest <metamark function="displacement" xml:id="c57-0169.01">^</metamark><lb n="c57-0169__left_margin__1"/>	guest,	guest,	guest,	guest,
C32_app193	which this	which this	which this	which this	which this
C32_app194	<lb n="c57-0169__left_margin__2"/><metamark function="displacement">x</metamark>				
C32_app195	tale, & his	tale, and his	tale, and his	tale, and his	tale, and his
C32_app196	<lb n="c57-0169__left_margin__3"/>				
C32_app197	own	own	own	own	own
C32_app198	elevated	<pb n="158" xml:id="F1818_v3_162"/>elevated	<pb n="158" xml:id="F1818_v3_162"/>elevated	<pb n="246" xml:id="F1823_v2_519"/>elevated	elevated
C32_app199	<lb n="c57-0169__left_margin__4"/>& gentle	and gentle	and gentle	and gentle	and gentle
C32_app200	man<lb n="c57-0169__left_margin__5"/>ners	manners	manners	manners	manners,
C32_app201	have	have	have	have	have
C32_app202	<lb n="c57-0169__left_margin__6"/> created	created.	created.	created.	created.
C32_app203	I	I	I	I	I
C32_app204	wish<del rend="strikethrough" sID="c57-0169__main__d3e33836"/>ed<del eID="c57-0169__main__d3e33836"/>	wish	wish	wish	wish
C32_app205	to soothe	to soothe	to soothe	to soothe	to soothe
C32_app206	him <lb n="c57-0169__main__24"/>	him;	him;	him;	him;
C32_app207	yet	yet	yet	yet	yet
C32_app208	<del rend="strikethrough" sID="c57-0169__main__d3e33843"/>could<del eID="c57-0169__main__d3e33843"/>can	can	can	can	can
C32_app209	I	I	I	I	I
C32_app210	<del rend="strikethrough" sID="c57-0169__main__d3e33852"/>tell<del eID="c57-0169__main__d3e33852"/>counsel	counsel	counsel	counsel	counsel
C32_app211	one so infinitely	one so infinitely	one so infinitely	one so infinitely	one so infinitely
C32_app212	miserable. <lb n="c57-0169__main__25"/><del rend="strikethrough" sID="c57-0169__main__d3e33862"/>Whose mind continually dwelt on horrors<del eID="c57-0169__main__d3e33862"/><lb n="c57-0169__main__26"/>	miserable,	miserable,	miserable,	miserable,
C32_app213	so destitute of every hope of	so destitute of every hope of	so destitute of every hope of	so destitute of every hope of	so destitute of every hope of
C32_app214	consolation	consolation,	consolation,	consolation,	consolation,
C32_app215	to	to	to	to	to
C32_app216	<lb n="c57-0169__main__27"/> live<del rend="strikethrough" sID="c57-0169__main__d3e33869"/>?<del eID="c57-0169__main__d3e33869"/> Oh no –	live? Oh, no!	live? Oh, no!	live? Oh, no!	live? Oh, no!
C32_app217	the only joy	the only joy	the only joy	the only joy	the only joy
C32_app218		that	that	that	that
C32_app219	he	he	he	he	he
C32_app220	<del rend="strikethrough" sID="c57-0169__main__d3e33874"/>could feel<del eID="c57-0169__main__d3e33874"/>can	can	can	can	can
C32_app221	now	now	now	now	now
C32_app222	<del rend="strikethrough" sID="c57-0169__main__d3e33879"/>feel<del eID="c57-0169__main__d3e33879"/> know<lb n="c57-0169__main__28"/><del rend="strikethrough" sID="c57-0169__main__d3e33889"/>was<del eID="c57-0169__main__d3e33889"/>will be<mdel>in</mdel>when	know will be when	know will be when	know will be when	know will be when
C32_app223	he	he	he	he	he
C32_app224	compos<mdel>in</mdel>es<mdel>g</mdel>	composes	composes	composes	composes
C32_app225	his shattered	his shattered	his shattered	his shattered	his shattered
C32_app226	<del rend="strikethrough" sID="c57-0169__main__d3e33919"/>mind<del eID="c57-0169__main__d3e33919"/><metamark function="insert">^</metamark>feelings	feelings	feelings	spirit	spirit
C32_app227	to	to	to	to	to
C32_app228	<lb n="c57-0169__main__29"/>				
C32_app229	peace &	peace and	peace and	peace and	peace and
C32_app230	death —	death.	death.	death.	death.
C32_app231	Yet	Yet	Yet	Yet	Yet
C32_app232	<del rend="strikethrough" sID="c57-0169__main__d3e33934"/>one<del eID="c57-0169__main__d3e33934"/><del rend="strikethrough" sID="c57-0169__main__d3e33938"/>feeling<del eID="c57-0169__main__d3e33938"/>				
C32_app233	he	he	he	he	he
C32_app234	enjoys, <lb n="c57-0169__main__30"/>	enjoys	enjoys	enjoys	enjoys
C32_app235	one comfort, the	one comfort, the	one comfort, the	one comfort, the	one comfort, the
C32_app236	<del rend="strikethrough" sID="c57-0169__main__d3e33945"/>sourse<del eID="c57-0169__main__d3e33945"/>offspring	offspring	offspring	offspring	offspring
C32_app237	of solitude <lb n="c57-0169__main__31"/>&	of solitude and	of solitude and	of solitude and	of solitude and
C32_app238	delirium —	delirium:	delirium:	delirium:	delirium:
C32_app239	he	he	he	he	he
C32_app240	<del rend="strikethrough" sID="c57-0169__main__d3e33954"/>tho<del eID="c57-0169__main__d3e33954"/> believed that	believes, that,	believes, that,	believes, that,	believes, that,
C32_app241	when	when	when	when	when
C32_app242	<lb n="c57-0169__main__32"/>				
C32_app243	in dreams he	in dreams he	in dreams he	in dreams he	in dreams he
C32_app244	<del rend="strikethrough" sID="c57-0169__main__d3e33962"/>saw<del eID="c57-0169__main__d3e33962"/>holds	holds	holds	holds	holds
C32_app245	converse with his friends,	converse with his friends,	converse with his friends,	converse with his friends,	converse with his friends,
C32_app246	<del rend="strikethrough" sID="c57-0169__main__d3e33971"/>who consoled<del eID="c57-0169__main__d3e33971"/><lb n="c57-0169__left_margin__1"/>&	and	and	and	and
C32_app247	derives from	derives from	derives from	derives from	derives from
C32_app248	<lb n="c57-0169__left_margin__2"/>				
C32_app249	that communion	that communion	that communion	that communion	that communion
C32_app250	<lb n="c57-0169__left_margin__3"/>				
C32_app251	consolation for<lb n="c57-0169__main__33"/> his	consolation for his	consolation for his	consolation for his	consolation for his
C32_app252	miseries	miseries,	miseries,	miseries,	miseries,
C32_app253	or	or	or	or	or
C32_app254	<del rend="strikethrough" sID="c57-0169__main__d3e33994"/>instigated him<del eID="c57-0169__main__d3e33994"/>excitement	excitements	excitements	excitements	excitements
C32_app255	to <metamark function="insert">^</metamark>his	to his	to his	to his	to his
C32_app256	vengeance<lb n="c57-0170__main__1"/>	vengeance,	vengeance,	vengeance,	vengeance,
C32_app257	that they	that they	that they	that they	that they
C32_app258	<del rend="strikethrough" sID="c57-0170__main__d3e34025"/>were<del eID="c57-0170__main__d3e34025"/>are	are	are	are	are
C32_app259	not the creations of his	not the creations of his	not the creations of his	not the creations of his	not the creations of his
C32_app260	<lb n="c57-0170__main__2"/> fancy	fancy,	fancy,	fancy,	fancy,
C32_app261	but the	but the	but the	but the	but the
C32_app262	real	real	real		
C32_app263	beings	beings	beings	beings	beings
C32_app264	<del rend="strikethrough" sID="c57-0170__main__d3e34034"/>that he<del eID="c57-0170__main__d3e34034"/><del rend="strikethrough" sID="c57-0170__main__d3e34037"/>saw<del eID="c57-0170__main__d3e34037"/><lb n="c57-0170__main__3"/><lb n="c57-0170__left_margin__1"/><del rend="strikethrough" sID="c57-0170__left_margin__d3e34049"/>beheld <del eID="c57-0170__left_margin__d3e34049"/><del rend="strikethrough" sID="c57-0170__main__d3e34056"/>and conversed with<del eID="c57-0170__main__d3e34056"/><lb n="c57-0170__left_margin__1"/>			themselves	themselves
C32_app265	who visit	who visit	who visit	who visit	who visit
C32_app266	<lb n="c57-0170__left_margin__2"/>				
C32_app267	him from	him from	him from	him from	him from
C32_app268	<lb n="c57-0170__left_margin__3"/>				
C32_app269	the regions	the regions	the regions	the regions	the regions
C32_app270	<lb n="c57-0170__left_margin__4"/>				
C32_app271	of a	of a	of a	of a	of a
C32_app272	<lb n="c57-0170__left_margin__5"/> remoter world –This	remote world. This	remote world. This	remote world. This	remote world. This
C32_app273	faith	faith	faith	faith	faith
C32_app274	g<mdel>a</mdel>ives	gives	gives	gives	gives
C32_app275	a solemni<lb n="c57-0170__main__4"/>ty to his reveries that	a solemnity to his reveries that	a solemnity to his reveries that	a solemnity to his reveries that	a solemnity to his reveries that
C32_app276	<del rend="strikethrough" sID="c57-0170__main__d3e34106"/>made<del eID="c57-0170__main__d3e34106"/>render<mdel>ed</mdel>	render	render	render	render
C32_app277	them	them	them	them	them
