App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C29_app11	formidable distance, 	formidable distance, 	formidable distance, 	formi<mdel>t</mdel>dable <lb n="c57-0135__main__4"/> distance 	formidable distance, 
C29_app12	and I may hope to see you in 	and I may hope to see you in 	and I may hope to see you in 	and I may hope to see you in 	and I may hope to see you in 
C29_app13				<lb n="c57-0135__main__5"/> 	
C29_app14	less than a fortnight. My poor 	less than a fortnight. My poor 	less than a fortnight. My poor 	less than a fortnight. My poor 	less than a fortnight. My poor 
C29_app15	cousin, 	cousin, 	cousin, 	Cousin!<lb n="c57-0135__main__6"/> 	cousin, 
C29_app16	how much 	how much 	how much 	How much 	how much 
C29_app17				must 	
C29_app18	you 	you 	you 	you 	you 
C29_app19	must 	must 	must 		must 
C29_app20	have suffered! 	have suffered! 	have suffered! 	have suffered! 	have suffered! 
C29_app21				<lb n="c57-0135__main__7"/> 	
C29_app22	I expect to see you looking even more 	I expect to see you looking even more 	I expect to see you looking even more 	I expect to see you looking even more 	I expect to see you looking even more 
C29_app23				<lb n="c57-0135__main__8"/> 	
C29_app24	ill than when you quitted Geneva. This 	ill than when you quitted Geneva. This 	ill than when you quitted Geneva. This 	ill than when you quitted Geneva. This 	ill than when you quitted Geneva. This 
C29_app25				<lb n="c57-0135__main__9"/> 	
C29_app26	winter has been passed most 	winter has been passed most 	winter has been passed most 	winter has been passed most 	winter has been passed most 
C29_app27	miserably, tortured as I have been by anxious suspense; 	miserably, tortured as I have been by anxious suspense; 	miserably, tortured as I have been by anxious suspense; 	miserably <lb n="c57-0135__main__10"/> but although happiness will not shine <lb n="c57-0135__main__11"/> in our eyes for many months 	miserably, tortured as I have been by anxious suspense; 
C29_app28	yet I 	yet I 	yet I 	yet I 	yet I 
C29_app29				<lb n="c57-0135__main__12"/> 	
C29_app30	hope to 	hope to 	hope to 	hope to 	hope to 
C29_app31	see 	see 	see 	<metamark>^</metamark>see 	see 
C29_app32	peace in your 	peace in your 	peace in your 	peace in your 	peace in your 
C29_app33	countenance, 	countenance, 	countenance, 	countenance 	countenance, 
C29_app34	and to 	and to 	and to 	& to 	and to 
C29_app35				<lb n="c57-0135__main__13"/> 	
C29_app36	find that your heart is not totally 	find that your heart is not totally 	find that your heart is not totally 	find that your heart is not totally 	find that your heart is not totally 
C29_app37		void 	void 	<lb n="c57-0135__main__14"/> 	
C29_app38	devoid 			devoid 	devoid 
C29_app39	of comfort and 	of comfort and 	of comfort and 	of comfort & 	of comfort and 
C29_app40	tranquillity.<p eID="novel1_letter4_chapter21_div4_div23_p13"/><p sID="novel1_letter4_chapter21_div4_div23_p14"/>“Yet 	tranquillity.<p eID="novel1_letter4_chapter21_div4_div22_p12"/><p sID="novel1_letter4_chapter21_div4_div22_p13"/>“Yet 	tranquillity.<p eID="novel1_letter4_chapter22_div4_div22_p11"/><p sID="novel1_letter4_chapter22_div4_div22_p12"/>“Yet 	tranquility.<milestone unit="tei:p"/><lb n="c57-0135__main__15"/> Yet 	tranquillity.<p eID="novel1_letter4_chapter21_div4_div23_p13"/><p sID="novel1_letter4_chapter21_div4_div23_p14"/>“Yet 
C29_app41	I fear 	I fear 	I fear 	I fear 	I fear 
C29_app42	that 	that 	that 	that<del rend="strikethrough" sID="c57-0135__main__d3e25448"/>,<del eID="c57-0135__main__d3e25448"/> 	that 
C29_app43	the same feelings 	the same feelings 	the same feelings 	the same feelings 	the same feelings 
C29_app44				<lb n="c57-0135__main__16"/> 	
C29_app45	now exist that made you so miserable 	now exist that made you so miserable 	now exist that made you so miserable 	now exist that made you so miserable 	now exist that made you so miserable 
C29_app46				<lb n="c57-0135__main__17"/> 	
C29_app47	a year 	a year 	a year 	a year 	a year 
C29_app48	ago, 	ago, 	ago, 	ago 	ago, 
C29_app49	even perhaps augmented by 	even perhaps augmented by 	even perhaps augmented by 	even perhaps augmented by 	even perhaps augmented by 
C29_app50	<pb n="097" xml:id="F1818_v3_101"/>time. 	<pb n="185" xml:id="F1823_v2_458"/>time. 	time. 	time. 	<pb n="097" xml:id="F1818_v3_101"/>time. 
C29_app51				<lb n="c57-0135__main__18"/> 	
C29_app52	I would not 	I would not 	I would not 	I would not 	I would not 
C29_app53				at this period 	
C29_app54	disturb you 	disturb you 	disturb you 	disturb you 	disturb you 
C29_app55	at this period, 	at this period, 	at this period, 	<lb n="c57-0135__main__19"/> 	at this period, 
C29_app56	when so many misfortunes weigh upon 	when so many misfortunes weigh upon 	when so many misfortunes weigh upon 	when so many misfortunes weigh upon 	when so many misfortunes weigh upon 
C29_app57	you; 	you; 	you; 	<lb n="c57-0135__main__20"/> you 	you; 
C29_app58	but a conversation that I had 	but a conversation that I had 	but a conversation that I had 	but a conversation that I had 	but a conversation that I had 
C29_app59				<lb n="c57-0135__main__21"/> 	
C29_app60	with my uncle previous to his departure 	with my uncle previous to his departure 	with my uncle previous to his departure 	with my uncle previous to his departure 	with my uncle previous to his departure 
C29_app61				<lb n="c57-0135__main__22"/> 	
C29_app62	renders some explanation necessary 	renders some explanation necessary 	renders some explanation necessary 	renders some explanation necessary 	renders some explanation necessary 
C29_app63				<lb n="c57-0135__main__23"/> 	
C29_app64	before we 	before we 	before we 	before we 	before we 
C29_app65	meet.<p eID="novel1_letter4_chapter21_div4_div23_p14"/><p sID="novel1_letter4_chapter21_div4_div23_p15"/>“Explanation! 	meet.<p eID="novel1_letter4_chapter21_div4_div22_p13"/><p sID="novel1_letter4_chapter21_div4_div22_p14"/>“Explanation! 	meet.<p eID="novel1_letter4_chapter22_div4_div22_p12"/><p sID="novel1_letter4_chapter22_div4_div22_p13"/>“Explanation! 	meet.<milestone unit="tei:p"/><lb n="c57-0135__main__24"/> Explanation, 	meet.<p eID="novel1_letter4_chapter21_div4_div23_p14"/><p sID="novel1_letter4_chapter21_div4_div23_p15"/>“Explanation! 
C29_app66	you may possibly 	you may possibly 	you may possibly 	you may possibly 	you may possibly 
C29_app67	say; 	say; 	say; 	say, <lb n="c57-0135__main__25"/> 	say; 
C29_app68	what can Elizabeth have to explain? 	what can Elizabeth have to explain? 	what can Elizabeth have to explain? 	what can Elizabeth have to explain? 	what can Elizabeth have to explain? 
C29_app69				<lb n="c57-0135__main__26"/> 	
C29_app70	If you really say 	If you really say 	If you really say 	If you really say 	If you really say 
C29_app71	this, 	this, 	this, 	this 	this, 
C29_app72	my questions are 	my questions are 	my questions are 	my questions are 	my questions are 
C29_app73	answered, 	answered, 	answered, 	<lb n="c57-0135__main__27"/> answered 	answered, 
C29_app74	and 	and 	and 	and 	and 
C29_app75	I have no more to do than 	I have no more to do than 	all my doubts satisfied. 	I have no more to do than 	I have no more to do than 
C29_app76				<lb n="c57-0135__main__28"/> 	
C29_app77	to sign myself your affectionate cousin. 	to sign myself your affectionate cousin. 		to sign myself your affectionate cousin. 	to sign myself your affectionate cousin. 
C29_app78				<lb n="c57-0135__main__29"/> 	
C29_app79	But you are distant from 	But you are distant from 	But you are distant from 	But you are distant from 	But you are distant from 
C29_app80	me, and 	me, and 	me, and 	me &I can <lb n="c57-0135__main__30"/> not 	me, and 
C29_app81	it is possible that you may 	it is possible that you may 	it is possible that you may 	it is possible that you may 	it is possible that you may 
C29_app82	dread, 	dread, 	dread, 	dread 	dread, 
C29_app83	and yet be pleased with this 	and yet be pleased with this 	and yet be pleased with this 	&<lb n="c57-0135__main__31"/> yet be pleased with this 	and yet be pleased with this 
C29_app84	explanation; and, in a 	explanation; and, in a 	explanation; and, in a 	explanation <lb n="c57-0135__main__32"/><del rend="strikethrough" sID="c57-0135__main__d3e25495"/>af<del eID="c57-0135__main__d3e25495"/>and if such could be the case I <lb n="c57-0135__main__33"/> cannot delay it and <del rend="strikethrough" sID="c57-0135__main__d3e25506"/>with<del eID="c57-0135__main__d3e25506"/>in<mdel>a</mdel>the 	explanation; and, in a 
C29_app85	probability of 	probability of 	probability of 	probability of 	probability of 
C29_app86				<lb n="c57-0135__main__34"/> 	
C29_app87	this being the 	this being the 	this being the 	this being the 	this being the 
C29_app88	case, 	case, 	case, 	case 	case, 
C29_app89	I dare not 	I dare not 	I dare not 	I dare not 	I dare not 
C29_app90				postpone <lb n="c57-0135__main__35"/> 	
C29_app91	any longer 	any longer 	any longer 	any longer 	any longer 
C29_app92	postpone writing what, 	postpone writing what, 	postpone writing what, 	to write what 	postpone writing what, 
C29_app93	during your 	during your 	during your 	during your 	during your 
C29_app94	absence, 	absence, 	absence, 	<lb n="c57-0135__main__36"/> absence 	absence, 
C29_app95	I have often wished to express 	I have often wished to express 	I have often wished to express 	I have often wished to express 	I have often wished to express 
C29_app96				to<lb n="c57-0136__main__1"/> 	
C29_app97	to 	to 	to 	to 	to 
C29_app98	you, 	you, 	you, 	you 	you, 
C29_app99	but have never had 	but have never had 	but have never had 	but have never had 	but have never had 
C29_app100	the 	the 	the 		the 
C29_app101	courage to 	courage to 	courage to 	courage to 	courage to 
C29_app102	begin.<p eID="novel1_letter4_chapter21_div4_div23_p15"/><p sID="novel1_letter4_chapter21_div4_div23_p16"/>“You 	begin.<p eID="novel1_letter4_chapter21_div4_div22_p14"/><p sID="novel1_letter4_chapter21_div4_div22_p15"/>“You 	begin.<p eID="novel1_letter4_chapter22_div4_div22_p13"/><p sID="novel1_letter4_chapter22_div4_div22_p14"/>“You 	begin.<milestone unit="tei:p"/><lb n="c57-0136__main__2"/> You 	begin.<p eID="novel1_letter4_chapter21_div4_div23_p15"/><p sID="novel1_letter4_chapter21_div4_div23_p16"/>“You 
C29_app103	well know, Victor, that 	well know, Victor, that 	well know, Victor, that 	<metamark function="insert">^</metamark>well know, Victor, that 	well know, Victor, that 
C29_app104				<del rend="strikethrough" sID="c57-0136__main__d3e25559"/>it<del eID="c57-0136__main__d3e25559"/> 	
C29_app105	our union 	our union 	our union 	our union 	our union 
C29_app106				<lb n="c57-0136__main__3"/> 	
C29_app107	had been the favourite plan of 	had been the favourite plan of 	had been the favourite plan of 	had been the favourite plan of 	had been the favourite plan of 
C29_app108	<pb n="098" xml:id="F1818_v3_102"/>your 	<pb n="186" xml:id="F1823_v2_459"/>your 	your 	my aunt <lb n="c57-0136__main__4"/> and uncle 	<pb n="098" xml:id="F1818_v3_102"/>your 
C29_app109	parents 	parents 	parents 		parents 
C29_app110	ever since our 	ever since our 	ever since our 	ever since our 	ever since our 
C29_app111	infancy. 	intimacy. 	infancy. 	infancy–We 	infancy. 
C29_app112	We 	We 	We 		We 
C29_app113	were 	were 	were 	were 	were 
C29_app114				<lb n="c57-0136__main__5"/> 	
C29_app115	told this when 	told this when 	told this when 	told this when 	told this when 
C29_app116	young, 	young, 	young, 	young 	young, 
C29_app117	and taught to look 	and taught to look 	and taught to look 	and taught to look 	and taught to look 
C29_app118				<lb n="c57-0136__main__6"/> 	
C29_app119	forward to it as an event that would 	forward to it as an event that would 	forward to it as an event that would 	forward to it as an event that would 	forward to it as an event that would 
C29_app120				<lb n="c57-0136__main__7"/> 	
C29_app121	certainly take place. We were affectionate 	certainly take place. We were affectionate 	certainly take place. We were affectionate 	certainly take place. We were affectionate 	certainly take place. We were affectionate 
C29_app122				<lb n="c57-0136__main__8"/> 	
C29_app123	playfellows during 	playfellows during 	playfellows during 	playfellows during 	playfellows during 
C29_app124	childhood, and, 	childhood, and, 	childhood, and, 	childhood & 	childhood, and, 
C29_app125	I 	I 	I 	I 	I 
C29_app126	believe, 	believe, 	believe, 	beli<metamark function="insert">^</metamark>eve <lb n="c57-0136__main__9"/> 	believe, 
C29_app127	dear 	dear 	dear 	dear 	dear 
C29_app128	and valued 	and valued 	and valued 	&<del rend="strikethrough" sID="c57-0136__main__d3e25594"/>beloved<del eID="c57-0136__main__d3e25594"/><metamark function="insert">^</metamark>valued 	and valued 
C29_app129	friends to one another 	friends to one another 	friends to one another 	friends to one another 	friends to one another 
C29_app130	as 	as 	as 	when <lb n="c57-0136__main__10"/> 	as 
C29_app131	we grew older. But as 	we grew older. But as 	we grew older. But as 	we grew older. But as 	we grew older. But as 
C29_app132				a 	
C29_app133	brother and sister 	brother and sister 	brother and sister 	brother & sister 	brother and sister 
C29_app134				<lb n="c57-0136__main__11"/> 	
C29_app135	often entertain a lively affection towards 	often entertain a lively affection towards 	often entertain a lively affection towards 	often entertain a lively affection towards 	often entertain a lively affection towards 
C29_app136	each other, 	each other, 	each other, 	<lb n="c57-0136__main__12"/> one another 	each other, 
C29_app137	without desiring a more intimate 	without desiring a more intimate 	without desiring a more intimate 	<metamark function="insert">^</metamark>without desiring a more intimate 	without desiring a more intimate 
C29_app138	union, 	union, 	union, 	union 	union, 
C29_app139	may not 	may not 	may not 	may not 	may not 
C29_app140	such 	such 	such 	<del rend="strikethrough" sID="c57-0136__main__d3e25628"/>this<del eID="c57-0136__main__d3e25628"/>such 	such 
C29_app141	also be 	also be 	also be 	also be 	also be 
C29_app142				<lb n="c57-0136__main__13"/> 	
C29_app143	our 	our 	our 	our 	our 
C29_app144	case? 	case? 	case? 	case. 	case? 
C29_app145	Tell me, dearest 	Tell me, dearest 	Tell me, dearest 	Tell me, dearest 	Tell me, dearest 
C29_app146	Victor. 	Victor. 	Victor. 	Victor, 	Victor. 
C29_app147	Answer 	Answer 	Answer 	Answer 	Answer 
C29_app148				<lb n="c57-0136__main__14"/> 	
C29_app149	me, I conjure 	me, I conjure 	me, I conjure 	me, I conjure 	me, I conjure 
C29_app150	you, 	you, 	you, 	you 	you, 
C29_app151	by our mutual happiness, with simple 	by our mutual happiness, with simple 	by our mutual happiness, with simple 	by our mutual happi<lb n="c57-0136__main__15"/>ness, with simple 	by our mutual happiness, with simple 
C29_app152	truth—Do 	truth—Do 	truth—Do 	truth do 	truth—Do 
C29_app153	you not 	you not 	you not 	you not 	you not 
C29_app154				love <lb n="c57-0136__main__16"/><del rend="strikethrough" sID="c57-0136__main__d3e25651"/>as you would wish to 	
C29_app155	love 	love 	love 	love 	love 
C29_app156	another?<p eID="novel1_letter4_chapter21_div4_div23_p16"/><p sID="novel1_letter4_chapter21_div4_div23_p17"/>“You 	another?<p eID="novel1_letter4_chapter21_div4_div22_p15"/><p sID="novel1_letter4_chapter21_div4_div22_p16"/>“You 	another?<p eID="novel1_letter4_chapter22_div4_div22_p14"/><p sID="novel1_letter4_chapter22_div4_div22_p15"/>“You 	a wife<del eID="c57-0136__main__d3e25651"/><lb n="c57-0136__main__17"/> another?<milestone unit="tei:p"/><lb n="c57-0136__main__18"/> You 	another?<p eID="novel1_letter4_chapter21_div4_div23_p16"/><p sID="novel1_letter4_chapter21_div4_div23_p17"/>“You 
C29_app157	have 	have 	have 	have 	have 
C29_app158	travelled; 	travelled; 	travelled; 	travelled, 	travelled; 
C29_app159	you have spent 	you have spent 	you have spent 	you have spent 	you have spent 
C29_app160	several 	several 	several 	<lb n="c57-0136__main__19"/><del rend="strikethrough" sID="c57-0136__main__d3e25665"/>some<del eID="c57-0136__main__d3e25665"/><lb n="c57-0136__left_margin__1"/>several 	several 
C29_app161	years of 	years of 	years of 	years of 	years of 
C29_app162	your 	your 	your 	you<mdel>ng</mdel>r 	your 
C29_app163	life at 	life at 	life at 	life at 	life at 
C29_app164	Ingolstadt; and 	Ingolstadt; and 	Ingolstadt; and 	Ingolstadt–&<lb n="c57-0136__main__20"/> 	Ingolstadt; and 
C29_app165	I confess to 	I confess to 	I confess to 	I confess to 	I confess to 
C29_app166				<del rend="strikethrough" sID="c57-0136__main__d3e25691"/>m<del eID="c57-0136__main__d3e25691"/> 	
C29_app167	you, my 	you, my 	you, my 	you, my 	you, my 
C29_app168	friend, 	friend, 	friend, 	friend 	friend, 
C29_app169	that when 	that when 	that when 	that when 	that when 
C29_app170				<lb n="c57-0136__main__21"/> 	
C29_app171	I saw you last autumn so 	I saw you last autumn so 	I saw you last autumn so 	I saw you last Autumn so 	I saw you last autumn so 
C29_app172	unhappy, flying to 	unhappy, flying to 	unhappy, flying to 	unhappy <lb n="c57-0136__main__22"/><del rend="strikethrough" sID="c57-0136__main__d3e25698"/>& obstinately<del eID="c57-0136__main__d3e25698"/> flying 	unhappy, flying to 
C29_app173	solitude, 	solitude, 	<pb n="168" xml:id="F1831_v_184"/>solitude, 		solitude, 
C29_app174	from the society 	from the society 	from the society 	from the society 	from the society 
C29_app175				<lb n="c57-0136__main__23"/> 	
C29_app176	of every 	of every 	of every 	of every 	of every 
C29_app177	creature, 	creature, 	creature, 	creature to solitude &despon<lb n="c57-0136__main__24"/>dency 	creature, 
C29_app178	I could not help supposing 	I could not help supposing 	I could not help supposing 	I could not help supposing 	I could not help supposing 
C29_app179				<lb n="c57-0136__main__25"/> 	
C29_app180	that you 	that you 	that you 	that you 	that you 
C29_app181	<pb n="099" xml:id="F1818_v3_103"/>might 	<pb n="187" xml:id="F1823_v2_460"/>might 	might 	might 	<pb n="099" xml:id="F1818_v3_103"/>might 
C29_app182	regret our 	regret our 	regret our 	regret our 	regret our 
C29_app183	connexion, 	connexion, 	connection, 	connection 	connexion, 
C29_app184	and believe 	and believe 	and believe 	<lb n="c57-0136__main__26"/>& believe 	and believe 
C29_app185	yourself 	yourself 	yourself 	your self 	yourself 
C29_app186	bound in honour 	bound in honour 	bound in honour 	bound in honour 	bound in honour 
C29_app187				<lb n="c57-0136__main__27"/> 	
C29_app188	to fulfil the wishes of your 	to fulfil the wishes of your 	to fulfil the wishes of your 	to fulfil the wishes of your 	to fulfil the wishes of your 
C29_app189	parents, 	parents, 	parents, 	parents <lb n="c57-0136__main__28"/> 	parents, 
C29_app190	although they opposed themselves to 	although they opposed themselves to 	although they opposed themselves to 	although they opposed themselves to 	although they opposed themselves to 
C29_app191				<lb n="c57-0136__main__29"/> 	
C29_app192	your inclinations. But this is false 	your inclinations. But this is false 	your inclinations. But this is false 	your inclinations. But this is false 	your inclinations. But this is false 
C29_app193	reasoning. 	reasoning. 	reasoning. 	<lb n="c57-0136__main__30"/> resoning. <del rend="strikethrough" sID="c57-0136__main__d3e25723"/>I lo<del eID="c57-0136__main__d3e25723"/> 	reasoning. 
C29_app194	I confess to 	I confess to 	I confess to 	I confess to 	I confess to 
C29_app195	you, 	you, 	you, 	you 	you, 
C29_app196	my 	my 	my 	my 	my 
C29_app197	cousin, 	cousin, 	friend, 	<lb n="c57-0136__main__31"/> cousin 	cousin, 
C29_app198	that I 	that I 	that I 	that I 	that I 
C29_app199				<del rend="strikethrough" sID="c57-0136__main__d3e25732"/>have<del eID="c57-0136__main__d3e25732"/> 	
C29_app200	love 	love 	love 	love 	love 
C29_app201	you, 	you, 	you, 	you 	you, 
C29_app202	and that in my airy 	and that in my airy 	and that in my airy 	&<lb n="c57-0136__main__32"/> that in my airy 	and that in my airy 
C29_app203	dreams 	dreams 	dreams 	castles 	dreams 
C29_app204	of futurity 	of futurity 	of futurity 	of futurity 	of futurity 
C29_app205				<lb n="c57-0136__main__33"/> 	
C29_app206	you have been my constant friend and companion. But it is your happiness I desire as well as my 	you have been my constant friend and companion. But it is your happiness I desire as well as my 	you have been my constant friend and companion. But it is your happiness I desire as well as my 	you have been my constant friend<lb n="c57-0137__main__1"/> and companion. But it is your hap<lb n="c57-0137__main__2"/>piness I desire as well as my 	you have been my constant friend and companion. But it is your happiness I desire as well as my 
C29_app207	own, 	own, 	own, 	own <del rend="strikethrough" sID="c57-0137__main__d3e25756"/>felicity<del eID="c57-0137__main__d3e25756"/><lb n="c57-0137__main__3"/> 	own, 
C29_app208	when I declare to 	when I declare to 	when I declare to 	when I declare to 	when I declare to 
C29_app209	you, 	you, 	you, 	you 	you, 
C29_app210	that our marriage 	that our marriage 	that our marriage 	that our marriage 	that our marriage 
C29_app211				<lb n="c57-0137__main__4"/> 	
C29_app212	would render me eternally 	would render me eternally 	would render me eternally 	would render me eternally 	would render me eternally 
C29_app213	miserable, 	miserable, 	miserable, 	miserable <lb n="c57-0137__main__5"/> 	miserable, 
C29_app214	unless it were the dictate of your own 	unless it were the dictate of your own 	unless it were the dictate of your own 	unless it were the dictate of your own 	unless it were the dictate of your own 
C29_app215				<lb n="c57-0137__main__6"/> 	
C29_app216	free choice. Even now I weep 	free choice. Even now I weep 	free choice. Even now I weep 	free choice. Even now I weep 	free choice. Even now I weep 
C29_app217	to think, that, 	to think, that, 	to think, that, 	when I <del rend="strikethrough" sID="c57-0137__main__d3e25768"/>co<del eID="c57-0137__main__d3e25768"/> think <lb n="c57-0137__main__7"/> that 	to think, that, 
C29_app218	borne down as you are by the 	borne down as you are by the 	borne down as you are by the 	borne down as you are by the 	borne down as you are by the 
C29_app219	cruelest 	cruelest 		<lb n="c57-0137__main__8"/> 	cruelest 
C29_app220			cruellest 	cruellest 	
C29_app221	misfortunes, 	misfortunes, 	misfortunes, 	misfortunes 	misfortunes, 
C29_app222	you may 	you may 	you may 	you may 	you may 
C29_app223	stifle, 	stifle, 	stifle, 	stifle <lb n="c57-0137__main__9"/> 	stifle, 
C29_app224	by the word 	by the word 	by the word 	by the word 	by the word 
C29_app225	<hi sID="novel1_letter4_chapter21_div4_div23_p17_hi1"/>honour<hi eID="novel1_letter4_chapter21_div4_div23_p17_hi1"/>, 	<hi sID="novel1_letter4_chapter21_div4_div22_p16_hi1"/>honour<hi eID="novel1_letter4_chapter21_div4_div22_p16_hi1"/>, 	<hi sID="novel1_letter4_chapter22_div4_div22_p15_hi1"/>honour<hi eID="novel1_letter4_chapter22_div4_div22_p15_hi1"/>, 	honor 	<hi sID="novel1_letter4_chapter21_div4_div23_p17_hi1"/>honour<hi eID="novel1_letter4_chapter21_div4_div23_p17_hi1"/>, 
C29_app226	all hope of that 	all hope of that 	all hope of that 	all hope of that 	all hope of that 
C29_app227				<lb n="c57-0137__main__10"/> 	
C29_app228	love and happiness which would alone 	love and happiness which would alone 	love and happiness which would alone 	love & happiness which would alone 	love and happiness which would alone 
C29_app229	restore 	restore 	restore 	<lb n="c57-0137__main__11"/><del rend="strikethrough" sID="c57-0137__main__d3e25784"/>conduce to your felicity<del eID="c57-0137__main__d3e25784"/><mdel>.</mdel>restore 	restore 
C29_app230	you to yourself. 	you to yourself. 	you to yourself. 	you to yourself. 	you to yourself. 
C29_app231	I, 	I, 	I, 	I 	I, 
C29_app232	who have 	who have 	who have 	who have 	who have 
C29_app233				<lb n="c57-0137__main__12"/> 	
C29_app234	so 	so 	so 	so 	so 
C29_app235	interested 	interested 	disinterested 	disinterrested 	disinterested 
C29_app236	an affection for 	an affection for 	an affection for 	an affection for 	an affection for 
C29_app237	you, 	you, 	you, 	you <lb n="c57-0137__main__13"/> 	you, 
C29_app238	may 	may 	may 	may 	may 
C29_app239	increase 	increase 	increase 	encrease 	increase 
C29_app240	your miseries 	your miseries 	your miseries 	your miseries 	your miseries 
C29_app241	ten-fold, 	tenfold, 	tenfold, 	tenfold <lb n="c57-0137__main__14"/> 	ten-fold, 
C29_app242	by being an obstacle to your 	by being an obstacle to your 	by being an obstacle to your 	by being an obstacle to your 	by being an obstacle to your 
C29_app243	wishes. 	wishes. 	wishes. 	wishes <lb n="c57-0137__main__15"/> Ah Victor 	wishes. 
C29_app244	Ah, Vic<pb n="100" xml:id="F1818_v3_104"/>tor, 	Ah, Vic<pb n="188" xml:id="F1823_v2_461"/>tor, 	Ah! Victor, 		Ah, Vic<pb n="100" xml:id="F1818_v3_104"/>tor, 
C29_app245	be assured that 	be assured that 	be assured that 	be assured that 	be assured that 
C29_app246	your cousin and 	your cousin and 	your cousin and 	yourcou<lb n="c57-0137__main__16"/>sin& 	your cousin and 
C29_app247	playmate has too sincere 	playmate has too sincere 	playmate has too sincere 	playmate has too sincere 	playmate has too sincere 
C29_app248				<lb n="c57-0137__main__17"/> 	
