App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C07_app44		him to begin the world again through his credit and assistance.<p eID="novel1_letter4_chapter1_div4_div1_p2"/><p sID="novel1_letter4_chapter1_div4_div1_p3"/>Beaufort had taken effectual measures to conceal himself; and it was ten months before my father discovered his abode. Overjoyed at this discovery, he hastened to the house, which was situated in a mean street, near the Reuss. But when he entered, misery and despair alone welcomed him. Beaufort had saved but a very small sum of money from the wreck of his fortunes; but it was sufficient to provide him with sustenance for some months, and in the mean time he hoped to procure some respectable employment in a	him to begin the world again through his credit and assistance.<p eID="novel1_letter4_chapter1_div4_div1_p2"/><p sID="novel1_letter4_chapter1_div4_div1_p3"/>Beaufort had taken effectual measures to conceal himself; and it was ten months before my father discovered his abode. Overjoyed at this discovery, he hastened to the house, which was situated in a mean street, near the Reuss. But when he entered, misery and despair alone welcomed him. Beaufort had saved but a very small sum of money from the wreck of his fortunes; but it was sufficient to provide him with sustenance for some months, and in the mean time he hoped to procure some respectable employment in a	him to begin the world again through his credit and assistance.<p eID="novel1_letter4_chapter1_div4_div1_p2"/><p sID="novel1_letter4_chapter1_div4_div1_p3"/>Beaufort had taken effectual measures to conceal himself; and it was ten months before my father discovered his abode. Overjoyed at this discovery, he hastened to the house, which was situated in a mean street, near the Reuss. But when he entered, misery and despair alone welcomed him. Beaufort had saved but a very small sum of money from the wreck of his fortunes; but it was sufficient to provide him with sustenance for some months, and in the mean time he hoped to procure some respectable employment in a	him to begin the world again through his credit and assistance.<p eID="novel1_letter4_chapter1_div4_div1_p2"/><p sID="novel1_letter4_chapter1_div4_div1_p3"/>Beaufort had taken effectual measures to conceal himself; and it was ten months before my father discovered his abode. Overjoyed at this discovery, he hastened to the house, which was situated in a mean street, near the Reuss. But when he entered, misery and despair alone welcomed him. Beaufort had saved but a very small sum of money from the wreck of his fortunes; but it was sufficient to provide him with sustenance for some months, and in the mean time he hoped to procure some respectable employment in a
C07_app45		mer<pb n="042" xml:id="F1818_v1_054"/>chant’s	mer<pb n="042" xml:id="F1818_v1_054"/>chant’s	merchant’s	merchant’s
C07_app46		house. The	house. The	house. The	house. The
C07_app47		interval	interval	<pb n="42" xml:id="F1823_v1_061"/>interval	interval
C07_app48		was consequently	was consequently	was consequently	was, consequently,
C07_app49		spent in inaction; his grief only became more deep and rankling, when he had leisure for reflection; and at length it took so fast hold of his mind, that at the end of three months he lay on a bed of sickness, incapable of any exertion.<p eID="novel1_letter4_chapter1_div4_div1_p3"/><p sID="novel1_letter4_chapter1_div4_div1_p4"/>His daughter attended him with the greatest tenderness; but she saw with despair that their little fund was rapidly decreasing, and that	spent in inaction; his grief only became more deep and rankling, when he had leisure for reflection; and at length it took so fast hold of his mind, that at the end of three months he lay on a bed of sickness, incapable of any exertion.<p eID="novel1_letter4_chapter1_div4_div1_p3"/><p sID="novel1_letter4_chapter1_div4_div1_p4"/>His daughter attended him with the greatest tenderness; but she saw with despair that their little fund was rapidly decreasing, and that	spent in inaction; his grief only became more deep and rankling, when he had leisure for reflection; and at length it took so fast hold of his mind, that at the end of three months he lay on a bed of sickness, incapable of any exertion.<p eID="novel1_letter4_chapter1_div4_div1_p3"/><p sID="novel1_letter4_chapter1_div4_div1_p4"/>His daughter attended him with the greatest tenderness; but she saw with despair that their little fund was rapidly decreasing, and that	spent in inaction; his grief only became more deep and rankling, when he had leisure for reflection; and at length it took so fast hold of his mind, that at the end of three months he lay on a bed of sickness, incapable of any exertion.<p eID="novel1_letter4_chapter1_div4_div1_p3"/><p sID="novel1_letter4_chapter1_div4_div1_p4"/>His daughter attended him with the greatest tenderness; but she saw with despair that their little fund was rapidly decreasing, and that
C07_app50	there	there	there	there	there
C07_app51	were many<metamark function="displacement" spanTo="#c56-0011.06" xml:id="c56-0011.07"></metamark><lb n="c56-0011__left_margin__1"/><metamark function="displacement">X</metamark> We were strangers <lb n="c56-0011__left_margin__2"/>	was no other prospect of support. But Caroline Beaufort possessed a mind of an uncommon mould; and her courage rose to support her in her adversity. She procured plain work; she plaited straw; and by various means contrived to earn a pittance scarcely sufficient to support life.<p eID="novel1_letter4_chapter1_div4_div1_p4"/><p sID="novel1_letter4_chapter1_div4_div1_p5"/>Several months passed in this manner. Her father grew worse; her time	was no other prospect of support. But Caroline Beaufort possessed a mind of an uncommon mould; and her courage rose to support her in her adversity. She procured plain work; she plaited straw; and by various means contrived to earn a pittance scarcely sufficient to support life.<p eID="novel1_letter4_chapter1_div4_div1_p4"/><p sID="novel1_letter4_chapter1_div4_div1_p5"/>Several months passed in this manner. Her father grew worse; her time	was no other prospect of support. But Caroline Beaufort possessed a mind of an uncommon mould; and her courage rose to support her in her adversity. She procured plain work; she plaited straw; and by various means contrived to earn a pittance scarcely sufficient to support life.<p eID="novel1_letter4_chapter1_div4_div1_p4"/><p sID="novel1_letter4_chapter1_div4_div1_p5"/>Several months passed in this manner. Her father grew worse; her time	was no other prospect of support. But Caroline Beaufort possessed a mind of an uncommon mould; and her courage rose to support her in her adversity. She procured plain work; she plaited straw; and by various means contrived to earn a pittance scarcely sufficient to support life.<p eID="novel1_letter4_chapter1_div4_div1_p4"/><p sID="novel1_letter4_chapter1_div4_div1_p5"/>Several months passed in this manner. Her father grew worse; her time
C07_app52		<pb n="043" xml:id="F1818_v1_055"/>was	<pb n="043" xml:id="F1818_v1_055"/>was	<pb n="43" xml:id="F1823_v1_062"/>was	was
C07_app53		more entirely occupied in attending him; her means of subsistence decreased; and in the tenth month her father died in her arms, leaving her an orphan and a beggar. This last blow overcame her; and she knelt by Beaufort’s coffin, weeping bitterly, when my father entered the chamber. He came like a protecting spirit to the	more entirely occupied in attending him; her means of subsistence decreased; and in the tenth month her father died in her arms, leaving her an orphan and a beggar. This last blow overcame her; and she knelt by Beaufort’s coffin, weeping bitterly, when my father entered the chamber. He came like a protecting spirit to the	more entirely occupied in attending him; her means of subsistence decreased; and in the tenth month her father died in her arms, leaving her an orphan and a beggar. This last blow overcame her; and she knelt by Beaufort’s coffin, weeping bitterly, when my father entered the chamber. He came like a protecting spirit to the	more entirely occupied in attending him; her means of subsistence decreased; and in the tenth month her father died in her arms, leaving her an orphan and a beggar. This last blow overcame her; and she knelt by Beaufort’s coffin, weeping bitterly, when my father entered the chamber. He came like a protecting spirit to the
C07_app54		poor	poor	poor	<pb n="20" xml:id="F1831_v_036"/>poor
C07_app55		girl, who committed herself to his	girl, who committed herself to his	girl, who committed herself to his	girl, who committed herself to his
C07_app56		care,	care,	care,	care;
C07_app57		and after the interment of his	and after the interment of his	and after the interment of his	and after the interment of his
C07_app58		friend	friend	friend,	friend,
C07_app59		he conducted her	he conducted her	he conducted her	he conducted her
C07_app60	to	to	to	to	to
C07_app61	any species <lb n="c56-0011__left_margin__3"/><metamark>X</metamark>	Geneva, and placed her under the protection of a relation. Two years after this event Caroline became his	Geneva, and placed her under the protection of a relation. Two years after this event Caroline became his	Geneva, and placed her under the protection of a relation. Two years after this event Caroline became his	Geneva, and placed her under the protection of a relation. Two years after this event Caroline became his
C07_app62		wife.<p eID="novel1_letter4_chapter1_div4_div1_p5"/><p sID="novel1_letter4_chapter1_div4_div1_p6"/>When	wife.<p eID="novel1_letter4_chapter1_div4_div1_p5"/><p sID="novel1_letter4_chapter1_div4_div1_p6"/><del sID="novel1_letter4_chapter1_div4_div1_p6_del1"/>When	wife.<p eID="novel1_letter4_chapter1_div4_div1_p5"/><p sID="novel1_letter4_chapter1_div4_div1_p6"/>When	wife.<p eID="novel1_letter4_chapter1_div4_div1_p5"/><p sID="novel1_letter4_chapter1_div4_div1_p6"/>There was a considerable difference between the ages
C07_app63	of				of
C07_app64	disunion <lb n="c56-0011__left_margin__4"/> or dispute <lb n="c56-0011__left_margin__5"/><metamark function="separate">_____________</metamark><lb n="c56-0011__left_margin__1"/> X <lb n="c56-0011__left_margin__2"/> X<lb n="c56-0011__main__5"/><del rend="strikethrough" sID="c56-0011__main__d2e93"/>There<del eID="c56-0011__main__d2e93"/> For, although<lb n="c56-0011__main__6"/>	my	my	my	my
C07_app65		father became	father became	father became	parents, but this circumstance seemed to unite them only closer in bonds of devoted affection. There
C07_app66	was				was
C07_app67	a	a	a	a	a
C07_app68	great dissimilitude	husband	husband	husband	sense of justice
C07_app69	in				in
C07_app70	our <lb n="c56-0011__main__7"/> characters.<metamark function="displacement" xml:id="c56-0011.09">X</metamark><lb n="c56-0011__left_margin__1"/><metamark>X</metamark> yet <lb n="c56-0011__left_margin__2"/>				my father’s upright mind, which rendered it necessary that he should approve highly to love strongly. Perhaps during former years he had suffered from the late-discovered unworthiness of one beloved,
C07_app71		and	and	and	and
C07_app72					so was disposed to set a greater value on tried worth.
C07_app73	there				There
C07_app74					was
C07_app75		a	a	a	a
C07_app76		parent, he found	parent, he found	parent, he found	show of gratitude and worship in
C07_app77		his	his	his	his
C07_app78		time so occupied by	time so occupied by	time so occupied by	attachment to my mother, differing wholly from
C07_app79		the	the	the	the
C07_app80		duties	duties	duties	doating fondness
C07_app81		of	of	of	of
C07_app82		his new situation, that	his new situation, that	his new situation, that	age, for it was inspired by reverence for her virtues, and a desire
C07_app83			he<del eID="novel1_letter4_chapter1_div4_div1_p6_del1"/>As my father’s age encreased he became more attached		
C07_app84			to		to
C07_app85					be the means of, in some degree, recompensing her for
C07_app86			the		the
C07_app87			quiet of a domestic life,		sorrows she had endured, but which gave inexpressible grace to his behaviour to her. Every thing was made to yield to her wishes
C07_app88			and		and
C07_app89					her convenience.
C07_app90		he	he	he	He
C07_app91			gradually		strove to shelter her, as a fair exotic is sheltered by the gardener, from every rougher wind,
C07_app92		relinquished	relinquished	relinquished	
C07_app93		many of	<del sID="novel1_letter4_chapter1_div4_div1_p6_del2"/>many of<del eID="novel1_letter4_chapter1_div4_div1_p6_del2"/>	many of	
C07_app94		his public employments,	his public employments,	his public employments,	
C07_app95		and	and	and	and
C07_app96		devoted himself	devoted himself	devoted himself	to surround her
C07_app97			with		with
C07_app98			ardour		all that could tend
C07_app99		to	to	to	to
C07_app100					excite pleasurable emotion in her soft and benevolent mind. Her health, and even
C07_app101		the	the	the	the
C07_app102		education	education	education	tranquillity
C07_app103		of	of	of	of
C07_app104		his children. Of these I was	his children. Of these I was	his children. Of these I was	her hitherto constant spirit, had been shaken by what she had gone through. During
C07_app105		the	the	the	the
C07_app106		eldest, and the destined suc<pb n="044" xml:id="F1818_v1_056"/>cessor	eldest, and the destined suc<pb n="044" xml:id="F1818_v1_056"/>cessor	eldest, and the destined suc<pb n="44" xml:id="F1823_v1_063"/>cessor	two years that had elapsed previous
C07_app107		to	to	to	to
C07_app108					their marriage my father had gradually relinquished
C07_app109		all his	all his	all his	all his
C07_app110		labours	labours	labours	public functions; and immediately after their union they sought the pleasant climate of Italy, and the change of scene
C07_app111		and	and	and	and
C07_app112		utility. No creature could have more tender parents than mine. My improvement	utility. No creature could have more tender parents than mine. My improvement	utility. No creature could have more tender parents than mine. My improvement	interest attendant on a tour through that land of wonders, as a restorative for her weakened frame.<p eID="novel1_letter4_chapter1_div4_div1_p6"/><p sID="novel1_letter4_chapter1_div4_div1_p7"/>From Italy they visited Germany
C07_app113		and	and	and	and
C07_app114		health were	health were	health were	France. I,
C07_app115		their	their	their	their
C07_app116		constant care, especially	constant care, especially	constant care, especially	eldest child,
C07_app117	was				was
C07_app118					born at Naples, and
C07_app119		as	as	as	as
C07_app120					an infant accompanied them in their rambles.
C07_app121		I remained for several years their only child.	I remained for several years their only child.	I remained for several years their only child.	I remained for several years their only child.
C07_app122		But before I continue	But before I continue	But before I continue	Much as they were attached to each other, they seemed to draw inexhaustible stores of affection from a very mine of love to bestow them upon me. My mother’s tender caresses, and
C07_app123		my	my	my	my
C07_app124		narrative, I must record	narrative, I must record	narrative, I must record	father’s smile of benevolent pleasure while regarding me, are my first recollections.
C07_app125	an	an	an	an	
C07_app126	<lb n="c56-0011__left_margin__3"/> harmony	incident which took place when	incident which took place when	incident which took place when	
C07_app127		I was	I was	I was	I was
C07_app128		four years of age.<p eID="novel1_letter4_chapter1_div4_div1_p6"/><p sID="novel1_letter4_chapter1_div4_div1_p7"/>My father had a sister,	four years of age.<p eID="novel1_letter4_chapter1_div4_div1_p6"/><p sID="novel1_letter4_chapter1_div4_div1_p7"/>My father had a sister,	four years of age.<p eID="novel1_letter4_chapter1_div4_div1_p6"/><p sID="novel1_letter4_chapter1_div4_div1_p7"/>My father had a sister,	their plaything and their idol, and something better—<pb n="21" xml:id="F1831_v_037"/>their child, the innocent and helpless creature bestowed on them by Heaven,
C07_app129		whom	whom	whom	whom
C07_app130		he tenderly loved,	he tenderly loved,	he tenderly loved,	to bring up to good,
C07_app131		and	and	and	and
C07_app132		who had married early	who had married early	who had married early	whose future lot it was
C07_app133	in	in	in	in	in
C07_app134	<lb n="c56-0011__left_margin__4"/>	life an Italian gentleman. Soon after her marriage, she	life an Italian gentleman. Soon after her marriage, she	life an Italian gentleman. Soon after her marriage, she	their hands to direct to happiness or misery, according as they fulfilled their duties towards me. With this deep consciousness of what they owed towards the being to which they
C07_app135		had	had	had	had
C07_app136		accompanied her husband into	accompanied her husband into	accompanied her husband into	given life, added to the active spirit of tenderness
C07_app137	that	her	<del sID="novel1_letter4_chapter1_div4_div1_p7_del1"/>her<del eID="novel1_letter4_chapter1_div4_div1_p7_del1"/>his	his	that
C07_app138		native country, and for some years my father had	native country, and for some years my father had	native country, and for some years my father had	animated both, it may be imagined that while during every hour of my infant life
C07_app139	very	very	very	very	
C07_app140	diss<lb n="c56-0011__left_margin__5"/>imilitude– <lb n="c56-0011__left_margin__6"/><metamark function="separate">_____________</metamark>	little communication with her. About the time	little communication with her. About the time	little communication with her. About the time	
C07_app141		I	I	I	I
C07_app142		mentioned she died;	mentioned she died;	mentioned she died;	received a lesson of patience, of charity,
C07_app143		and	and	and	and
C07_app144		a few months afterwards he received	a few months afterwards he received	a few months afterwards he received	of self-control, I was so guided by
C07_app145		a	a	a	a
C07_app146		letter from her husband, acquainting him with his intention	letter from her husband, acquainting him with his intention	letter from her husband, acquainting him with his intention	silken cord, that all seemed but one train
C07_app147		of	of	of	of
C07_app148		marrying an Italian lady, and requesting	marrying an Italian lady, and requesting	marrying an Italian lady, and requesting	enjoyment to me.<p eID="novel1_letter4_chapter1_div4_div1_p7"/><p sID="novel1_letter4_chapter1_div4_div1_p8"/>For a long time I was their only care.
C07_app149		my	my	my	My
C07_app150		father	father	father	mother had much desire
C07_app151		to	to	to	to
C07_app152		take charge	take charge	take charge	have a daughter, but I continued their single offspring. When
C07_app153	I				I
C07_app154					was about five years old, while making an excursion beyond the frontiers
C07_app155		of	of	of	of
C07_app156					Italy, they passed a week on
C07_app157		the	the	the	the
C07_app158		in<pb n="045" xml:id="F1818_v1_057"/>fant Elizabeth,	in<pb n="045" xml:id="F1818_v1_057"/>fant Elizabeth,	in<pb n="45" xml:id="F1823_v1_064"/>fant Elizabeth,	shores of
C07_app159		the	the	the	the
C07_app160		only child	only child	only child	Lake
C07_app161		of	of	of	of
C07_app162		his deceased sister. “It is	his deceased sister. “It is	his deceased sister. “It is	Como. Their benevolent disposition often made them enter the cottages of the poor. This, to
C07_app163		my	my	my	my
C07_app164		wish,” he said,	wish,” he said,	wish,” he said,	mother,
C07_app165	was more	“that	“that	"that	was more
C07_app166	calm	you should consider her as your own daughter,	you should consider her as your own daughter,	you should consider her as your own daughter,	than a duty; it was a necessity, a passion,—remembering what she had suffered,
C07_app167		and	and	and	and
C07_app168		educate	educate	educate	how she had been relieved,—for
C07_app169		her	her	her	her
C07_app170		thus.	thus.	thus.	to act in
C07_app171		Her	Her	Her	her
C07_app172		mother’s	mother’s	mother's	turn the guardian angel
C07_app173		fortune is secured	fortune is secured	fortune is secured	
C07_app174		to	to	to	to
C07_app175		her,	her,	her,	the afflicted. During one of their walks a poor cot in the foldings of a vale attracted their notice, as being singularly disconsolate, while
C07_app176		the	the	the	the
C07_app177		documents	documents	documents	number
C07_app178		of	of	of	of
C07_app179		which I will commit to your keeping. Reflect upon this proposition; and decide whether you would prefer educating your niece yourself	which I will commit to your keeping. Reflect upon this proposition; and decide whether you would prefer educating your niece yourself	which I will commit to your keeping. Reflect upon this proposition; and decide whether you would prefer educating your niece yourself	half-clothed children gathered about it, spoke of penury in its worst shape. One day, when my father had gone by himself
C07_app180		to	to	to	to
C07_app181		her being brought up	her being brought up	her being brought up	Milan, my mother, accompanied
C07_app182		by	by	by	by
C07_app183		a stepmother.”<p eID="novel1_letter4_chapter1_div4_div1_p7"/><p sID="novel1_letter4_chapter1_div4_div1_p8"/>My father did not hesitate,	a stepmother.”<p eID="novel1_letter4_chapter1_div4_div1_p7"/><p sID="novel1_letter4_chapter1_div4_div1_p8"/>My father did not hesitate,	a stepmother.”<p eID="novel1_letter4_chapter1_div4_div1_p7"/><p sID="novel1_letter4_chapter1_div4_div1_p8"/>My father did not hesitate,	me, visited this abode. She found a peasant
C07_app184		and	and	and	and
C07_app185		immediately went to Italy, that he might accompany the little Elizabeth	immediately went to Italy, that he might accompany the little Elizabeth	immediately went to Italy, that he might accompany the little Elizabeth	his wife, hard working, bent down by care and labour, distributing a scanty meal
C07_app186		to	to	to	to
C07_app187		her future home. I have often heard	her future home. I have often heard	her future home. I have often heard	five hungry babes. Among these there was one which attracted
C07_app188		my mother	my mother	my mother	my mother
C07_app189		say, that	say, that	say, that	far above all the rest.
C07_app190		she	she	she	She
C07_app191		was at that time	was at that time	was at that time	appeared of a different stock.
C07_app192		the	the	the	The
C07_app193		most beautiful	most beautiful	most beautiful	four others were dark-eyed, hardy little vagrants; this
C07_app194		child	child	child	child
C07_app195		she had ever seen, and	she had ever seen, and	she had ever seen, and	was thin, and very fair. Her hair was the brightest living gold, and, despite the poverty
C07_app196		shewed	shewed	showed	
C07_app197		signs	every sign<del sID="novel1_letter4_chapter1_div4_div1_p8_del1"/>s	signs	
C07_app198		even	even	even	
C07_app199		then	then<del eID="novel1_letter4_chapter1_div4_div1_p8_del1"/>	then	
C07_app200		of	of	of	of
C07_app201					her clothing, seemed to set
C07_app202		a	a	a	a
C07_app203		gentle	gentle	gentle	crown of distinction on her head. Her brow was clear
C07_app204		and	and	and	and
C07_app205		affectionate disposition. These indications,	affectionate disposition. These indications,	affectionate disposition. These indications,	ample, her blue eyes cloudless,
C07_app206		and	and	and	and
C07_app207		a desire to bind as closely as possible the ties	a desire to bind as closely as possible the ties	a desire to bind as closely as possible the ties	her lips and the moulding of her face so expressive
C07_app208		of	of	of	of
C07_app209		domestic love, determined my mother to consider	domestic love, determined my mother to consider	domestic love, determined my mother to consider	sensibility and sweetness, that none could behold her without looking on her
C07_app210		<pb n="046" xml:id="F1818_v1_058"/>Elizabeth	<pb n="046" xml:id="F1818_v1_058"/>Elizabeth	Elizabeth <pb n="46" xml:id="F1823_v1_065"/>as	
C07_app211		as	as		as
C07_app212		my future wife;	my future wife;	my future wife;	of a distinct species,
C07_app213		a	a	a	a
C07_app214		design which she never found reason to repent.<p eID="novel1_letter4_chapter1_div4_div1_p8"/><p sID="novel1_letter4_chapter1_div4_div1_p9"/>From this time Elizabeth Lavenza became	design which she never found reason to repent.<p eID="novel1_letter4_chapter1_div4_div1_p8"/><p sID="novel1_letter4_chapter1_div4_div1_p9"/>From this time Elizabeth Lavenza became	design which she never found reason to repent.<p eID="novel1_letter4_chapter1_div4_div1_p8"/><p sID="novel1_letter4_chapter1_div4_div1_p9"/>From this time Elizabeth Lavenza became	being heaven-sent,
C07_app215	and				and
C07_app216	phi<lb n="c56-0011__main__8"/>losphical than				bearing a celestial stamp in all her features.<p eID="novel1_letter4_chapter1_div4_div1_p8"/><p sID="novel1_letter4_chapter1_div4_div1_p9"/><pb n="22" xml:id="F1831_v_038"/>The peasant woman, perceiving that
C07_app217		my	my	my	my
C07_app218		playfellow, and, as we grew older,	playfellow, and, as we grew older,	playfellow, and, as we grew older,	mother fixed eyes of wonder and admiration on this lovely girl, eagerly communicated her history.
C07_app219	my	my	my	my	
C07_app220	companion <lb n="c56-0011__main__9"/>	friend.	friend.	friend.	
C07_app221		She was	She was	She was	She was
C07_app222		docile and good tempered,	docile and good tempered,	docile and good tempered,	not her child, but the daughter of
C07_app223	Yet	yet	yet	yet	
C07_app224	I	gay and playful as	gay and playful as	gay and playful as	
C07_app225		a	a	a	a
C07_app226		summer insect. Although she	summer insect. Although she	summer insect. Although she	Milanese nobleman. Her mother
C07_app227	was	was	was	was	was
C07_app228		lively	lively	lively	a German,
C07_app229		and	and	and	and
C07_app230		animated,	animated,	animated,	had died on giving
C07_app231		her	her	her	her
C07_app232		feelings	feelings	feelings	birth. The infant had been placed with these good people to nurse: they
