App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C23_app33	refuse.”<p eID="novel1_letter4_chapter16_div4_div17_p2"/><p sID="novel1_letter4_chapter16_div4_div17_p3"/>The 	refuse to concede.”<p eID="novel1_letter4_chapter16_div4_div17_p2"/><p sID="novel1_letter4_chapter16_div4_div17_p3"/>The 	refuse to concede.”<p eID="novel1_letter4_chapter17_div4_div17_p2"/><p sID="novel1_letter4_chapter17_div4_div17_p3"/>The 	refuse.<milestone unit="tei:p"/><lb n="c57-0066__main__14"/> 	refuse.”<p eID="novel1_letter4_chapter16_div4_div17_p2"/><p sID="novel1_letter4_chapter16_div4_div17_p3"/>The 
C23_app34	latter part of his tale had kindled anew in me the anger that had 	latter part of his tale had kindled anew in me the anger that had 	latter part of his tale had kindled anew in me the anger that had 		latter part of his tale had kindled anew in me the anger that had 
C23_app35	<pb n="143" xml:id="F1818_v2_147"/>died 	<pb n="75" xml:id="F1823_v2_348"/>died 	died 		<pb n="143" xml:id="F1818_v2_147"/>died 
C23_app36	away while he narrated his peaceful life among the cottagers, and, 	away while he narrated his peaceful life among the cottagers, and, 	away while he narrated his peaceful life among the cottagers, and, 		away while he narrated his peaceful life among the cottagers, and, 
C23_app37	as he said 	as he said 	as he said 	As he said 	as he said 
C23_app38	this, 	this, 	this, 	this 	this, 
C23_app39	I could no longer suppress 	I could no longer suppress 	I could no longer suppress 	I could no longer suppress 	I could no longer suppress 
C23_app40				<lb n="c57-0066__main__15"/> 	
C23_app41	the 	the 	the 	the 	the 
C23_app42	rage 	rage 	rage 	anger 	rage 
C23_app43	that burned within 	that burned within 	that burned within 	that burned within 	that burned within 
C23_app44	me.<p eID="novel1_letter4_chapter16_div4_div17_p3"/><p sID="novel1_letter4_chapter16_div4_div17_p4"/>“I 	me.<p eID="novel1_letter4_chapter16_div4_div17_p3"/><p sID="novel1_letter4_chapter16_div4_div17_p4"/>“I 	me.<p eID="novel1_letter4_chapter17_div4_div17_p3"/><p sID="novel1_letter4_chapter17_div4_div17_p4"/>“I 	me. I 	me.<p eID="novel1_letter4_chapter16_div4_div17_p3"/><p sID="novel1_letter4_chapter16_div4_div17_p4"/>“I 
C23_app45	do 	do 	do 	do 	do 
C23_app46				<lb n="c57-0066__main__16"/> 	
C23_app47	refuse 	refuse 	refuse 	refuse 	refuse 
C23_app48	it,” 	it,” 	it,” 	it, 	it,” 
C23_app49	I 	I 	I 	I 	I 
C23_app50	replied; “and 	replied; “and 	replied; “and 	replied, & 	replied; “and 
C23_app51	no torture shall ever 	no torture shall ever 	no torture shall ever 	no torture shall ever 	no torture shall ever 
C23_app52				<lb n="c57-0066__main__17"/> 	
C23_app53	extort a consent from 	extort a consent from 	extort a consent from 	extort a consent from 	extort a consent from 
C23_app54	me. 	me. 	me. 	me – 	me. 
C23_app55	You may 	You may 	You may 	You may 	You may 
C23_app56				<lb n="c57-0066__main__18"/> 	
C23_app57	render me the most miserable of 	render me the most miserable of 	render me the most miserable of 	render me the most miserable of 	render me the most miserable of 
C23_app58	men, 	men, 	men, 	men <lb n="c57-0066__main__19"/> 	men, 
C23_app59	but you shall never make me base 	but you shall never make me base 	but you shall never make me base 	but you shall never make me base 	but you shall never make me base 
C23_app60				<lb n="c57-0066__main__20"/> 	
C23_app61	in my own eyes. Shall I create another like 	in my own eyes. Shall I create another like 	in my own eyes. Shall I create another like 	in my own eyes. Shall I create another like 	in my own eyes. Shall I create another like 
C23_app62	yourself, 	yourself, 	yourself, 	<lb n="c57-0066__main__21"/> yourself 	yourself, 
C23_app63	whose joint wickedness 	whose joint wickedness 	whose joint wickedness 	whose joint wickedness 	whose joint wickedness 
C23_app64	might 	might 	might 	would <lb n="c57-0066__main__22"/> 	might 
C23_app65	desolate the 	desolate the 	desolate the 	desolate the 	desolate the 
C23_app66	world. Begone! I 	world. Begone! I 	world. Begone! I 	world? Begone –I 	world. Begone! I 
C23_app67	have answered 	have answered 	have answered 	have answer<lb n="c57-0066__main__23"/>ed 	have answered 
C23_app68	you; 	you; 	you; 	you – 	you; 
C23_app69	you may 	you may 	you may 	You may 	you may 
C23_app70	torture me, 	torture me, 	torture me, 	kill me 	torture me, 
C23_app71	but I will 	but I will 	but I will 	but I will 	but I will 
C23_app72				<lb n="c57-0066__main__24"/> 	
C23_app73	never 	never 	never 	never 	never 
C23_app74	consent.”<p eID="novel1_letter4_chapter16_div4_div17_p4"/><p sID="novel1_letter4_chapter16_div4_div17_p5"/>“You 	consent.”<p eID="novel1_letter4_chapter16_div4_div17_p4"/><p sID="novel1_letter4_chapter16_div4_div17_p5"/>“You 	consent.”<p eID="novel1_letter4_chapter17_div4_div17_p4"/><p sID="novel1_letter4_chapter17_div4_div17_p5"/>“You 	consent.<milestone unit="tei:p"/><lb n="c57-0066__main__25"/> You 	consent.”<p eID="novel1_letter4_chapter16_div4_div17_p4"/><p sID="novel1_letter4_chapter16_div4_div17_p5"/>“You 
C23_app75	are in the 	are in the 	are in the 	are in the 	are in the 
C23_app76	wrong,” 	wrong,” 	wrong,” 	wrong, 	wrong,” 
C23_app77	replied 	replied 	replied 	replied 	replied 
C23_app78	the fiend; “and, 	the fiend; “and, 	the fiend; “and, 	he, &<lb n="c57-0066__main__26"/> 	the fiend; “and, 
C23_app79	instead of 	instead of 	instead of 	instead of 	instead of 
C23_app80	threatening, 	threatening, 	threatening, 	threatening 	threatening, 
C23_app81	I am content to reason 	I am content to reason 	I am content to reason 	I am content to reason 	I am content to reason 
C23_app82				<lb n="c57-0066__main__27"/> 	
C23_app83	with you. I am 	with you. I am 	with you. I am 	with you. I am 	with you. I am 
C23_app84	malicious 	malicious 	malicious 	<del rend="strikethrough" sID="c57-0066__main__d3e13352"/>wick<del eID="c57-0066__main__d3e13352"/> malicious, 	malicious 
C23_app85	because 	because 	because 	because 	because 
C23_app86				<lb n="c57-0066__main__28"/> 	
C23_app87	I am 	I am 	I am 	I am 	I am 
C23_app88	miserable; 	miserable. 	miserable. 	miserable. 	miserable; 
C23_app89	am I not shunned and hated by all mankind? 	Am I not shunned and hated by all mankind? 	Am I not shunned and hated by all mankind? 	Am I not shunned &<lb n="c57-0066__main__29"/> hated by all mankind? 	am I not shunned and hated by all mankind? 
C23_app90	You, 	You, 	You, 	You 	You, 
C23_app91	my 	my 	my 	my 	my 
C23_app92	creator, 	creator, 	creator, 	creator <lb n="c57-0066__main__30"/> 	creator, 
C23_app93	would tear me to 	would tear me to 	would tear me to 	would tear me to 	would tear me to 
C23_app94	pieces, 	pieces, 	pieces, 	pieces 	pieces, 
C23_app95	and 	and 	and 	& 	and 
C23_app96	triumph; remember that, 	triumph; remember that, 	triumph; remember that, 	triumph –Rem<lb n="c57-0066__main__31"/>ember that 	triumph; remember that, 
C23_app97	and tell me why I should pity 	and tell me why I should pity 	and tell me why I should pity 	& tell me why I should pity 	and tell me why I should pity 
C23_app98				<lb n="c57-0066__main__32"/> 	
C23_app99	man 	man 	man 	man 	man 
C23_app100	<pb n="144" xml:id="F1818_v2_148"/>more 	<pb n="76" xml:id="F1823_v2_349"/>more 	more 	more 	<pb n="144" xml:id="F1818_v2_148"/>more 
C23_app101	than he pities 	than he pities 	than he pities 	than he pities 	than he pities 
C23_app102	me? 	me? 	me? 	me. 	me? 
C23_app103	You 	You 	You 	You 	You 
C23_app104				<lb n="c57-0066__main__33"/> 	
C23_app105	would 	would 	would 	would 	would 
C23_app106	not 	not 	<pb n="127" xml:id="F1831_v_143"/>not 	not 	not 
C23_app107	call it 	call it 	call it 	call it 	call it 
C23_app108	murder, 	murder, 	murder, 	murder 	murder, 
C23_app109	if you 	if you 	if you 	if you 	if you 
C23_app110	could precipitate 	could precipitate 	could precipitate 	preci<lb n="c57-0066__main__34"/>pitated 	could precipitate 
C23_app111	me into one of those 	me into one of those 	me into one of those 	me into one of those 	me into one of those 
C23_app112	ice-rifts, 	ice-rifts, 	ice-rifts, 	ice rifts 	ice-rifts, 
C23_app113	and 	and 	and 	&<lb n="c57-0066__main__35"/> 	and 
C23_app114	destroy 	destroy 	destroy 	destroyed 	destroy 
C23_app115	my frame, the work of your own hands. 	my frame, the work of your own hands. 	my frame, the work of your own hands. 	my frame, the work of your <metamark function="insert">^</metamark>own hands. 	my frame, the work of your own hands. 
C23_app116				<lb n="c57-0066__main__36"/><del rend="strikethrough" sID="c57-0066__main__d3e13395"/>And<del eID="c57-0066__main__d3e13395"/> 	
C23_app117	Shall I respect 	Shall I respect 	Shall I respect 	shall I respect 	Shall I respect 
C23_app118	man, 	man, 	man, 	man 	man, 
C23_app119	when 	when 	when 	when 	when 
C23_app120	he contemns 	he contemns 	he contemns 	hecon-<lb n="c57-0066__main__37"/>temns 	he contemns 
C23_app121	me? Let him live with me in 	me? Let him live with me in 	me? Let him live with me in 	me? Let him live with me in 	me? Let him live with me in 
C23_app122				<lb n="c57-0066__main__38"/> 	
C23_app123	the interchange of 	the interchange of 	the interchange of 	the interchange of 	the interchange of 
C23_app124	kindness, 	kindness; 	kindness; 	kindness and 	kindness, 
C23_app125	and, 	and, 	and, 		and, 
C23_app126	instead of 	instead of 	instead of 	instead of<lb n="c57-0067__main__1"/> 	instead of 
C23_app127	injury, 	injury, 	injury, 	injury 	injury, 
C23_app128	I would bestow every benefit upon him with 	I would bestow every benefit upon him with 	I would bestow every benefit upon him with 	I would bestow every benefit upon him with 	I would bestow every benefit upon him with 
C23_app129				<lb n="c57-0067__main__2"/> 	
C23_app130	tears of gratitude at his acceptance. But 	tears of gratitude at his acceptance. But 	tears of gratitude at his acceptance. But 	tears of gratitude at his acceptance. But 	tears of gratitude at his acceptance. But 
C23_app131				<lb n="c57-0067__main__3"/> 	
C23_app132	that cannot be; 	that cannot be; 	that cannot be; 	that cannot be; 	that cannot be; 
C23_app133	the 	the 	the 	<mdel>T</mdel>the 	the 
C23_app134	human senses are 	human senses are 	human senses are 	human senses are 	human senses are 
C23_app135				<del rend="strikethrough" sID="c57-0067__main__d3e13437"/>an<del eID="c57-0067__main__d3e13437"/><lb n="c57-0067__main__4"/> 	
C23_app136	insurmountable barriers to our union. 	insurmountable barriers to our union. 	insurmountable barriers to our union. 	insurmountable barriers to our union. 	insurmountable barriers to our union. 
C23_app137	Yet 	Yet 	Yet 	<lb n="c57-0067__main__5"/> But 	Yet 
C23_app138	mine shall not 	mine shall not 	mine shall not 	mine shall not 	mine shall not 
C23_app139	be 	be 	be 		be 
C23_app140	the submission of abject 	the submission of abject 	the submission of abject 	the submission of abject 	the submission of abject 
C23_app141				<lb n="c57-0067__main__6"/> 	
C23_app142	slavery. I will revenge my 	slavery. I will revenge my 	slavery. I will revenge my 	slavery. I will revenge my 	slavery. I will revenge my 
C23_app143	injuries: 	injuries: 	injuries: 	injuries <del rend="strikethrough" sID="c57-0067__main__d3e13446"/>&<del eID="c57-0067__main__d3e13446"/> 	injuries: 
C23_app144	if I 	if I 	if I 	if I 	if I 
C23_app145				<lb n="c57-0067__main__7"/> 	
C23_app146	cannot inspire 	cannot inspire 	cannot inspire 	cannot inspire 	cannot inspire 
C23_app147	love, 	love, 	love, 	love 	love, 
C23_app148	I will cause 	I will cause 	I will cause 	I will cause 	I will cause 
C23_app149	fear; 	fear; 	fear; 	fear <lb n="c57-0067__main__8"/> 	fear; 
C23_app150	and chiefly towards you my 	and chiefly towards you my 	and chiefly towards you my 	and chiefly towards you my 	and chiefly towards you my 
C23_app151	arch-enemy, 	arch-enemy, 	arch-enemy, 	arch-enemy 	arch-enemy, 
C23_app152	because 	because 	because 	because 	because 
C23_app153				<lb n="c57-0067__main__9"/> 	
C23_app154	my 	my 	my 	my 	my 
C23_app155	creator, 	creator, 	creator, 	creator; <del rend="strikethrough" sID="c57-0067__main__d3e13459"/>I w<del eID="c57-0067__main__d3e13459"/> 	creator, 
C23_app156	do I swear 	do I swear 	do I swear 	do I swear 	do I swear 
C23_app157	inextinguishable hatred. Have a care: 	inextinguishable hatred. Have a care: 	inextinguishable hatred. Have a care: 	<del rend="strikethrough" sID="c57-0067__main__d3e13464"/>unutterable<del eID="c57-0067__main__d3e13464"/>inextinguishable<lb n="c57-0067__main__10"/> hatred– 	inextinguishable hatred. Have a care: 
C23_app158	I will work 	I will work 	I will work 	I will work 	I will work 
C23_app159	at your destruction, 	at your destruction, 	at your destruction, 	& destroy 	at your destruction, 
C23_app160	nor finish 	nor finish 	nor finish 	nor finish 	nor finish 
C23_app161	until 	until 	until 	<lb n="c57-0067__main__11"/> untill 	until 
C23_app162	I desolate your 	I desolate your 	I desolate your 	I desolate your 	I desolate your 
C23_app163	heart, 	heart, 	heart, 	heart 	heart, 
C23_app164	so that you 	so that you 	so that you 	so that you 	so that you 
C23_app165		shall 	shall 	<lb n="c57-0067__main__12"/> 	
C23_app166	curse the hour of your 	curse the hour of your 	curse the hour of your 	curse the hour of your 	curse the hour of your 
C23_app167	birth.”<p eID="novel1_letter4_chapter16_div4_div17_p5"/><p sID="novel1_letter4_chapter16_div4_div17_p6"/><pb n="145" xml:id="F1818_v2_149"/>A 	birth.”<p eID="novel1_letter4_chapter16_div4_div17_p5"/><p sID="novel1_letter4_chapter16_div4_div17_p6"/><pb n="77" xml:id="F1823_v2_350"/>A 	birth.”<p eID="novel1_letter4_chapter17_div4_div17_p5"/><p sID="novel1_letter4_chapter17_div4_div17_p6"/>A 	birth." A fiend <lb n="c57-0067__main__13"/> -ish 	birth.”<p eID="novel1_letter4_chapter16_div4_div17_p5"/><p sID="novel1_letter4_chapter16_div4_div17_p6"/><pb n="145" xml:id="F1818_v2_149"/>A 
C23_app168	fiendish 	fiendish 	fiendish 		fiendish 
C23_app169	rage animated him as he said 	rage animated him as he said 	rage animated him as he said 	rage animated him as he said 	rage animated him as he said 
C23_app170				<lb n="c57-0067__main__14"/> 	
C23_app171	this; his face was wrinkled into contortions 	this; his face was wrinkled into contortions 	this; his face was wrinkled into contortions 	this; his face was wrinkled into contortions 	this; his face was wrinkled into contortions 
C23_app172				<lb n="c57-0067__main__15"/> 	
C23_app173	too horrible for human eyes to behold; 	too horrible for human eyes to behold; 	too horrible for human eyes to behold; 	too horrible for human eyes to behold; 	too horrible for human eyes to behold; 
C23_app174				<lb n="c57-0067__main__16"/> 	
C23_app175	but presently he calmed 	but presently he calmed 	but presently he calmed 	but presently he calmed 	but presently he calmed 
C23_app176	himself, 	himself, 	himself 	himself, 	himself, 
C23_app177	and 	and 	and 	&<lb n="c57-0067__main__17"/> 	and 
C23_app178	proceeded—<p eID="novel1_letter4_chapter16_div4_div17_p6"/><p sID="novel1_letter4_chapter16_div4_div17_p7"/>“I 	proceeded—<p eID="novel1_letter4_chapter16_div4_div17_p6"/><p sID="novel1_letter4_chapter16_div4_div17_p7"/>“I 	proceeded—<p eID="novel1_letter4_chapter17_div4_div17_p6"/><p sID="novel1_letter4_chapter17_div4_div17_p7"/>“I 	proceeded.<milestone unit="tei:p"/><lb n="c57-0067__main__18"/> I 	proceeded—<p eID="novel1_letter4_chapter16_div4_div17_p6"/><p sID="novel1_letter4_chapter16_div4_div17_p7"/>“I 
C23_app179	intended to reason. This passion 	intended to reason. This passion 	intended to reason. This passion 	intended to reason. This passion 	intended to reason. This passion 
C23_app180				<lb n="c57-0067__main__19"/> 	
C23_app181	is detrimental to 	is detrimental to 	is detrimental to 	is detrimental to 	is detrimental to 
C23_app182	me; 	me; 	me; 	me, 	me; 
C23_app183	for you do not 	for you do not 	for you do not 	for you do not 	for you do not 
C23_app184				<lb n="c57-0067__main__20"/> 	
C23_app185	reflect 	reflect 	reflect 	reflect 	reflect 
C23_app186	that you 	that<hi sID="novel1_letter4_chapter16_div4_div17_p7_hi1"/>you<hi eID="novel1_letter4_chapter16_div4_div17_p7_hi1"/> 	that<hi sID="novel1_letter4_chapter17_div4_div17_p7_hi1"/>you<hi eID="novel1_letter4_chapter17_div4_div17_p7_hi1"/> 	that you 	that you 
C23_app187	are the 	are the 	are the 	are the 	are the 
C23_app188				<metamark function="insert">^</metamark>sole 	
C23_app189	cause of its 	cause of its 	cause of its 	cause <metamark function="insert">^</metamark>of its 	cause of its 
C23_app190	excess. 	excess. 	excess. 	excesses.. 	excess. 
C23_app191	If 	If 	If 	If 	If 
C23_app192				<lb n="c57-0067__main__21"/> 	
C23_app193	any being felt emotions of benevolence 	any being felt emotions of benevolence 	any being felt emotions of benevolence 	any being felt emotions of benevolence 	any being felt emotions of benevolence 
C23_app194				<lb n="c57-0067__main__22"/> 	
C23_app195	towards 	towards 	towards 	towards 	towards 
C23_app196	me, 	me, 	me, 	me 	me, 
C23_app197	I should return 	I should return 	I should return 	I should return 	I should return 
C23_app198	them 	them 	them 	then 	them 
C23_app199	an 	an 	an 	an 	an 
C23_app200				<lb n="c57-0067__main__23"/> 	
C23_app201	hundred and 	hundred and 	hundred and 	hundred & 	hundred and 
C23_app202	an 	an 	an 	a 	an 
C23_app203	hundred fold; for that 	hundred fold; for that 	hundred fold; for that 	hundred fold; for that 	hundred fold; for that 
C23_app204				<lb n="c57-0067__main__24"/> 	
C23_app205	one 	one 	one 	one 	one 
C23_app206	creature’s sake, 	creature’s sake, 	creature’s sake, 	creature's sake 	creature’s sake, 
C23_app207	I would make peace 	I would make peace 	I would make peace 	I would make peace 	I would make peace 
C23_app208				<lb n="c57-0067__main__25"/> 	
C23_app209	with the whole 	with the whole 	with the whole 	with the whole 	with the whole 
C23_app210	kind! 	kind! 	kind! 	kind– 	kind! 
C23_app211	But I now indulge 	But I now indulge 	But I now indulge 	But I now indulge 	But I now indulge 
C23_app212				<lb n="c57-0067__main__26"/> 	
C23_app213	in dreams of bliss that cannot be 	in dreams of bliss that cannot be 	in dreams of bliss that cannot be 	in dreams <metamark function="insert">^</metamark>of bliss that cannot be 	in dreams of bliss that cannot be 
C23_app214	realized. 	realized. 	realised. 	realized. 	realized. 
C23_app215	What 	What 	What 	What 	What 
C23_app216				<lb n="c57-0067__main__27"/> 	
C23_app217	I 	I 	I 	I 	I 
C23_app218	ask 	ask 	ask 	<del rend="strikethrough" sID="c57-0067__main__d3e13552"/>a<del eID="c57-0067__main__d3e13552"/>ask 	ask 
C23_app219	of you is reasonable and 	of you is reasonable and 	of you is reasonable and 	of you is reasonable and 	of you is reasonable and 
C23_app220	moderate; 	moderate; 	moderate; 	moderate. <lb n="c57-0067__main__28"/> 	moderate; 
C23_app221	I demand a creature of another 	I demand a creature of another 	I demand a creature of another 	I demand a creature of another 	I demand a creature of another 
C23_app222	sex, 	sex, 	sex, 	sex 	sex, 
C23_app223	but 	but 	but 	but 	but 
C23_app224				<lb n="c57-0067__main__29"/> 	
C23_app225	as hideous as 	as hideous as 	as hideous as 	as hideous as 	as hideous as 
C23_app226	myself: 	myself; 	myself; 	myself. 	myself: 
C23_app227	the gratification is 	the gratification is 	the gratification is 	The gratification is 	the gratification is 
C23_app228	small, 	small, 	small, 	<lb n="c57-0067__main__30"/> small 	small, 
C23_app229	but it is all that I can 	but it is all that I can 	but it is all that I can 	but it is all that I can 	but it is all that I can 
C23_app230	receive, 	receive, 	receive, 	receive <lb n="c57-0067__main__31"/> 	receive, 
C23_app231	and it shall content me. It is 	and it shall content me. It is 	and it shall content me. It is 	and it shall content me. It is 	and it shall content me. It is 
C23_app232	true, 	true, 	true, 	true 	true, 
C23_app233	we 	we 	we 	we 	we 
C23_app234				<lb n="c57-0067__main__32"/> 	
C23_app235	shall be 	shall be 	shall be 	shall be 	shall be 
C23_app236	monsters, 	monsters, 	monsters, 	monsters 	monsters, 
C23_app237	cut off from all 	cut off from all 	cut off from all 	cut off from all 	cut off from all 
C23_app238				<lb n="c57-0067__main__33"/> 	
C23_app239	the 	the 	the 	the 	the 
C23_app240	world; 	world; 	world; 	world 	world; 
C23_app241	but on that account we 	but on that account we 	but on that account we 	but on that account we 	but on that account we 
C23_app242				<lb n="c57-0067__main__34"/> 	
C23_app243	shall be 	shall be 	shall be 	shall be 	shall be 
C23_app244	<pb n="146" xml:id="F1818_v2_150"/>more 	<pb n="78" xml:id="F1823_v2_351"/>more 	more 	more 	<pb n="146" xml:id="F1818_v2_150"/>more 
C23_app245	attached to one 	attached to one 	attached to one 	attached to one 	attached to one 
C23_app246	another. 	another. 	another. 	another <lb n="c57-0067__main__35"/> 	another. 
C23_app247	Our lives will not be 	Our lives will not be 	Our lives will not be 	Our lives will not be 	Our lives will not be 
C23_app248	happy, 	happy, 	happy, 	happy 	happy, 
C23_app249	but they 	but they 	but they 	but they 	but they 
C23_app250				<lb n="c57-0067__main__36"/> 	
C23_app251	will be 	will be 	will be 	will be 	will be 
C23_app252	harmless, 	harmless, 	harmless, 	harmless 	harmless, 
C23_app253	and free from the misery 	and free from the misery 	and free from the misery 	& free from the misery 	and free from the misery 
C23_app254				<lb n="c57-0067__main__37"/><del rend="strikethrough" sID="c57-0067__main__d3e13582"/>that<del eID="c57-0067__main__d3e13582"/>which 	
C23_app255	I now feel. Oh! my 	I now feel. Oh! my 	I now feel. Oh! my 	I now feel. Oh! my 	I now feel. Oh! my 
C23_app256	creator, make me happy; let 	creator, make me happy; let 	creator, make me happy; let 	creator make<lb n="c57-0068__main__1"/><lb n="c57-0068__left_margin__1"/>me happy–,let 	creator, make me happy; let 
C23_app257	me feel gratitude towards you for one 	me feel gratitude towards you for one 	me feel gratitude towards you for one 	me feel gratitude towards you for one 	me feel gratitude towards you for one 
C23_app258	benefit! 	benefit! 	benefit! 	<lb n="c57-0068__main__2"/> benefit; 	benefit! 
C23_app259	Let me see that I excite the 	Let me see that I excite the 	Let me see that I excite the 	Let me see that I excite the 	Let me see that I excite the 
C23_app260				<lb n="c57-0068__main__3"/> 	
C23_app261	sympathy of 	sympathy of 	sympathy of 	sympathy of 	sympathy of 
C23_app262	some existing thing; 	some existing thing; 	some existing thing; 	<metamark function="insert">^</metamark>one creature. 	some existing thing; 
C23_app263	do not deny me my 	do not deny me my 	do not deny me my 	Do not deny me my 	do not deny me my 
