App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C19_app11	that 				that 
C19_app12	the countenance of Felix was melancholy beyond expression; he sighed frequently; and once his father paused in his music, and I conjectured by his manner that he 	the countenance of Felix was melancholy beyond expression; he sighed frequently; and once his father paused in his music, and I conjectured by his manner that he 	the countenance of Felix was melancholy beyond expression; he sighed frequently; and once his father paused in his music, and I conjectured by his manner that he 		the countenance of Felix was melancholy beyond expression; he sighed frequently; and once his father paused in his music, and I conjectured by his manner that he 
C19_app13	inquired 	inquired 	enquired 		inquired 
C19_app14	the cause of his son’s sorrow. Felix replied in a cheerful accent, and the old man was recommencing his music, when some one tapped at the door.<p eID="novel1_letter4_chapter12_div4_div13_p3"/><p sID="novel1_letter4_chapter12_div4_div13_p4"/>“It was a lady on horseback, accompanied by a countryman as a guide. The lady was dressed in a dark suit, and covered with a thick black veil. Agatha asked a question; to which the stranger only replied by pronouncing, in a sweet accent, the name of Felix. Her voice was musical, but unlike that of 	the cause of his son’s sorrow. Felix replied in a cheerful accent, and the old man was recommencing his music, when some one tapped at the door.<p eID="novel1_letter4_chapter12_div4_div13_p3"/><p sID="novel1_letter4_chapter12_div4_div13_p4"/>“It was a lady on horseback, accompanied by a countryman as a guide. The lady was dressed in a dark suit, and covered with a thick black veil. Agatha asked a question; to which the stranger only replied by pronouncing, in a sweet accent, the name of Felix. Her voice was musical, but unlike that of 	the cause of his son’s sorrow. Felix replied in a cheerful accent, and the old man was recommencing his music, when some one tapped at the door.<p eID="novel1_letter4_chapter13_div4_div13_p3"/><p sID="novel1_letter4_chapter13_div4_div13_p4"/>“It was a lady on horseback, accompanied by a countryman as a guide. The lady was dressed in a dark suit, and covered with a thick black veil. Agatha asked a question; to which the stranger only replied by pronouncing, in a sweet accent, the name of Felix. Her voice was musical, but unlike that of 		the cause of his son’s sorrow. Felix replied in a cheerful accent, and the old man was recommencing his music, when some one tapped at the door.<p eID="novel1_letter4_chapter12_div4_div13_p3"/><p sID="novel1_letter4_chapter12_div4_div13_p4"/>“It was a lady on horseback, accompanied by a countryman as a guide. The lady was dressed in a dark suit, and covered with a thick black veil. Agatha asked a question; to which the stranger only replied by pronouncing, in a sweet accent, the name of Felix. Her voice was musical, but unlike that of 
C19_app15	<pb n="071" xml:id="F1818_v2_075"/>either 	<pb n="3" xml:id="F1823_v2_276"/>either 	either 		<pb n="071" xml:id="F1818_v2_075"/>either 
C19_app16	of my friends. On hearing this word, Felix came up hastily to the lady; who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression. Her hair of a shining 	of my friends. On hearing this word, Felix came up hastily to the lady; who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression. Her hair of a shining 	of my friends. On hearing this word, Felix came up hastily to the lady; who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression. Her hair of a shining 		of my friends. On hearing this word, Felix came up hastily to the lady; who, when she saw him, threw up her veil, and I beheld a countenance of angelic beauty and expression. Her hair of a shining 
C19_app17	raven 	raven 	<pb n="100" xml:id="F1831_v_116"/>raven 		raven 
C19_app18	black, and curiously braided; her eyes were dark, but gentle, although animated; her features of a regular proportion, and her complexion wondrously fair, each cheek tinged with a lovely pink.<p eID="novel1_letter4_chapter12_div4_div13_p4"/><p sID="novel1_letter4_chapter12_div4_div13_p5"/>“Felix seemed ravished with delight when he saw her, every trait of sorrow vanished from his face, and it instantly expressed a degree of ecstatic joy, of which I could hardly have believed it capable; his eyes sparkled, as his cheek flushed with pleasure; and at that moment I thought him as beautiful as the stranger. She appeared affected by different feelings; wiping a few tears from her lovely eyes, 	black, and curiously braided; her eyes were dark, but gentle, although animated; her features of a regular proportion, and her complexion wondrously fair, each cheek tinged with a lovely pink.<p eID="novel1_letter4_chapter12_div4_div13_p4"/><p sID="novel1_letter4_chapter12_div4_div13_p5"/>“Felix seemed ravished with delight when he saw her, every trait of sorrow vanished from his face, and it instantly expressed a degree of ecstatic joy, of which I could hardly have believed it capable; his eyes sparkled, as his cheek flushed with pleasure; and at that moment I thought him as beautiful as the stranger. She appeared affected by different feelings; wiping a few tears from her lovely eyes, 	black, and curiously braided; her eyes were dark, but gentle, although animated; her features of a regular proportion, and her complexion wondrously fair, each cheek tinged with a lovely pink.<p eID="novel1_letter4_chapter13_div4_div13_p4"/><p sID="novel1_letter4_chapter13_div4_div13_p5"/>“Felix seemed ravished with delight when he saw her, every trait of sorrow vanished from his face, and it instantly expressed a degree of ecstatic joy, of which I could hardly have believed it capable; his eyes sparkled, as his cheek flushed with pleasure; and at that moment I thought him as beautiful as the stranger. She appeared affected by different feelings; wiping a few tears from her lovely eyes, 		black, and curiously braided; her eyes were dark, but gentle, although animated; her features of a regular proportion, and her complexion wondrously fair, each cheek tinged with a lovely pink.<p eID="novel1_letter4_chapter12_div4_div13_p4"/><p sID="novel1_letter4_chapter12_div4_div13_p5"/>“Felix seemed ravished with delight when he saw her, every trait of sorrow vanished from his face, and it instantly expressed a degree of ecstatic joy, of which I could hardly have believed it capable; his eyes sparkled, as his cheek flushed with pleasure; and at that moment I thought him as beautiful as the stranger. She appeared affected by different feelings; wiping a few tears from her lovely eyes, 
C19_app19	<pb n="072" xml:id="F1818_v2_076"/>she 	<pb n="4" xml:id="F1823_v2_277"/>she 	she 		<pb n="072" xml:id="F1818_v2_076"/>she 
C19_app20	held out her hand to Felix, who kissed it rapturously, and called her, as well as I could distinguish, his sweet Arabian. She did not appear to understand him, but smiled. He assisted her to dismount, 	held out her hand to Felix, who kissed it rapturously, and called her, as well as I could distinguish, his sweet Arabian. She did not appear to understand him, but smiled. He assisted her to dismount, 	held out her hand to Felix, who kissed it rapturously, and called her, as well as I could distinguish, his sweet Arabian. She did not appear to understand him, but smiled. He assisted her to dismount, 		held out her hand to Felix, who kissed it rapturously, and called her, as well as I could distinguish, his sweet Arabian. She did not appear to understand him, but smiled. He assisted her to dismount, 
C19_app21	and, 	and 	and 		and, 
C19_app22	dismissing her guide, conducted her into the cottage. Some conversation took place between him and his father; and the young stranger knelt at the old man’s feet, and would have kissed his hand, but he raised her, and embraced her affectionately.<p eID="novel1_letter4_chapter12_div4_div13_p5"/><p sID="novel1_letter4_chapter12_div4_div13_p6"/>“I soon perceived, that although the stranger uttered articulate sounds, and appeared to have a language of her own, she was neither understood by, 	dismissing her guide, conducted her into the cottage. Some conversation took place between him and his father; and the young stranger knelt at the old man’s feet, and would have kissed his hand, but he raised her, and embraced her affectionately.<p eID="novel1_letter4_chapter12_div4_div13_p5"/><p sID="novel1_letter4_chapter12_div4_div13_p6"/>“I soon perceived, that although the stranger uttered articulate sounds, and appeared to have a language of her own, she was neither understood by, 	dismissing her guide, conducted her into the cottage. Some conversation took place between him and his father; and the young stranger knelt at the old man’s feet, and would have kissed his hand, but he raised her, and embraced her affectionately.<p eID="novel1_letter4_chapter13_div4_div13_p5"/><p sID="novel1_letter4_chapter13_div4_div13_p6"/>“I soon perceived, that although the stranger uttered articulate sounds, and appeared to have a language of her own, she was neither understood by, 		dismissing her guide, conducted her into the cottage. Some conversation took place between him and his father; and the young stranger knelt at the old man’s feet, and would have kissed his hand, but he raised her, and embraced her affectionately.<p eID="novel1_letter4_chapter12_div4_div13_p5"/><p sID="novel1_letter4_chapter12_div4_div13_p6"/>“I soon perceived, that although the stranger uttered articulate sounds, and appeared to have a language of her own, she was neither understood by, 
C19_app23	or 	nor 	nor 		or 
C19_app24	herself understood, the cottagers. They made many signs which I did not comprehend; but I saw that her presence diffused gladness through the cottage, dispelling their sorrow as the sun dissipates the morning mists. Felix seemed 	herself understood, the cottagers. They made many signs which I did not comprehend; but I saw that her presence diffused gladness through the cottage, dispelling their sorrow as the sun dissipates the morning mists. Felix seemed 	herself understood, the cottagers. They made many signs which I did not comprehend; but I saw that her presence diffused gladness through the cottage, dispelling their sorrow as the sun dissipates the morning mists. Felix seemed 		herself understood, the cottagers. They made many signs which I did not comprehend; but I saw that her presence diffused gladness through the cottage, dispelling their sorrow as the sun dissipates the morning mists. Felix seemed 
C19_app25	<pb n="073" xml:id="F1818_v2_077"/>peculiarly 	<pb n="5" xml:id="F1823_v2_278"/>peculiarly 	peculiarly 		<pb n="073" xml:id="F1818_v2_077"/>peculiarly 
C19_app26	happy, and with smiles of delight welcomed his Arabian. Agatha, the ever-gentle Agatha, kissed the hands of the lovely stranger; and, pointing to her brother, made signs which appeared to me to mean that he had been sorrowful until she came. Some hours passed thus, while they, by their countenances, expressed joy, the cause of which I did not comprehend. Presently I found, by the frequent recurrence of 	happy, and with smiles of delight welcomed his Arabian. Agatha, the ever-gentle Agatha, kissed the hands of the lovely stranger; and, pointing to her brother, made signs which appeared to me to mean that he had been sorrowful until she came. Some hours passed thus, while they, by their countenances, expressed joy, the cause of which I did not comprehend. Presently I found, by the frequent recurrence of 	happy, and with smiles of delight welcomed his Arabian. Agatha, the ever-gentle Agatha, kissed the hands of the lovely stranger; and, pointing to her brother, made signs which appeared to me to mean that he had been sorrowful until she came. Some hours passed thus, while they, by their countenances, expressed joy, the cause of which I did not comprehend. Presently I found, by the frequent recurrence of 		happy, and with smiles of delight welcomed his Arabian. Agatha, the ever-gentle Agatha, kissed the hands of the lovely stranger; and, pointing to her brother, made signs which appeared to me to mean that he had been sorrowful until she came. Some hours passed thus, while they, by their countenances, expressed joy, the cause of which I did not comprehend. Presently I found, by the frequent recurrence of 
C19_app27	one 	some 	some 		one 
C19_app28	sound which the stranger repeated after them, that she was endeavouring to learn their language; and the idea instantly occurred to me, that I should make use of the same instructions to the same end. The stranger learned about twenty words at the first lesson, most of 	sound which the stranger repeated after them, that she was endeavouring to learn their language; and the idea instantly occurred to me, that I should make use of the same instructions to the same end. The stranger learned about twenty words at the first lesson, most of 	sound which the stranger repeated after them, that she was endeavouring to learn their language; and the idea instantly occurred to me, that I should make use of the same instructions to the same end. The stranger learned about twenty words at the first lesson, most of 		sound which the stranger repeated after them, that she was endeavouring to learn their language; and the idea instantly occurred to me, that I should make use of the same instructions to the same end. The stranger learned about twenty words at the first lesson, most of 
C19_app29	them indeed 	them, indeed, 	them, indeed, 		them indeed 
C19_app30	were those which I had before understood, but I profited by the 	were those which I had before understood, but I profited by the 	were those which I had before understood, but I profited by the 		were those which I had before understood, but I profited by the 
C19_app31	others.<p eID="novel1_letter4_chapter12_div4_div13_p6"/><p sID="novel1_letter4_chapter12_div4_div13_p7"/>“As 	others.<p eID="novel1_letter4_chapter12_div4_div13_p6"/><p sID="novel1_letter4_chapter12_div4_div13_p7"/>“As 	others.<p eID="novel1_letter4_chapter13_div4_div13_p6"/><p sID="novel1_letter4_chapter13_div4_div13_p7"/><pb n="101" xml:id="F1831_v_117"/>“As 		others.<p eID="novel1_letter4_chapter12_div4_div13_p6"/><p sID="novel1_letter4_chapter12_div4_div13_p7"/>“As 
C19_app32	night came on, Agatha and the 	night came on, Agatha and the 	night came on, Agatha and the 		night came on, Agatha and the 
C19_app33	<pb n="074" xml:id="F1818_v2_078"/>Arabian 	<pb n="6" xml:id="F1823_v2_279"/>Arabian 	Arabian 		<pb n="074" xml:id="F1818_v2_078"/>Arabian 
C19_app34	retired early. When they separated, Felix kissed the hand of the stranger, and said, ‘Good night, sweet Safie.’ He sat up much longer, conversing with his father; and, by the frequent repetition of her name, I conjectured that their lovely guest was the subject of their conversation. I ardently desired to understand them, and bent every faculty towards that purpose, but found it utterly impossible.<p eID="novel1_letter4_chapter12_div4_div13_p7"/><p sID="novel1_letter4_chapter12_div4_div13_p8"/>“The next morning Felix went out to his work; and, after the usual occupations of Agatha were finished, the Arabian sat at the feet of the old man, and, taking his guitar, played some airs so entrancingly beautiful, that they at once drew tears of sorrow and delight from my eyes. She sang, and her voice flowed in a rich cadence, swelling or dying away, like a nightingale of the 	retired early. When they separated, Felix kissed the hand of the stranger, and said, ‘Good night, sweet Safie.’ He sat up much longer, conversing with his father; and, by the frequent repetition of her name, I conjectured that their lovely guest was the subject of their conversation. I ardently desired to understand them, and bent every faculty towards that purpose, but found it utterly impossible.<p eID="novel1_letter4_chapter12_div4_div13_p7"/><p sID="novel1_letter4_chapter12_div4_div13_p8"/>“The next morning Felix went out to his work; and, after the usual occupations of Agatha were finished, the Arabian sat at the feet of the old man, and, taking his guitar, played some airs so entrancingly beautiful, that they at once drew tears of sorrow and delight from my eyes. She sang, and her voice flowed in a rich cadence, swelling or dying away, like a nightingale of the 	retired early. When they separated, Felix kissed the hand of the stranger, and said, ‘Good night, sweet Safie.’ He sat up much longer, conversing with his father; and, by the frequent repetition of her name, I conjectured that their lovely guest was the subject of their conversation. I ardently desired to understand them, and bent every faculty towards that purpose, but found it utterly impossible.<p eID="novel1_letter4_chapter13_div4_div13_p7"/><p sID="novel1_letter4_chapter13_div4_div13_p8"/>“The next morning Felix went out to his work; and, after the usual occupations of Agatha were finished, the Arabian sat at the feet of the old man, and, taking his guitar, played some airs so entrancingly beautiful, that they at once drew tears of sorrow and delight from my eyes. She sang, and her voice flowed in a rich cadence, swelling or dying away, like a nightingale of the 		retired early. When they separated, Felix kissed the hand of the stranger, and said, ‘Good night, sweet Safie.’ He sat up much longer, conversing with his father; and, by the frequent repetition of her name, I conjectured that their lovely guest was the subject of their conversation. I ardently desired to understand them, and bent every faculty towards that purpose, but found it utterly impossible.<p eID="novel1_letter4_chapter12_div4_div13_p7"/><p sID="novel1_letter4_chapter12_div4_div13_p8"/>“The next morning Felix went out to his work; and, after the usual occupations of Agatha were finished, the Arabian sat at the feet of the old man, and, taking his guitar, played some airs so entrancingly beautiful, that they at once drew tears of sorrow and delight from my eyes. She sang, and her voice flowed in a rich cadence, swelling or dying away, like a nightingale of the 
C19_app35	woods.<p eID="novel1_letter4_chapter12_div4_div13_p8"/><p sID="novel1_letter4_chapter12_div4_div13_p9"/><pb n="075" xml:id="F1818_v2_079"/>“When 	woods.<p eID="novel1_letter4_chapter12_div4_div13_p8"/><p sID="novel1_letter4_chapter12_div4_div13_p9"/><pb n="7" xml:id="F1823_v2_280"/>“When 	woods.<p eID="novel1_letter4_chapter13_div4_div13_p8"/><p sID="novel1_letter4_chapter13_div4_div13_p9"/>“When 		woods.<p eID="novel1_letter4_chapter12_div4_div13_p8"/><p sID="novel1_letter4_chapter12_div4_div13_p9"/><pb n="075" xml:id="F1818_v2_079"/>“When 
C19_app36	she had finished, she gave the guitar to Agatha, who at first declined it. She played a simple air, and her voice accompanied it in sweet accents, but unlike the wondrous strain of the stranger. The old man appeared enraptured, and said some words, which Agatha endeavoured to explain to Safie, and by which he appeared to wish to express that she bestowed on him the greatest delight by her music.<p eID="novel1_letter4_chapter12_div4_div13_p9"/><p sID="novel1_letter4_chapter12_div4_div13_p10"/>“The days now passed as peaceably as before, with the sole alteration, that joy had taken place of sadness in the countenances of my friends. Safie was always gay and happy; she and I improved rapidly in the knowledge of language, so that in two months I began to comprehend most of the words uttered by my protectors.<p eID="novel1_letter4_chapter12_div4_div13_p10"/><p sID="novel1_letter4_chapter12_div4_div13_p11"/>“In the meanwhile also the black ground was covered with herbage, and 	she had finished, she gave the guitar to Agatha, who at first declined it. She played a simple air, and her voice accompanied it in sweet accents, but unlike the wondrous strain of the stranger. The old man appeared enraptured, and said some words, which Agatha endeavoured to explain to Safie, and by which he appeared to wish to express that she bestowed on him the greatest delight by her music.<p eID="novel1_letter4_chapter12_div4_div13_p9"/><p sID="novel1_letter4_chapter12_div4_div13_p10"/>“The days now passed as peaceably as before, with the sole alteration, that joy had taken place of sadness in the countenances of my friends. Safie was always gay and happy; she and I improved rapidly in the knowledge of language, so that in two months I began to comprehend most of the words uttered by my protectors.<p eID="novel1_letter4_chapter12_div4_div13_p10"/><p sID="novel1_letter4_chapter12_div4_div13_p11"/>“In the meanwhile also the black ground was covered with herbage, and 	she had finished, she gave the guitar to Agatha, who at first declined it. She played a simple air, and her voice accompanied it in sweet accents, but unlike the wondrous strain of the stranger. The old man appeared enraptured, and said some words, which Agatha endeavoured to explain to Safie, and by which he appeared to wish to express that she bestowed on him the greatest delight by her music.<p eID="novel1_letter4_chapter13_div4_div13_p9"/><p sID="novel1_letter4_chapter13_div4_div13_p10"/>“The days now passed as peaceably as before, with the sole alteration, that joy had taken place of sadness in the countenances of my friends. Safie was always gay and happy; she and I improved rapidly in the knowledge of language, so that in two months I began to comprehend most of the words uttered by my protectors.<p eID="novel1_letter4_chapter13_div4_div13_p10"/><p sID="novel1_letter4_chapter13_div4_div13_p11"/>“In the meanwhile also the black ground was covered with herbage, and 		she had finished, she gave the guitar to Agatha, who at first declined it. She played a simple air, and her voice accompanied it in sweet accents, but unlike the wondrous strain of the stranger. The old man appeared enraptured, and said some words, which Agatha endeavoured to explain to Safie, and by which he appeared to wish to express that she bestowed on him the greatest delight by her music.<p eID="novel1_letter4_chapter12_div4_div13_p9"/><p sID="novel1_letter4_chapter12_div4_div13_p10"/>“The days now passed as peaceably as before, with the sole alteration, that joy had taken place of sadness in the countenances of my friends. Safie was always gay and happy; she and I improved rapidly in the knowledge of language, so that in two months I began to comprehend most of the words uttered by my protectors.<p eID="novel1_letter4_chapter12_div4_div13_p10"/><p sID="novel1_letter4_chapter12_div4_div13_p11"/>“In the meanwhile also the black ground was covered with herbage, and 
C19_app37	<pb n="076" xml:id="F1818_v2_080"/>the 	<pb n="8" xml:id="F1823_v2_281"/>the 	the 		<pb n="076" xml:id="F1818_v2_080"/>the 
C19_app38	green banks interspersed with innumerable flowers, sweet to the scent and the eyes, stars of pale radiance among the moonlight woods; the sun became warmer, the nights clear and balmy; and my nocturnal rambles were an extreme pleasure to me, although they were considerably shortened by the late setting and early rising of the sun; for I never ventured abroad during daylight, fearful of meeting with the same treatment 	green banks interspersed with innumerable flowers, sweet to the scent and the eyes, stars of pale radiance among the moonlight woods; the sun became warmer, the nights clear and balmy; and my nocturnal rambles were an extreme pleasure to me, although they were considerably shortened by the late setting and early rising of the sun; for I never ventured abroad during daylight, fearful of meeting with the same treatment 	green banks interspersed with innumerable flowers, sweet to the scent and the eyes, stars of pale radiance among the moonlight woods; the sun became warmer, the nights clear and balmy; and my nocturnal rambles were an extreme pleasure to me, although they were considerably shortened by the late setting and early rising of the sun; for I never ventured abroad during daylight, fearful of meeting with the same treatment 		green banks interspersed with innumerable flowers, sweet to the scent and the eyes, stars of pale radiance among the moonlight woods; the sun became warmer, the nights clear and balmy; and my nocturnal rambles were an extreme pleasure to me, although they were considerably shortened by the late setting and early rising of the sun; for I never ventured abroad during daylight, fearful of meeting with the same treatment 
C19_app39	as 				as 
C19_app40	I had formerly endured in the first village which 	I had formerly endured in the first village which 	I had formerly endured in the first village which 		I had formerly endured in the first village which 
C19_app41					I entered. Nay if by moonlight I saw a human form, with a beating heart I squatted down amid the bushes fearful of discovery. And think you that it was with no bitterness of heart that I did this? It was in intercourse with man alone that I could hope <pb n="077"/> for any pleasurable sensations and I was obliged to avoid it—Oh truly, 
C19_app42	I 	I 	I 		I 
C19_app43	entered.<p eID="novel1_letter4_chapter12_div4_div13_p11"/><p sID="novel1_letter4_chapter12_div4_div13_p12"/>“My 	entered.<p eID="novel1_letter4_chapter12_div4_div13_p11"/><p sID="novel1_letter4_chapter12_div4_div13_p12"/>“My 	entered.<p eID="novel1_letter4_chapter13_div4_div13_p11"/><p sID="novel1_letter4_chapter13_div4_div13_p12"/>“My 		am grateful to thee my Creator for the gift of life, which was but pain, and to thy tender mercy which deserted me on life’s threshold—to suffer—all that man can inflict<p eID="novel1_letter4_chapter12_div4_div13_p11"/><p sID="novel1_letter4_chapter12_div4_div13_p12"/>“My 
C19_app44	days were spent in close attention, that I might 	days were spent in close attention, that I might 	days were spent in close attention, that I might 		days were spent in close attention, that I might 
C19_app45	more 	more 	<pb n="102" xml:id="F1831_v_118"/>more 		more 
C19_app46	speedily master the language; and I may boast that I improved more rapidly than the Arabian, who understood very little, and conversed in broken accents, whilst I comprehended and could imitate almost every word that was spoken.<p eID="novel1_letter4_chapter12_div4_div13_p12"/><p sID="novel1_letter4_chapter12_div4_div13_p13"/>“While I improved in speech, I also 	speedily master the language; and I may boast that I improved more rapidly than the Arabian, who understood very little, and conversed in broken accents, whilst I comprehended and could imitate almost every word that was spoken.<p eID="novel1_letter4_chapter12_div4_div13_p12"/><p sID="novel1_letter4_chapter12_div4_div13_p13"/>“While I improved in speech, I also 	speedily master the language; and I may boast that I improved more rapidly than the Arabian, who understood very little, and conversed in broken accents, whilst I comprehended and could imitate almost every word that was spoken.<p eID="novel1_letter4_chapter13_div4_div13_p12"/><p sID="novel1_letter4_chapter13_div4_div13_p13"/>“While I improved in speech, I also 		speedily master the language; and I may boast that I improved more rapidly than the Arabian, who understood very little, and conversed in broken accents, whilst I comprehended and could imitate almost every word that was spoken.<p eID="novel1_letter4_chapter12_div4_div13_p12"/><p sID="novel1_letter4_chapter12_div4_div13_p13"/>“While I improved in speech, I also 
C19_app47	<pb n="077" xml:id="F1818_v2_081"/>learned 	<pb n="9" xml:id="F1823_v2_282"/>learned 	learned 		<pb n="077" xml:id="F1818_v2_081"/>learned 
C19_app48	the science of letters, as it was taught to the stranger; and this opened before me a wide field for wonder and delight.<p eID="novel1_letter4_chapter12_div4_div13_p13"/><p sID="novel1_letter4_chapter12_div4_div13_p14"/>“The book from which Felix instructed Safie was Volney’s 	the science of letters, as it was taught to the stranger; and this opened before me a wide field for wonder and delight.<p eID="novel1_letter4_chapter12_div4_div13_p13"/><p sID="novel1_letter4_chapter12_div4_div13_p14"/>“The book from which Felix instructed Safie was Volney’s 	the science of letters, as it was taught to the stranger; and this opened before me a wide field for wonder and delight.<p eID="novel1_letter4_chapter13_div4_div13_p13"/><p sID="novel1_letter4_chapter13_div4_div13_p14"/>“The book from which Felix instructed Safie was Volney’s 		the science of letters, as it was taught to the stranger; and this opened before me a wide field for wonder and delight.<p eID="novel1_letter4_chapter12_div4_div13_p13"/><p sID="novel1_letter4_chapter12_div4_div13_p14"/>“The book from which Felix instructed Safie was Volney’s 
C19_app49	<hi sID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>Ruins 	<hi sID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>Ruins 	‘Ruins 		<hi sID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>Ruins 
C19_app50	of 	of 	of 		of 
C19_app51	Empires<hi eID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>. 	Empires<hi eID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>. 	Empires.’ 		Empires<hi eID="novel1_letter4_chapter12_div4_div13_p14_hi1"/>. 
