App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C33_app30	persua<lb n="c57-0173__main__2"/>ded to be my	persuaded to be my	persuaded to be my	persuaded to be my	persuaded to be my
C33_app31	companions	companions,	companions,	companions,	companions,
C33_app32	look	look	look	look	look
C33_app33	at	towards	towards	towards	towards
C33_app34	me for	me for	me for	me for	me for
C33_app35	aid <lb n="c57-0173__main__3"/>	aid;	aid;	aid;	aid;
C33_app36	but I have none <metamark function="insert">^</metamark>to bestow. There is	but I have none to bestow. There is	but I have none to bestow. There is	but I have none to bestow. There is	but I have none to bestow. There is
C33_app37	somthing	something	something	something	something
C33_app38	terribly appall<lb n="c57-0173__main__4"/>ing in our	terribly appalling in our	terribly appalling in our	terribly appalling in our	terribly appalling in our
C33_app39	situation	situation,	situation,	situation,	situation,
C33_app40	Yet my courage & hopes do	yet my courage and hopes do	yet my courage and hopes do	yet my courage and hopes do	yet my courage and hopes do
C33_app41	<lb n="c57-0173__main__5"/>				
C33_app42	not desert	not desert	not desert	not desert	not desert
C33_app43	me —	me.	me.	me.	me.
C33_app44	We may	We may	We may	We may	Yet it is terrible to reflect <pb n="192" xml:id="F1831_v_208"/>that the lives of all these men are endangered through me. If we are lost, my mad schemes are the cause.<p eID="novel1_letter4_div4_p51"/><p sID="novel1_letter4_div4_p52"/>And
C33_app45	survive	survive;	survive;	survive;	
C33_app46	& if we do	and if we do	and if we do	and if we do	
C33_app47	not – <lb n="c57-0173__main__6"/>	not,	not,	not,	
C33_app48	I will repeat the lessons of my	I will repeat the lessons of my	I will repeat the lessons of my	I will repeat the lessons of my	
C33_app49	Seneca	Seneca,	Seneca,	Seneca,	
C33_app50	& die with a	and die with a	and die with a	and die with a	
C33_app51	<lb n="c57-0173__main__7"/>				
C33_app52	good	good	good	good	
C33_app53	heart.<milestone unit="tei:p"/><lb n="c57-0173__main__8"/> Yet	heart.<p eID="novel1_letter4_div4_p49"/><p sID="novel1_letter4_div4_p50"/>Yet	heart.<p eID="novel1_letter4_div4_p49"/><p sID="novel1_letter4_div4_p50"/>Yet	heart.<p eID="novel1_letter4_div4_p49"/><p sID="novel1_letter4_div4_p50"/>Yet	
C33_app54	what, Margaret, will be	what, Margaret, will be	what, Margaret, will be	what, Margaret, will be	what, Margaret, will be
C33_app55	your	the	the	the	the
C33_app56	state	state	state	state	state
C33_app57	–	of your mind?	of your mind?	of your mind?	of your mind?
C33_app58	You	You	You	You	You
C33_app59	<lb n="c57-0173__main__9"/>				
C33_app60	will not hear of my	will not hear of my	will not hear of my	will not hear of my	will not hear of my
C33_app61	destruction	destruction,	destruction,	destruction,	destruction,
C33_app62	and you will	and you will	and you will	and you will	and you will
C33_app63	<lb n="c57-0173__main__10"/>				
C33_app64	anxiously	anxiously	anxiously	anxiously	anxiously
C33_app65	awai<mdel>d</mdel>t	await	await	await	await
C33_app66	my	my	my	my	my
C33_app67	return –	return.	return.	return.	return.
C33_app68	Years will	Years will	Years will	Years will	Years will
C33_app69	pass <lb n="c57-0173__main__11"/>	pass,	pass,	pass,	pass,
C33_app70	and you will have visitings of	and you will have visitings of	and you will have visitings of	and you will have visitings of	and you will have visitings of
C33_app71	despair	despair,	despair,	despair,	despair,
C33_app72	&<lb n="c57-0173__main__12"/> yet be	and yet be	and yet be	and yet be	and yet be
C33_app73	cheered	tortured	tortured	tortured	tortured
C33_app74	by hope.	by hope.	by hope.	by hope.	by hope.
C33_app75	Oh	Oh!	Oh!	Oh!	Oh!
C33_app76	my beloved	my beloved	my beloved	my beloved	my beloved
C33_app77	sister <lb n="c57-0173__main__13"/>	sister,	sister,	sister,	sister,
C33_app78	the	the	the	the	the
C33_app79	<del rend="strikethrough" sID="c57-0173__main__d3e34885"/>siskness<del eID="c57-0173__main__d3e34885"/> sicknening	sickening	sickening	sickening	sickening
C33_app80	failings	failings	failings	failing	failing
C33_app81	of your	of your	of your	of your	of your
C33_app82	heart <lb n="c57-0173__main__14"/> felt	heart-felt	heart-felt	heart-felt	heart-felt
C33_app83	expectations	expectations	expectations	expectations	expectations
C33_app84	<del rend="strikethrough" sID="c57-0173__main__d3e34890"/>have<del eID="c57-0173__main__d3e34890"/> are	are,	are,	is,	is,
C33_app85	in	in	in	in	in
C33_app86	prospect <lb n="c57-0173__main__15"/>	prospect,	prospect,	prospect,	prospect,
C33_app87	more terrible to me than my own	more terrible to me than my own	more terrible to me than my own	more terrible to me than my own	more terrible to me than my own
C33_app88	death –But <lb n="c57-0173__main__16"/>	death. But	death. But	death. But	death. But
C33_app89	you have a	you have a	you have a	you have a	you have a
C33_app90	husband	<pb n="165" xml:id="F1818_v3_169"/>husband,	<pb n="165" xml:id="F1818_v3_169"/>husband,	<pb n="253" xml:id="F1823_v2_526"/>husband,	husband,
C33_app91	and lovely	and lovely	and lovely	and lovely	and lovely
C33_app92	children— <lb n="c57-0173__main__17"/>	children;	children;	children;	children;
C33_app93	you may be	you may be	you may be	you may be	you may be
C33_app94	happy —	happy:	happy:	happy:	happy:
C33_app95	Heaven bless	heaven bless	heaven bless	heaven bless	Heaven bless
C33_app96	you	you,	you,	you,	you,
C33_app97	&<lb n="c57-0173__main__18"/> make you	and make you	and make you	and make you	and make you
C33_app98	so.<milestone unit="tei:p"/><lb n="c57-0173__main__19"/> My <del rend="strikethrough" sID="c57-0173__main__d3e34907"/>in<del eID="c57-0173__main__d3e34907"/>	so!<p eID="novel1_letter4_div4_p50"/><p sID="novel1_letter4_div4_p51"/>My	so!<p eID="novel1_letter4_div4_p50"/><p sID="novel1_letter4_div4_p51"/>My	so!<p eID="novel1_letter4_div4_p50"/><p sID="novel1_letter4_div4_p51"/>My	so!<p eID="novel1_letter4_div4_p52"/><p sID="novel1_letter4_div4_p53"/>My
C33_app99	unfortunate	unfortunate	unfortunate	unfortunate	unfortunate
C33_app100	gu<del rend="strikethrough" sID="c57-0173__main__d3e34910"/>i<del eID="c57-0173__main__d3e34910"/>est	guest	guest	guest	guest
C33_app101	regards	regards	regards	regards	regards
C33_app102	<lb n="c57-0173__main__20"/>				
C33_app103	me with the tenderest	me with the tenderest	me with the tenderest	me with the tenderest	me with the tenderest
C33_app104	compassion –	compassion.	compassion.	compassion.	compassion.
C33_app105	He	He	He	He	He
C33_app106	<lb n="c57-0173__main__21"/><del rend="strikethrough" sID="c57-0173__main__d3e34917"/>fills<del eID="c57-0173__main__d3e34917"/>				
C33_app107	endeavours to fill me with	endeavours to fill me with	endeavours to fill me with	endeavours to fill me with	endeavours to fill me with
C33_app108	hope –	hope;	hope;	hope;	hope;
C33_app109	And	and	and	and	and
C33_app110	<lb n="c57-0173__main__22"/>				
C33_app111	talks as if life were a	talks as if life were a	talks as if life were a	talks as if life were a	talks as if life were a
C33_app112	thing	possession	possession	possession	possession
C33_app113	which he	which he	which he	which he	which he
C33_app114	loved <lb n="c57-0173__main__23"/>	valued.	valued.	valued.	valued.
C33_app115	He reminds me how often the same acci<lb n="c57-0173__main__24"/>dents have happened to other navigators,	He reminds me how often the same accidents have happened to other navigators,	He reminds me how often the same accidents have happened to other navigators,	He reminds me how often the same accidents have happened to other navigators,	He reminds me how often the same accidents have happened to other navigators,
C33_app116	<lb n="c57-0173__main__25"/>				
C33_app117	who have attempted	who have attempted	who have attempted	who have attempted	who have attempted
C33_app118	the same sea.	this sea, and,	this sea, and,	this sea, and,	this sea, and,
C33_app119	In	in	in	in	in
C33_app120	<lb n="c57-0173__main__26"/>				
C33_app121	spite of	spite of	spite of	spite of	spite of
C33_app122	myself	myself,	myself,	myself,	myself,
C33_app123	he fills me with cheerful	he fills me with cheerful	he fills me with cheerful	he fills me with cheerful	he fills me with cheerful
C33_app124	<lb n="c57-0173__main__27"/> augu<del rend="strikethrough" sID="c57-0173__main__d3e34938"/>i<del eID="c57-0173__main__d3e34938"/>ries.	auguries.	auguries.	auguries.	auguries.
C33_app125	Even the sailors feel the	Even the sailors feel the	Even the sailors feel the	Even the sailors feel the	Even the sailors feel the
C33_app126	benefit <lb n="c57-0173__main__28"/>	power	power	power	power
C33_app127	of his	of his	of his	of his	of his
C33_app128	eloquence –	eloquence:	eloquence:	eloquence:	eloquence:
C33_app129	when he	when he	when he	when he	when he
C33_app130	speaks	speaks,	speaks,	speaks,	speaks,
C33_app131	they	they	they	they	they
C33_app132	<lb n="c57-0173__main__29"/>				
C33_app133	no longer	no longer	no longer	no longer	no longer
C33_app134	despair –	despair;	despair;	despair;	despair;
C33_app135	he	he	he	he	he
C33_app136	rouzes	rouses	rouses	rouses	rouses
C33_app137	their	their	their	their	their
C33_app138	ener<lb n="c57-0173__main__30"/>gies&	energies, and, while they hear his voice,	energies, and, while they hear his voice,	energies, and, while they hear his voice,	energies, and, while they hear his voice,
C33_app139	they believe	they believe	they believe	they believe	they believe
C33_app140	<del rend="smear" sID="c57-0173__main__d3e34952"/><metamark function="insert">^</metamark>when<del eID="c57-0173__main__d3e34952"/>				
C33_app141	these vast mountains	these vast mountains	these vast mountains	these vast mountains	these vast mountains
C33_app142	<lb n="c57-0173__main__31"/>				
C33_app143	of ice	of ice	of ice	of ice	of ice
C33_app144	<del rend="strikethrough" sID="c57-0173__main__d3e34971"/>and<del eID="c57-0173__main__d3e34971"/>are mole hills	are mole-hills,	are mole-hills,	are mole-hills,	are mole-hills,
C33_app145	which will va<lb n="c57-0173__main__32"/>nish before the resolutions of man.	which will vanish before the resolutions of man.	which will vanish before the resolutions of man.	which will vanish before the resolutions of man.	which will vanish before the resolutions of man.
C33_app146	<lb n="c57-0173__main__33"/><del rend="strikethrough" sID="c57-0173__main__d3e34990"/>But<del eID="c57-0173__main__d3e34990"/> this is but transitory and	These feelings are transitory;	These feelings are transitory;	These feelings are transitory;	These feelings are transitory;
C33_app147	each	each	each	each	each
C33_app148	<lb n="c57-0173__main__34"/> days	day’s	day’s	day of	day of
C33_app149	expectation	expectation	expectation	expectation	expectation
C33_app150	delayed,	delayed	delayed	delayed	delayed
C33_app151	fills them	fills them	fills them	fills them	fills them
C33_app152	fear	with fear,	with fear,	with fear,	with fear,
C33_app153	&<lb n="c57-0173__main__35"/> I almost dread	and I almost dread	and I almost dread	and I almost dread	and I almost dread
C33_app154	the	a	a	a	a
C33_app155	mutiny	mutiny	mutiny	mutiny	mutiny
C33_app156	of despair<lb n="c57-0174__main__1"/> September 6<shi rend="sup"></shi><lb n="c57-0174__main__2"/> A	caused by this	caused by this	caused by this	caused by this
C33_app157		despair.<p eID="novel1_letter4_div4_p51"/><p sID="novel1_letter4_div4_p52"/><pb n="166" xml:id="F1818_v3_170"/>September	despair.<p eID="novel1_letter4_div4_p51"/><p sID="novel1_letter4_div4_p52"/><pb n="166" xml:id="F1818_v3_170"/>September	despair.<p eID="novel1_letter4_div4_p51"/><p sID="novel1_letter4_div4_p52"/><pb n="254" xml:id="F1823_v2_527"/>September	despair.<p eID="novel1_letter4_div4_p53"/><p sID="novel1_letter4_div4_p54"/>September
C33_app158		5th.<p eID="novel1_letter4_div4_p52"/><p sID="novel1_letter4_div4_p53"/>A	5th.<p eID="novel1_letter4_div4_p52"/><p sID="novel1_letter4_div4_p53"/>A	5th.<p eID="novel1_letter4_div4_p52"/><p sID="novel1_letter4_div4_p53"/>A	5th.<p eID="novel1_letter4_div4_p54"/><p sID="novel1_letter4_div4_p55"/>A
C33_app159	scene has just passed of such	scene has just passed of such	scene has just passed of such	scene has just passed of such	scene has just passed of such
C33_app160	<del rend="strikethrough" sID="c57-0174__main__d3e35027"/>curious<del eID="c57-0174__main__d3e35027"/>uncommoninter<lb n="c57-0174__main__3"/>rest	uncommon interest,	uncommon interest,	uncommon interest,	uncommon interest,
C33_app161	that although it is highly probable that	that although it is highly probable that	that although it is highly probable that	that although it is highly probable that	that although it is highly probable that
C33_app162	<lb n="c57-0174__main__4"/> the	these	these	these	these
C33_app163	papers may never reach you,	papers may never reach you,	papers may never reach you,	papers may never reach you,	papers may never reach you,
C33_app164	my dear <lb n="c57-0174__main__5"/> Margeret,				
C33_app165	yet I cannot forbear recording	yet I cannot forbear recording	yet I cannot forbear recording	yet I cannot forbear recording	yet I cannot forbear recording
C33_app166	it. <lb n="c57-0174__main__6"/> We	it.<p eID="novel1_letter4_div4_p53"/><p sID="novel1_letter4_div4_p54"/>We	it.<p eID="novel1_letter4_div4_p53"/><p sID="novel1_letter4_div4_p54"/>We	it.<p eID="novel1_letter4_div4_p53"/><p sID="novel1_letter4_div4_p54"/>We	it.<p eID="novel1_letter4_div4_p55"/><p sID="novel1_letter4_div4_p56"/>We
C33_app167	are still surrounded by <metamark function="insert">^</metamark>mountains of	are still surrounded by mountains of	are still surrounded by mountains of	are still surrounded by mountains of	are still surrounded by mountains of
C33_app168	ice	ice,	ice,	ice,	ice,
C33_app169	still in	still in	still in	still in	still in
C33_app170	<mdel>e</mdel>im <lb n="c57-0174__main__7"/>minent	imminent	imminent	imminent	imminent
C33_app171	danger of being crushed in their	danger of being crushed in their	danger of being crushed in their	danger of being crushed in their	danger of being crushed in their
C33_app172	conflict.—	conflict.	conflict.	conflict.	conflict.
C33_app173	The cold is	The cold is	The cold is	The cold is	The cold is
C33_app174	excessive &<lb n="c57-0174__main__8"/><lb n="c57-0174__left_margin__1"/>many	excessive, and many	excessive, and many	excessive, and many	excessive, and many
C33_app175	of my unfortunate comrades have already	of my unfortunate comrades have already	of my unfortunate comrades have already	of my unfortunate comrades have already	of my unfortunate comrades have already
C33_app176	<lb n="c57-0174__main__9"/>				
C33_app177	found a grave	found a grave	found a grave	found a grave	found a grave
C33_app178	admidst	amidst	amidst	amidst	amidst
C33_app179	this scene of	this scene of	this scene of	this scene of	this scene of
C33_app180	<lb n="c57-0174__main__10"/>				
C33_app181	desolation. Frankenstein has	desolation. Frankenstein has	desolation. Frankenstein has	desolation. Frankenstein has	desolation. Frankenstein has
C33_app182	declined				
C33_app183	daily	daily	daily	daily	daily
C33_app184	<lb n="c57-0174__main__11"/><del rend="strikethrough" sID="c57-0174__main__d3e35097"/>his<del eID="c57-0174__main__d3e35097"/>	declined	declined	declined	declined
C33_app185	in	in	in	in	in
C33_app186	health	health:	health:	health:	health:
C33_app187	a feverish fire still glim<lb n="c57-0174__main__12"/>mers in his	a feverish fire still glimmers in his	a feverish fire still glimmers in his	a feverish fire still glimmers in his	a feverish fire still glimmers in his
C33_app188	eyes	eyes;	eyes;	eyes;	eyes;
C33_app189	but he is	but he is	but he is	but he is	but he is
C33_app190	ex<metamark function="insert">^</metamark>hausted &<lb n="c57-0174__main__13"/>	exhausted, and,	exhausted, and,	exhausted, and,	exhausted, and,
C33_app191	when suddenly	when suddenly	when suddenly	when suddenly	when suddenly
C33_app192	rouzed	roused	roused	roused	roused
C33_app193	to any	to any	to any	to any	to any
C33_app194	exertion	exertion,	exertion,	exertion,	exertion,
C33_app195	he	he	he	he	he
C33_app196	<lb n="c57-0174__main__14"/>				
C33_app197	speedily sinks again	speedily sinks again	speedily sinks again	speedily sinks again	speedily sinks again
C33_app198	<mdel>to</mdel>into	into	into	into	into
C33_app199	apparent	apparent	apparent	apparent	apparent
C33_app200	lifelessness.<milestone unit="tei:p"/><lb n="c57-0174__main__15"/> I	lifelessness.<p eID="novel1_letter4_div4_p54"/><p sID="novel1_letter4_div4_p55"/>I	lifelessness.<p eID="novel1_letter4_div4_p54"/><p sID="novel1_letter4_div4_p55"/>I	lifelessness.<p eID="novel1_letter4_div4_p54"/><p sID="novel1_letter4_div4_p55"/>I	lifelessness.<p eID="novel1_letter4_div4_p56"/><p sID="novel1_letter4_div4_p57"/>I
C33_app201	mentioned	mentioned	mentioned	mentioned	mentioned
C33_app202		in	in	in	in
C33_app203	my last letter the fears	my last letter the fears	my last letter the fears	my last letter the fears	my last letter the fears
C33_app204	<lb n="c57-0174__main__16"/>				
C33_app205	I	I	I	I	I
C33_app206	had	entertained	entertained	entertained	entertained
C33_app207	of	of	of	of	of
C33_app208		a	a	a	a
C33_app209	mutiny. This	mutiny. This	mutiny. This	mutiny. This	mutiny. This
C33_app210	morning	morning,	morning,	morning,	morning,
C33_app211	as I sat	as I sat	as I sat	as I sat	as I sat
C33_app212	<lb n="c57-0174__main__17"/>				
C33_app213	watching the wan countenance of my	watching the wan countenance of my	watching the wan countenance of my	watching the wan countenance of my	watching the wan countenance of my
C33_app214	friend his <lb n="c57-0174__main__18"/>	friend—his	friend—his	friend—his	friend—his
C33_app215	eyes	eyes	eyes	eyes	eyes
C33_app216	half	<pb n="167" xml:id="F1818_v3_171"/>half	<pb n="167" xml:id="F1818_v3_171"/>half	<pb n="255" xml:id="F1823_v2_528"/>half	half
C33_app217	closed	closed,	closed,	closed,	closed,
C33_app218	and his limbs hanging	and his limbs hanging	and his limbs hanging	and his limbs hanging	and his limbs hanging
C33_app219	list<lb n="c57-0174__main__19"/>lessly I	listlessly,—I	listlessly,—I	listlessly,—I	listlessly,—I
C33_app220	was	was	was	was	was
C33_app221	rouzed	roused	roused	roused	roused
C33_app222	by half a dozen of the	by half a dozen of the	by half a dozen of the	by half a dozen of the	by half a dozen of the
C33_app223	<lb n="c57-0174__main__20"/> sailors	sailors,	sailors,	sailors,	sailors,
C33_app224	who	who	who	who	who
C33_app225	desired	desired	desired	demanded	demanded
C33_app226	admission into the	admission into the	admission into the	admission into the	admission into the
C33_app227	ca<lb n="c57-0174__main__21"/>bin	cabin.	cabin.	cabin.	cabin.
C33_app228	they	They	They	They	They
C33_app229	enter<del rend="strikethrough" sID="c57-0174__main__d3e35162"/>r<del eID="c57-0174__main__d3e35162"/>ed	entered;	entered;	entered,	<pb n="193" xml:id="F1831_v_209"/>entered,
C33_app230	& their leader	and their leader	and their leader	and their leader	and their leader
C33_app231	adressed <lb n="c57-0174__main__22"/>	addressed	addressed	addressed	addressed
C33_app232	me. He told me that he & his compani<lb n="c57-0174__main__23"/>ons had been chosen by the other sailors	me. He told me that he and his companions had been chosen by the other sailors	me. He told me that he and his companions had been chosen by the other sailors	me. He told me that he and his companions had been chosen by the other sailors	me. He told me that he and his companions had been chosen by the other sailors
C33_app233	<lb n="c57-0174__main__24"/>				
C33_app234	to come in deputation to	to come in deputation to	to come in deputation to	to come in deputation to	to come in deputation to
C33_app235	me	me,	me,	me,	me,
C33_app236	to make	to make	to make	to make	to make
C33_app237	<lb n="c57-0174__main__25"/>	me	me	me	me
C33_app238	a	a	a	a	a
C33_app239	demand which	demand,	demand,	requisition,	requisition,
C33_app240		which,	which,	which,	which,
C33_app241	in	in	in	in	in
C33_app242	justice	justice,	justice,	justice,	justice,
C33_app243	I could not	I could not	I could not	I could not	I could not
C33_app244	<lb n="c57-0174__main__26"/>				
C33_app245	refuse. We were immured	refuse. We were immured	refuse. We were immured	refuse. We were immured	refuse. We were immured
C33_app246	by ice	in ice,	in ice,	in ice,	in ice,
C33_app247	&<lb n="c57-0174__main__27"/>	and	and	and	and
C33_app248	would	should	should	should	should
C33_app249	probably never	probably never	probably never	probably never	probably never
C33_app250	escape	escape;	escape;	escape;	escape;
C33_app251	but they	but they	but they	but they	but they
C33_app252	<lb n="c57-0174__main__28"/>				
C33_app253	feared that if, as was	feared that if, as was	feared that if, as was	feared that if, as was	feared that if, as was
C33_app254	possible	possible,	possible,	possible,	possible,
C33_app255	the ice	the ice	the ice	the ice	the ice
C33_app256	<lb n="c57-0174__main__29"/>				
C33_app257	should	should	should	should	should
C33_app258	be dissipated	dissipate,	dissipate,	dissipate,	dissipate,
C33_app259	and a free passage	and a free passage	and a free passage	and a free passage	and a free passage
C33_app260	<lb n="c57-0174__main__30"/> opened	be opened,	be opened,	be opened,	be opened,
C33_app261	I should be rash enough to conti<lb n="c57-0174__main__31"/>nue my	I should be rash enough to continue my	I should be rash enough to continue my	I should be rash enough to continue my	I should be rash enough to continue my
C33_app262	voyage	voyage,	voyage,	voyage,	voyage,
C33_app263	& lead them	and lead them	and lead them	and lead them	and lead them
C33_app264	to	into	into	into	into
C33_app265	fresh	fresh	fresh	fresh	fresh
C33_app266	<lb n="c57-0174__main__32"/> dangers	dangers,	dangers,	dangers,	dangers,
C33_app267	after they	after they	after they	after they	after they
C33_app268	<del rend="strikethrough" sID="c57-0174__main__d3e35203"/>had<del eID="c57-0174__main__d3e35203"/>might<mdel>so</mdel>	might	might	might	might
C33_app269	happily	happily	happily	happily	happily
C33_app270	havesur<lb n="c57-0174__main__33"/>mounted<del rend="strikethrough" sID="c57-0174__main__d3e35225"/>this<del eID="c57-0174__main__d3e35225"/><mdel>.</mdel>this.	have surmounted this.	have surmounted this.	have surmounted this.	have surmounted this.
C33_app271	They	They	They	They	They
C33_app272	desired therefore	desired,	desired,	insisted,	insisted,
C33_app273		therefore,	therefore,	therefore,	therefore,
C33_app274	that	that	that	that	that
C33_app275	<lb n="c57-0174__main__34"/>				
C33_app276	I should	I should	I should	I should	I should
C33_app277	make	engage with	engage with	engage with	engage with
C33_app278	a solemn	a solemn	a solemn	a solemn	a solemn
C33_app279	promise	promise,	promise,	promise,	promise,
C33_app280	that	that	that	that	that
C33_app281	<lb n="c57-0174__main__35"/> when				
C33_app282	if the vessel should be	if the vessel should be	if the vessel should be	if the vessel should be	if the vessel should be
C33_app283	freed,	freed,	freed,	freed	freed
C33_app284	<metamark>^</metamark>that				
C33_app285	I<lb n="c57-0175__main__1"/> would instantly direct my course	I would instantly direct my course	I would instantly direct my course	I would instantly direct my course	I would instantly direct my course
C33_app286	to En<lb n="c57-0175__main__2"/>gland.Archangel.<milestone unit="tei:p"/><lb n="c57-0175__main__3"/> This	southward.<p eID="novel1_letter4_div4_p55"/><p sID="novel1_letter4_div4_p56"/>This	southward.<p eID="novel1_letter4_div4_p55"/><p sID="novel1_letter4_div4_p56"/>This	southward.<p eID="novel1_letter4_div4_p55"/><p sID="novel1_letter4_div4_p56"/>This	southward.<p eID="novel1_letter4_div4_p57"/><p sID="novel1_letter4_div4_p58"/>This
C33_app287	speech tro<metamark function="insert">^</metamark>ubled	speech troubled	speech troubled	speech troubled	speech troubled
C33_app288	<del rend="strikethrough" sID="c57-0175__main__d3e35298"/>b<del eID="c57-0175__main__d3e35298"/>				
C33_app289	me. I	me. I	me. I	me. I	me. I
C33_app290	<del rend="strikethrough" sID="c57-0175__main__d3e35306"/>did<del eID="c57-0175__main__d3e35306"/><metamark function="insert">^</metamark>had	had	had	had	had
C33_app291	not	<pb n="168" xml:id="F1818_v3_172"/>not	<pb n="168" xml:id="F1818_v3_172"/>not	<pb n="256" xml:id="F1823_v2_529"/>not	not
C33_app292	despaired<lb n="c57-0175__main__4"/>	despaired;	despaired;	despaired;	despaired;
C33_app293	nor had I yet conceived the idea of	nor had I yet conceived the idea of	nor had I yet conceived the idea of	nor had I yet conceived the idea of	nor had I yet conceived the idea of
C33_app294	returning <lb n="c57-0175__main__5"/>	returning,	returning,	returning,	returning,
C33_app295	if set free. Yet could	if set free. Yet could	if set free. Yet could	if set free. Yet could	if set free. Yet could
C33_app296	I	I,	I,	I,	I,
C33_app297	<metamark function="insert">^</metamark>in justice, or even in	in justice, or even in	in justice, or even in	in justice, or even in	in justice, or even in
C33_app298	<lb n="c57-0175__main__6"/> possibility	possibility,	possibility,	possibility,	possibility,
C33_app299	refuse	refuse	refuse	refuse	refuse
C33_app300	th<del rend="overwritten" sID="c57-0175__main__d3e35341"/>e<del eID="c57-0175__main__d3e35341"/>is<del rend="strikethrough" sID="c57-0175__main__d3e35350"/>e<del eID="c57-0175__main__d3e35350"/><del rend="strikethrough" sID="c57-0175__main__d3e35355"/>men<del eID="c57-0175__main__d3e35355"/>demand.	this demand?	this demand?	this demand?	this demand?
C33_app301	I hesitated be<lb n="c57-0175__main__7"/>fore I	I hesitated before I	I hesitated before I	I hesitated before I	I hesitated before I
C33_app302	answered	answered;	answered;	answered;	answered;
C33_app303	when	when	when	when	when
C33_app304	Frankenstein	Frankenstein,	Frankenstein,	Frankenstein,	Frankenstein,
C33_app305	who had	who had	who had	who had	who had
C33_app306	<lb n="c57-0175__main__8"/><del rend="strikethrough" sID="c57-0175__main__d3e35374"/>hitherto<del eID="c57-0175__main__d3e35374"/>				
C33_app307	at first been	at first been	at first been	at first been	at first been
C33_app308	silent & indeed	silent, and, indeed,	silent, and, indeed,	silent, and, indeed,	silent, and, indeed,
