App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C14_app59	qualities which promised to render her	qualities which promised to render her	qualities which promised to render her	qualities which promised to render her	qualities which promised to render her
C14_app60	<lb n="c56-0092__main__8"/><del rend="strikethrough" sID="c56-0092__main__d2e19971"/>little world<del eID="c56-0092__main__d2e19971"/>life happy;	life happy:	life happy:	life happy:	life happy:
C14_app61	now all was to be oblite<lb n="c56-0092__main__9"/>rated in	now all was to be obliterated in	now all was to be obliterated in	now all was to be obliterated in	now all was to be obliterated in
C14_app62	an<del rend="strikethrough" sID="c56-0092__main__d2e19985"/>d<del eID="c56-0092__main__d2e19985"/>	an	an	an	an
C14_app63	ignominious	ignominious	ignominious	ignominious	ignominious
C14_app64	grave <mdel>–</mdel>;	grave;	grave;	grave;	grave;
C14_app65	And I the	and I the	and I the	and I the	and I the
C14_app66	<lb n="c56-0092__main__10"/>				
C14_app67	cause! A thousand times rather would	cause! A thousand times rather would	cause! A thousand times rather would	cause! A thousand times rather would	cause! A thousand times rather would
C14_app68	<lb n="c56-0092__main__11"/>				
C14_app69	I have confessed myself guilty of the crime	I have confessed myself guilty of the crime	I have confessed myself guilty of the crime	I have confessed myself guilty of the crime	I have confessed myself guilty of the crime
C14_app70	<lb n="c56-0092__main__12"/>				
C14_app71	ascribed to	ascribed to	ascribed to	ascribed to	ascribed to
C14_app72	Justine,	Justine;	Justine;	Justine;	Justine;
C14_app73	but I was absent when	but I was absent when	but I was absent when	but I was absent when	but I was absent when
C14_app74	<lb n="c56-0092__main__13"/>				
C14_app75	it was	it was	it was	it was	it was
C14_app76	committed	committed,	committed,	committed,	committed,
C14_app77	and such a declaration	and such a declaration	and such a declaration	and such a declaration	and such a declaration
C14_app78	<lb n="c56-0092__main__14"/>				
C14_app79	would	would	would	would	would
C14_app80	havebeen	have been	have been	have been	have been
C14_app81	considered as the ravings of	considered as the ravings of	considered as the ravings of	considered as the ravings of	considered as the ravings of
C14_app82	<lb n="c56-0092__main__15"/>				
C14_app83	a	a	a	a	a
C14_app84	madman	madman,	madman,	madman,	madman,
C14_app85	and	and	and	and	and
C14_app86	could	would	would	would	would
C14_app87	not have excul<lb n="c56-0092__main__16"/>pated her who suffered through	not have exculpated her who suffered through	not have exculpated her who suffered through	not have exculpated her who suffered through	not have exculpated her who suffered through
C14_app88	me.<milestone unit="tei:p"/><lb n="c56-0092__main__17"/> The <del rend="strikethrough" sID="c56-0092__main__d2e20024"/>aff<del eID="c56-0092__main__d2e20024"/>	me.<p eID="novel1_letter4_chapter7_div4_div7_p1"/><p sID="novel1_letter4_chapter7_div4_div7_p2"/>The	me.<p eID="novel1_letter4_chapter7_div4_div7_p1"/><p sID="novel1_letter4_chapter7_div4_div7_p2"/>The	me.<p eID="novel1_letter4_chapter7_div4_div7_p1"/><p sID="novel1_letter4_chapter7_div4_div7_p2"/>The	me.<p eID="novel1_letter4_chapter8_div4_div8_p1"/><p sID="novel1_letter4_chapter8_div4_div8_p2"/>The
C14_app89	appearance of Justine was	appearance of Justine was	appearance of Justine was	appearance of Justine was	appearance of Justine was
C14_app90	<lb n="c56-0092__main__18"/>				
C14_app91	calm. She was dressed in	calm. She was dressed in	calm. She was dressed in	calm. She was dressed in	calm. She was dressed in
C14_app92	<del rend="strikethrough" sID="c56-0092__main__d2e20030"/>morn<del eID="c56-0092__main__d2e20030"/> mourning	mourning;	mourning;	mourning;	mourning;
C14_app93	and	and	and	and	and
C14_app94	<lb n="c56-0092__main__19"/>				
C14_app95	her countenance, always engaging, was	her countenance, always engaging, was	her countenance, always engaging, was	her countenance, always engaging, was	her countenance, always engaging, was
C14_app96	rendered <lb n="c56-0092__main__20"/>	rendered,	rendered,	rendered,	rendered,
C14_app97	by the solemnity of her	by the solemnity of her	by the solemnity of her	by the solemnity of her	by the solemnity of her
C14_app98	feelings exquisite <lb n="c56-0092__main__21"/> -ly	feelings, exquisitely	feelings, exquisitely	feelings, exquisitely	feelings, exquisitely
C14_app99	beautiful.	beautiful.	beautiful.	beautiful.	beautiful.
C14_app100	<del rend="strikethrough" sID="c56-0092__main__d2e20039"/>Yet she<del eID="c56-0092__main__d2e20039"/><del rend="strikethrough" sID="c56-0092__main__d2e20043"/>Her mann<del eID="c56-0092__main__d2e20043"/>				
C14_app101	Yet she	Yet she	Yet she	Yet she	Yet she
C14_app102	<lb n="c56-0092__main__22"/>				
C14_app103	appeared confident in	appeared confident in	appeared confident in	appeared confident in	appeared confident in
C14_app104	innocence	innocence,	innocence,	innocence,	innocence,
C14_app105	and	and	and	and	and
C14_app106	<lb n="c56-0092__main__23"/>				
C14_app107	did not	did not	did not	did not	did not
C14_app108	tremble	tremble,	tremble,	tremble,	tremble,
C14_app109	although gazed	although gazed	although gazed	although gazed	although gazed
C14_app110	at	on	on	on	on
C14_app111	and	and	and	and	and
C14_app112	<lb n="c56-0092__main__24"/>				
C14_app113	execrated by	execrated by	execrated by	execrated by	execrated by
C14_app114	thousands. <del rend="strikethrough" sID="c56-0092__main__d2e20052"/>fo<del eID="c56-0092__main__d2e20052"/>	thousands;	thousands;	thousands;	thousands;
C14_app115	For all the	for all the	for all the	for all the	for all the
C14_app116	kind <lb n="c56-0092__main__25"/> ness	<pb n="162" xml:id="F1818_v1_174"/>kindness	<pb n="162" xml:id="F1818_v1_174"/>kindness	<pb n="161" xml:id="F1823_v1_181"/>kindness	kindness
C14_app117	which her beauty might	which her beauty might	which her beauty might	which her beauty might	which her beauty might
C14_app118		otherwise	otherwise	otherwise	otherwise
C14_app119	have	have	have	have	have
C14_app120	<lb n="c56-0092__main__26"/> gained from others	excited,	excited,	excited,	excited,
C14_app121	was obliterated	was obliterated	was obliterated	was obliterated	was obliterated
C14_app122		in the minds of the spectators	in the minds of the spectators	in the minds of the spectators	in the minds of the spectators
C14_app123	by	by	by	by	by
C14_app124	<lb n="c56-0092__main__27"/>				
C14_app125	the	the	the	the	the
C14_app126	rememberance	imagination	imagination	imagination	imagination
C14_app127	of the enormity she was	of the enormity she was	of the enormity she was	of the enormity she was	of the enormity she was
C14_app128	<lb n="c56-0092__main__28"/>				
C14_app129	supposed to have committed. She was	supposed to have committed. She was	supposed to have committed. She was	supposed to have committed. She was	supposed to have committed. She was
C14_app130	<lb n="c56-0092__main__29"/> tranquil	tranquil,	tranquil,	tranquil,	tranquil,
C14_app131	yet her tranquillity was	yet her tranquillity was	yet her tranquillity was	yet her tranquillity was	yet her tranquillity was
C14_app132	evident<lb n="c56-0093__main__1"/> constrained –	evidently constrained;	evidently constrained;	evidently constrained;	evidently constrained;
C14_app133	and as her confusion had	and as her confusion had	and as her confusion had	and as her confusion had	and as her confusion had
C14_app134	<lb n="c56-0093__main__2"/>				
C14_app135	before been adduced as a proof of her	before been adduced as a proof of her	before been adduced as a proof of her	before been adduced as a proof of her	before been adduced as a proof of her
C14_app136	guilt <lb n="c56-0093__main__3"/>	guilt,	guilt,	guilt,	guilt,
C14_app137	she worked	she worked	she worked	she worked	she worked
C14_app138	<del rend="strikethrough" sID="c56-0093__main__d2e20081"/>herself<del eID="c56-0093__main__d2e20081"/>				
C14_app139	up her mind to an appear<lb n="c56-0093__main__4"/>ance of courage. When she entered the	up her mind to an appearance of courage. When she entered the	up her mind to an appearance of courage. When she entered the	up her mind to an appearance of courage. When she entered the	up her mind to an appearance of courage. When she entered the
C14_app140	court <lb n="c56-0093__main__5"/>	court,	court,	court,	court,
C14_app141	she threw her eyes round	she threw her eyes round	she threw her eyes round	she threw her eyes round	she threw her eyes round
C14_app142	it	it,	it,	it,	it,
C14_app143	and quickly dis<lb n="c56-0093__main__6"/>covered where we were	and quickly discovered where we were	and quickly discovered where we were	and quickly discovered where we were	and quickly discovered where we were
C14_app144	seated –	seated.	seated.	seated.	seated.
C14_app145	a tear	A tear	A tear	A tear	A tear
C14_app146	seemed	seemed	seemed	seemed	<pb n="67" xml:id="F1831_v_083"/>seemed
C14_app147	<lb n="c56-0093__main__7"/>				
C14_app148	to dim her eye when she saw	to dim her eye when she saw	to dim her eye when she saw	to dim her eye when she saw	to dim her eye when she saw
C14_app149	us	us;	us;	us;	us;
C14_app150	but she	but she	but she	but she	but she
C14_app151	<lb n="c56-0093__main__8"/>	quickly	<del sID="novel1_letter4_chapter7_div4_div7_p2_del1"/>quickly<del eID="novel1_letter4_chapter7_div4_div7_p2_del1"/>instantly	quickly	quickly
C14_app152	recovered	recovered	recovered	recovered	recovered
C14_app153	herself	herself,	herself,	herself,	herself,
C14_app154	and	and	and	and	and
C14_app155	<del rend="strikethrough" sID="c56-0093__main__d2e20104"/>g<del eID="c56-0093__main__d2e20104"/><del rend="strikethrough" sID="c56-0093__main__d2e20107"/>with<del eID="c56-0093__main__d2e20107"/>				
C14_app156	a	a	a	a	a
C14_app157	look<del rend="strikethrough" sID="c56-0093__main__d2e20110"/>e<del eID="c56-0093__main__d2e20110"/>	look	look	look	look
C14_app158	of sorrow<lb n="c56-0093__main__9"/>ful affection seemed to attest her utter	of sorrowful affection seemed to attest her utter	of sorrowful affection seemed to attest her utter	of sorrowful affection seemed to attest her utter	of sorrowful affection seemed to attest her utter
C14_app159	<lb n="c56-0093__main__10"/> guiltlessness.<milestone unit="tei:p"/><lb n="c56-0093__main__11"/> The	guiltlessness.<p eID="novel1_letter4_chapter7_div4_div7_p2"/><p sID="novel1_letter4_chapter7_div4_div7_p3"/>The	guiltlessness.<p eID="novel1_letter4_chapter7_div4_div7_p2"/><p sID="novel1_letter4_chapter7_div4_div7_p3"/>The	guiltlessness.<p eID="novel1_letter4_chapter7_div4_div7_p2"/><p sID="novel1_letter4_chapter7_div4_div7_p3"/>The	guiltlessness.<p eID="novel1_letter4_chapter8_div4_div8_p2"/><p sID="novel1_letter4_chapter8_div4_div8_p3"/>The
C14_app160	trial	trial	trial	trial	trial
C14_app161	began <del rend="strikethrough" sID="c56-0093__main__d2e20126"/>and<del eID="c56-0093__main__d2e20126"/>listened attentive<lb n="c56-0093__main__12"/>ly wish	began;	began;	began;	began;
C14_app162	and	and	and	and,	and,
C14_app163	after the advocate against her	after the advocate against her	after the advocate against her	after the advocate against her	after the advocate against her
C14_app164	<lb n="c56-0093__main__13"/>				
C14_app165	had stated the	had stated the	had stated the	had stated the	had stated the
C14_app166	charge	charge,	charge,	charge,	charge,
C14_app167	several witnesses	several witnesses	several witnesses	several witnesses	several witnesses
C14_app168	<lb n="c56-0093__main__14"/>				
C14_app169	were called. Several strange facts combined	were called. Several strange facts combined	were called. Several strange facts combined	were called. Several strange facts combined	were called. Several strange facts combined
C14_app170	<lb n="c56-0093__main__15"/>				
C14_app171	against	against	against	against	against
C14_app172	her	her,	her,	her,	her,
C14_app173	which	which	which	<pb n="163" xml:id="F1823_v1_182"/>which	which
C14_app174	would	might	might	might	might
C14_app175	have staggered	have staggered	have staggered	have staggered	have staggered
C14_app176	<lb n="c56-0093__main__16"/>				
C14_app177	any one	any one	any one	any one	any one
C14_app178	who	<pb n="163" xml:id="F1818_v1_175"/>who	<pb n="163" xml:id="F1818_v1_175"/>who	who	who
C14_app179	had not such	had not such	had not such	had not such	had not such
C14_app180	prof	proof	proof	proof	proof
C14_app181	of her	of her	of her	of her	of her
C14_app182	<lb n="c56-0093__main__17"/>				
C14_app183	innocence as I had. She had been out the	innocence as I had. She had been out the	innocence as I had. She had been out the	innocence as I had. She had been out the	innocence as I had. She had been out the
C14_app184	<lb n="c56-0093__main__18"/>				
C14_app185	whole of the night on which the mur<lb n="c56-0093__main__19"/>der had been	whole of the night on which the murder had been	whole of the night on which the murder had been	whole of the night on which the murder had been	whole of the night on which the murder had been
C14_app186	committed	committed,	committed,	committed,	committed,
C14_app187	and towards	and towards	and towards	and towards	and towards
C14_app188	<lb n="c56-0093__main__20"/>				
C14_app189	morning had been perceived by a	morning had been perceived by a	morning had been perceived by a	morning had been perceived by a	morning had been perceived by a
C14_app190	<del rend="strikethrough" sID="c56-0093__main__d2e20162"/>farme<del eID="c56-0093__main__d2e20162"/><lb n="c56-0093__main__21"/><lb n="c56-0093__left_margin__1"/>market-woman	market-woman	market-woman	market-woman	market-woman
C14_app191	not far from the spot where	not far from the spot where	not far from the spot where	not far from the spot where	not far from the spot where
C14_app192	<lb n="c56-0093__main__22"/>				
C14_app193	the body of the murdered child had been	the body of the murdered child had been	the body of the murdered child had been	the body of the murdered child had been	the body of the murdered child had been
C14_app194	<lb n="c56-0093__main__23"/>				
C14_app195	afterwards found.	afterwards found.	afterwards found.	afterwards found.	afterwards found.
C14_app196	<del rend="strikethrough" sID="c56-0093__main__d2e20184"/>He asked her wh<del eID="c56-0093__main__d2e20184"/><del rend="strikethrough" sID="c56-0093__main__d2e20189"/>She<del eID="c56-0093__main__d2e20189"/>The	The	The	The	The
C14_app197	woman<lb n="c56-0093__main__24"/> asked <metamark function="insert">^</metamark>her what she did	woman asked her what she did	woman asked her what she did	woman asked her what she did	woman asked her what she did
C14_app198	there?–<del rend="strikethrough" sID="c56-0093__main__d2e20216"/>for<del eID="c56-0093__main__d2e20216"/>but	there; but	there; but	there; but	there; but
C14_app199	she looked	she looked	she looked	she looked	she looked
C14_app200	<lb n="c56-0093__main__25"/>				
C14_app201	very	very	very	very	very
C14_app202	<del rend="strikethrough" sID="c56-0093__main__d2e20225"/>stang<del eID="c56-0093__main__d2e20225"/> strangely	strangely,	strangely,	strangely,	strangely,
C14_app203	and only returned a	and only returned a	and only returned a	and only returned a	and only returned a
C14_app204	<lb n="c56-0093__main__26"/>				
C14_app205	confused	confused	confused	confused	confused
C14_app206	<metamark function="displacement" xml:id="c56-0093.04">^</metamark><lb n="c56-0093__left_margin__1"/>&unin<lb n="c56-0093__left_margin__2"/>telligible<lb n="c56-0093__left_margin__3"/><metamark function="displacement">^</metamark> answer<del rend="strikethrough" sID="c56-0093__main__d2e20258"/>e<del eID="c56-0093__main__d2e20258"/>. <metamark function="insert">^</metamark><mdel>S</mdel>She<del rend="strikethrough" sID="c56-0093__main__d2e20276"/>came<del eID="c56-0093__main__d2e20276"/>	and unintelligible answer. She	and unintelligible answer. She	and unintelligible answer. She	and unintelligible answer. She
C14_app207	returned to	returned to	returned to	returned to	returned to
C14_app208	<lb n="c56-0093__main__27"/>				
C14_app209	the house about eight	the house about eight	the house about eight	the house about eight	the house about eight
C14_app210	o'clock	o’clock;	o’clock;	o’clock;	o’clock;
C14_app211	and	and	and	and,	and,
C14_app212	when	when	when	when	when
C14_app213	<lb n="c56-0093__main__28"/>				
C14_app214	some		some		
C14_app215	one	one	one	one	one
C14_app216	enquired	inquired	inquired	inquired	enquired
C14_app217	where she had	where she had	where she had	where she had	where she had
C14_app218	<lb n="c56-0093__main__29"/>				
C14_app219	passed the	passed the	passed the	passed the	passed the
C14_app220	night	night,	night,	night,	night,
C14_app221	she	she	she	she	she
C14_app222	replied	replied,	replied,	replied	replied
C14_app223	that she	that she	that she	that she	that she
C14_app224	<lb n="c56-0093__main__30"/>				
C14_app225	had been looking	had been looking	had been looking	had been looking	had been looking
C14_app226	<mdel>of</mdel>for	for	for	for	for
C14_app227	the	the	the	the	the
C14_app228	child	child,	child,	child,	child,
C14_app229	and	and	and	and	and
C14_app230	<metamark function="insert">^</metamark><del rend="strikethrough" sID="c56-0093__main__d2e20305"/>enquired<del eID="c56-0093__main__d2e20305"/>demanded<lb n="c56-0093__main__31"/>	demanded	demanded	demanded	demanded
C14_app231	earnestly	earnestly,	earnestly,	earnestly	earnestly
C14_app232	if any thing had been heard con<lb n="c56-0093__main__32"/>cerning him. When	if any thing had been heard concerning him. When	if any thing had been heard concerning him. When	if any thing had been heard concerning him. When	if any thing had been heard concerning him. When
C14_app233	the body was brought<lb n="c56-0094__main__1"/> into	shewn	shewn	shown	shown
C14_app234	the	the	the	the	the
C14_app235	house	body,	body,	body,	body,
C14_app236	she fell into violent	she fell into violent	she fell into violent	she fell into violent	she fell into violent
C14_app237	hys<lb n="c56-0094__main__2"/>terics	hysterics,	hysterics,	hysterics,	hysterics,
C14_app238	and kept her bed for several	and kept her bed for several	and kept her bed for several	and kept her bed for several	and kept her bed for several
C14_app239	<lb n="c56-0094__main__3"/>				
C14_app240	days. The picture was then	days. The picture was then	days. The picture was then	days. The picture was then	days. The picture was then
C14_app241	produced <lb n="c56-0094__main__4"/>	produced,	produced,	produced,	produced,
C14_app242	which the servant had found in her	which the servant had found in her	which the servant had found in her	which the servant had found in her	which the servant had found in her
C14_app243	<lb n="c56-0094__main__5"/> pocket	pocket;	pocket;	<pb n="164" xml:id="F1823_v1_183"/>pocket;	pocket;
C14_app244	and when	and when	and when	and when	and when
C14_app245	Elizabeth	Elizabeth,	Elizabeth,	Elizabeth,	Elizabeth,
C14_app246	in	in	in	in	in
C14_app247	a	<pb n="164" xml:id="F1818_v1_176"/>a	<pb n="164" xml:id="F1818_v1_176"/>a	a	a
C14_app248	falte<lb n="c56-0094__main__6"/>ring	faltering	faltering	faltering	faltering
C14_app249	voice	voice,	voice,	voice,	voice,
C14_app250	proved that it was the same	proved that it was the same	proved that it was the same	proved that it was the same	proved that it was the same
C14_app251	<lb n="c56-0094__main__7"/><del rend="strikethrough" sID="c56-0094__main__d2e20355"/>she had<del eID="c56-0094__main__d2e20355"/>which<del rend="strikethrough" sID="c56-0094__main__d2e20362"/>the<del eID="c56-0094__main__d2e20362"/>	which,	which,	which,	which,
C14_app252	an hour before	an hour before	an hour before	an hour before	an hour before
C14_app253	<del rend="strikethrough" sID="c56-0094__main__d2e20365"/>the murder<del eID="c56-0094__main__d2e20365"/><lb n="c56-0094__main__8"/>				
C14_app254	the child had been	the child had been	the child had been	the child had been	the child had been
C14_app255	missed,she	missed, she	missed, she	missed, she	missed, she
C14_app256	had placed round	had placed round	had placed round	had placed round	had placed round
C14_app257	<lb n="c56-0094__main__9"/>				
C14_app258	his	his	his	his	his
C14_app259	neck	neck,	neck,	neck,	neck,
C14_app260	a murmur of	a murmur of	a murmur of	a murmur of	a murmur of
C14_app261	indignation <lb n="c56-0094__main__10"/>	horror	horror	horror	horror
C14_app262	and	and	and	and	and
C14_app263	horror	indignation	indignation	indignation	indignation
C14_app264	filled the	filled the	filled the	filled the	filled the
C14_app265	court.<milestone unit="tei:p"/><lb n="c56-0094__main__11"/> Justine	court.<p eID="novel1_letter4_chapter7_div4_div7_p3"/><p sID="novel1_letter4_chapter7_div4_div7_p4"/>Justine	court.<p eID="novel1_letter4_chapter7_div4_div7_p3"/><p sID="novel1_letter4_chapter7_div4_div7_p4"/>Justine	court.<p eID="novel1_letter4_chapter7_div4_div7_p3"/><p sID="novel1_letter4_chapter7_div4_div7_p4"/>Justine	court.<p eID="novel1_letter4_chapter8_div4_div8_p3"/><p sID="novel1_letter4_chapter8_div4_div8_p4"/>Justine
C14_app266	was	was	was	was	was
C14_app267	then				
C14_app268	called on for	called on for	called on for	called on for	called on for
C14_app269	<lb n="c56-0094__main__12"/>				
C14_app270	her defence.	her defence.	her defence.	her defence.	her defence.
C14_app271	God kno who reads all <lb n="c56-0094__main__13"/> hearts knows how				
C14_app272	As the trial had	As the trial had	As the trial had	As the trial had	As the trial had
C14_app273	<lb n="c56-0094__main__14"/> proceeded	proceeded,	proceeded,	proceeded,	proceeded,
C14_app274	her countenance had altered.	her countenance had altered.	her countenance had altered.	her countenance had altered.	her countenance had altered.
C14_app275	<lb n="c56-0094__main__15"/> Surprise horror	Surprise, horror,	Surprise, horror,	Surprise, horror,	Surprise, horror,
C14_app276	and	and	and	and	and
C14_app277	misery	misery,	misery,	misery	misery
C14_app278	were	were	were	were	were
C14_app279	strong <lb n="c56-0094__main__16"/> ly	strongly	strongly	strongly	strongly
C14_app280	expressed. Sometimes she struggled	expressed. Sometimes she struggled	expressed. Sometimes she struggled	expressed. Sometimes she struggled	expressed. Sometimes she struggled
C14_app281	<lb n="c56-0094__main__17"/>				
C14_app282	with her	with her	with her	with her	with her
C14_app283	tears <del rend="strikethrough" sID="c56-0094__main__d2e20399"/>wh<del eID="c56-0094__main__d2e20399"/>	tears;	tears;	tears;	tears;
C14_app284	but	but	but	but,	but,
C14_app285	when she	when she	when she	when she	when she
C14_app286	<lb n="c56-0094__main__18"/>				
C14_app287	was desired to	was desired to	was desired to	was desired to	was desired to
C14_app288	speak	plead,	plead,	plead,	plead,
C14_app289	she collected her	she collected her	she collected her	she collected her	she collected her
C14_app290	<lb n="c56-0094__main__19"/> powers	powers,	powers,	powers,	powers,
C14_app291	and	and	and	and	and
C14_app292	spoke	spoke	spoke	spoke	spoke,
C14_app293	in an	in an	in an	in an	in an
C14_app294	audible	audible	audible	audible,	audible,
C14_app295	although	although	although	although	although
C14_app296	<lb n="c56-0094__main__20"/>			variable,	
C14_app297	variable	variable	variable		variable
C14_app298	voice.<milestone unit="tei:p"/><lb n="c56-0094__main__21"/> "God knows,"	voice:—<p eID="novel1_letter4_chapter7_div4_div7_p4"/><p sID="novel1_letter4_chapter7_div4_div7_p5"/>“God	voice:—<p eID="novel1_letter4_chapter7_div4_div7_p4"/><p sID="novel1_letter4_chapter7_div4_div7_p5"/>“God	voice:—<p eID="novel1_letter4_chapter7_div4_div7_p4"/><p sID="novel1_letter4_chapter7_div4_div7_p5"/>“God	voice.<p eID="novel1_letter4_chapter8_div4_div8_p4"/><p sID="novel1_letter4_chapter8_div4_div8_p5"/>“God
C14_app299		knows,”	knows,”	knows,”	knows,”
C14_app300	she said,	she said,	she said,	she said,	she said,
