App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C03_app45	to 	to 	to 		to 
C03_app46	spill blood. 	spill blood. 	the usual brutality exercised on board ship: I have never believed it 		spill blood. 
C03_app47	He 	He 			<del sID="novel1_letter2_div2_p5_del1"/>He 
C03_app48	is, moreover, heroically 	is, moreover, heroically 			is, moreover, heroically 
C03_app49	generous. 	generous. 			generous.<del eID="novel1_letter2_div2_p5_del1"/>I will relate 
C03_app50			to 		to 
C03_app51			be necessary; and when I heard 		you an anecdote 
C03_app52			of 		of 
C03_app53			a mariner equally noted for 		
C03_app54			his 		his 
C03_app55			kindliness of heart, and the respect and obedience paid 		life, recounted 
C03_app56			to 		to 
C03_app57			him 		me 
C03_app58			by 		by 
C03_app59			his crew, I felt myself peculiarly fortunate in being able to secure his services. 		the parties themselves, which exemplifies the generosity, 
C03_app60			I 		I 
C03_app61			heard of him first in rather a romantic manner, from a lady who owes to him 		had almost said 
C03_app62			the 		the 
C03_app63			happiness 		heroism 
C03_app64			of 		of 
C03_app65			her life. This, briefly, is 		
C03_app66			his 		his 
C03_app67			story. 		nature. 
C03_app68	Some years ago he loved a young Russian lady, of moderate fortune; and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and, throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her 	Some years ago he loved a young Russian lady, of moderate fortune; and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and, throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her 	Some years ago he loved a young Russian lady, of moderate fortune; and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and, throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her 		Some years ago he loved a young Russian lady, of moderate fortune; and having amassed a considerable sum in prize-money, the father of the girl consented to the match. He saw his mistress once before the destined ceremony; but she was bathed in tears, and, throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union. My generous friend reassured the suppliant, and on being informed of the name of her 
C03_app69	lover 	lover 	lover, 		lover 
C03_app70	instantly abandoned his pursuit. He had 	instantly abandoned his pursuit. He had 	instantly abandoned his pursuit. He had 		instantly abandoned his pursuit. He had 
C03_app71	<pb n="015" xml:id="F1818_v1_027"/>already 	already 	already 		<pb n="015" xml:id="F1818_v1_027"/>already 
C03_app72	bought a farm with his 	bought a farm with his 	bought a farm with his 		bought a farm with his 
C03_app73	money, on 	money,<pb n="15" xml:id="Fv1_1823_034"/>on 	money, on 		money, on 
C03_app74	which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young 	which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young 	which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young 		which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young 
C03_app75	woman’s 	woman‘s 	woman’s 		woman’s 
C03_app76	father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend; who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. “What a noble fellow!” you will exclaim. He is so; but then he 	father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend; who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. “What a noble fellow!” you will exclaim. He is so; but then he 	father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend; who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. “What a noble fellow!” you will exclaim. He is so; but then he 		father to consent to her marriage with her lover. But the old man decidedly refused, thinking himself bound in honour to my friend; who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations. “What a noble fellow!” you will exclaim. He is so; but then he 
C03_app77	has passed all his life on board 	has passed all his life on board 	is wholly uneducated: he is as silent as 		has passed all his life on board 
C03_app78	a 	a 	a 		a 
C03_app79	vessel, 	vessel, 	Turk, 		vessel, 
C03_app80	and 	and 	and 		and 
C03_app81	has scarcely an idea beyond 	has scarcely an idea beyond 	a kind of ignorant carelessness attends him, which, while it renders his conduct the more astonishing, detracts from 		has scarcely an idea beyond 
C03_app82	the 	the 	the 		the 
C03_app83	rope 	rope 	interest 		<del sID="novel1_letter2_div2_p5_del2"/>rope<del eID="novel1_letter2_div2_p5_del2"/>ship 
C03_app84	and 	and 	and 		and 
C03_app85	the shroud.<p eID="novel1_letter2_div2_p5"/><p sID="novel1_letter2_div2_p6"/>But 	the shroud.<p eID="novel1_letter2_div2_p5"/><p sID="novel1_letter2_div2_p6"/>But 	sympathy which otherwise he would command.<p eID="novel1_letter2_div2_p5"/><p sID="novel1_letter2_div2_p6"/>Yet 		the<del sID="novel1_letter2_div2_p5_del3"/>shroud<del eID="novel1_letter2_div2_p5_del3"/>crew.<p eID="novel1_letter2_div2_p5"/><p sID="novel1_letter2_div2_p6"/>But 
C03_app86	do not 	do not 	do not 		do not 
C03_app87	suppose that, 	suppose that, 	suppose, 		suppose that, 
C03_app88	because I complain a little, or because I can conceive a consolation for my toils which I 	because I complain a little, or because I can conceive a consolation for my toils which I 	because I complain a little, or because I can conceive a consolation for my toils which I 		because I complain a little, or because I can conceive a consolation for my toils which I 
C03_app89	<pb n="016" xml:id="F1818_v1_028"/>may 	may 	<pb n="9" xml:id="F1831_v_025"/>may 		<pb n="016" xml:id="F1818_v1_028"/>may 
C03_app90	never know, that I am wavering 	never know, that I am wavering 	never know, that I am wavering 		never know, that I am wavering 
C03_app91	in 	<pb n="16" xml:id="F1823_v1_035"/>in 	in 		in 
C03_app92	my resolutions. Those are as fixed as fate; and my voyage is only now delayed until the weather shall permit my embarkation. The winter has been dreadfully severe; but the spring promises well, and it is considered as a remarkably early season; so 	my resolutions. Those are as fixed as fate; and my voyage is only now delayed until the weather shall permit my embarkation. The winter has been dreadfully severe; but the spring promises well, and it is considered as a remarkably early season; so 	my resolutions. Those are as fixed as fate; and my voyage is only now delayed until the weather shall permit my embarkation. The winter has been dreadfully severe; but the spring promises well, and it is considered as a remarkably early season; so 		my resolutions. Those are as fixed as fate; and my voyage is only now delayed until the weather shall permit my embarkation. The winter has been dreadfully severe; but the spring promises well, and it is considered as a remarkably early season; so 
C03_app93	that, perhaps, 	that perhaps 	that perhaps 		that, perhaps, 
C03_app94	I may sail sooner than I expected. I shall do nothing 	I may sail sooner than I expected. I shall do nothing 	I may sail sooner than I expected. I shall do nothing 		I may sail sooner than I expected. I shall do nothing 
C03_app95	rashly; 	rashly: 	rashly: 		rashly; 
C03_app96	you know me sufficiently to confide in my prudence and 	you know me sufficiently to confide in my prudence and 	you know me sufficiently to confide in my prudence and 		you know me sufficiently to confide in my prudence and 
C03_app97	considerateness 	considerateness 	considerateness, 		considerateness 
C03_app98	whenever the safety of others is committed to my care.<p eID="novel1_letter2_div2_p6"/><p sID="novel1_letter2_div2_p7"/>I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart. I am going to unexplored regions, to “the land of mist and 	whenever the safety of others is committed to my care.<p eID="novel1_letter2_div2_p6"/><p sID="novel1_letter2_div2_p7"/>I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart. I am going to unexplored regions, to “the land of mist and 	whenever the safety of others is committed to my care.<p eID="novel1_letter2_div2_p6"/><p sID="novel1_letter2_div2_p7"/>I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart. I am going to unexplored regions, to “the land of mist and 		whenever the safety of others is committed to my care.<p eID="novel1_letter2_div2_p6"/><p sID="novel1_letter2_div2_p7"/>I cannot describe to you my sensations on the near prospect of my undertaking. It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart. I am going to unexplored regions, to “the land of mist and 
C03_app99	<pb n="017" xml:id="F1818_v1_029"/>snow;” 	snow;” 	snow;” 		<pb n="017" xml:id="F1818_v1_029"/>snow;”<note sID="novel1_letter2_div2_p7_note1"/>Coleridge's Antient Mariner.<note eID="novel1_letter2_div2_p7_note1"/> 
C03_app100	but I shall kill no albatross, therefore do not be alarmed 	but I shall kill no albatross, therefore do not be alarmed 	but I shall kill no albatross, therefore do not be alarmed 		but I shall kill no albatross, therefore do not be alarmed 
C03_app101			for my safety, or if I should come back to you as worn and woful as the “Ancient Mariner?” You will smile at my allusion; but I will disclose a secret. I have often attributed my attachment to, my passionate enthusiasm for, the dangerous mysteries of the ocean, to that production of the most imaginative of modern poets. There is something at work in my soul, which I do not understand. I am practically industrious—pains-taking;—a workman to execute with perseverance and labour:—but besides this, there is a love 		
C03_app102	for 	for 	for 		for 
C03_app103			the marvellous, a belief in the marvellous, intertwined in all 		
C03_app104	my 	my 	my 		my 
C03_app105	safety.<p eID="novel1_letter2_div2_p7"/><p sID="novel1_letter2_div2_p8"/>Shall 	safety.<p eID="novel1_letter2_div2_p7"/><p sID="novel1_letter2_div2_p8"/><pb n="17" xml:id="F1823_v1_036"/>Shall 	projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore. <p eID="novel1_letter2_div2_p7"/><p sID="novel1_letter2_div2_p8"/>But to return to dearer considerations. Shall 		safety.<p eID="novel1_letter2_div2_p7"/><p sID="novel1_letter2_div2_p8"/>Shall 
C03_app106	I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture. Continue 	I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture. Continue 	I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture. Continue 		I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America? I dare not expect such success, yet I cannot bear to look on the reverse of the picture. Continue 
C03_app107			for the present 		
C03_app108	to write to me by every opportunity: I may receive your letters 	to write to me by every opportunity: I may receive your letters 	to write to me by every opportunity: I may receive your letters 		to write to me by every opportunity: I may receive your letters 
C03_app109	(though the chance is very doubtful) 	(though the chance is very doubtful) 			(though the chance is very doubtful) 
C03_app110	on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again.<p eID="novel1_letter2_div2_p8"/><p sID="novel1_letter2_div2_p9"/>Your affectionate brother,<p eID="novel1_letter2_div2_p9"/><p sID="novel1_letter2_div2_p10"/>R<hi sID="novel1_letter2_div2_p10_hi1"/>OBERT<hi eID="novel1_letter2_div2_p10_hi1"/> 	on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again.<p eID="novel1_letter2_div2_p8"/><p sID="novel1_letter2_div2_p9"/>Your affectionate brother,<p eID="novel1_letter2_div2_p9"/><p sID="novel1_letter2_div2_p10"/>R<hi sID="novel1_letter2_div2_p10_hi1"/>OBERT<hi eID="novel1_letter2_div2_p10_hi1"/> 	on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again.<p eID="novel1_letter2_div2_p8"/><p sID="novel1_letter2_div2_p9"/>Your affectionate brother,<p eID="novel1_letter2_div2_p9"/><p sID="novel1_letter2_div2_p10"/>R<hi sID="novel1_letter2_div2_p10_hi1"/>OBERT<hi eID="novel1_letter2_div2_p10_hi1"/> 		on some occasions when I need them most to support my spirits. I love you very tenderly. Remember me with affection, should you never hear from me again.<p eID="novel1_letter2_div2_p8"/><p sID="novel1_letter2_div2_p9"/>Your affectionate brother,<p eID="novel1_letter2_div2_p9"/><p sID="novel1_letter2_div2_p10"/>R<hi sID="novel1_letter2_div2_p10_hi1"/>OBERT<hi eID="novel1_letter2_div2_p10_hi1"/> 
C03_app111	W<hi sID="novel1_letter2_div2_p10_hi2"/>ALTON<hi eID="novel1_letter2_div2_p10_hi2"/>.<p eID="novel1_letter2_div2_p10"/><pb n="018" xml:id="F1818_v1_030"/><milestone n="2" type="end" unit="letter"/> 	W<hi sID="novel1_letter2_div2_p10_hi2"/>ALTON<hi eID="novel1_letter2_div2_p10_hi2"/>.<p eID="novel1_letter2_div2_p10"/><milestone n="2" type="end" unit="letter"/> 	W<hi sID="novel1_letter2_div2_p10_hi2"/>ALTON<hi eID="novel1_letter2_div2_p10_hi2"/>.<p eID="novel1_letter2_div2_p10"/><pb n="10" xml:id="F1831_v_026"/><milestone n="2" type="end" unit="letter"/> 		W<hi sID="novel1_letter2_div2_p10_hi2"/>ALTON<hi eID="novel1_letter2_div2_p10_hi2"/>.<p eID="novel1_letter2_div2_p10"/><pb n="018" xml:id="F1818_v1_030"/><milestone n="2" type="end" unit="letter"/> 
