App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C10_app16	me <del rend="strikethrough" sID="c56-0045__main__d2e9755"/>and endeavour to<del eID="c56-0045__main__d2e9755"/>that	me, that	me, that	me, that	me, that
C10_app17	I	I	I	I	I
C10_app18	might<mdel>e</mdel>infuse	might infuse	might infuse	might infuse	might infuse
C10_app19	a	a	a	a	a
C10_app20	<lb n="c56-0045__main__7"/>				
C10_app21	spark of being into the lifeless	spark of being into the lifeless	spark of being into the lifeless	spark of being into the lifeless	spark of being into the lifeless
C10_app22	thin<mdel>k</mdel>g<lb n="c56-0045__main__8"/>	thing	thing	thing	thing
C10_app23	that lay at my feet. It was already	that lay at my feet. It was already	that lay at my feet. It was already	that lay at my feet. It was already	that lay at my feet. It was already
C10_app24	<lb n="c56-0045__main__9"/>				
C10_app25	one in the	one in the	one in the	one in the	one in the
C10_app26	morning,	morning;	morning;	morning;	morning;
C10_app27	the rain pattered	the rain pattered	the rain pattered	the rain pattered	the rain pattered
C10_app28	<lb n="c56-0045__main__10"/>				
C10_app29	dismally against the	dismally against the	dismally against the	dismally against the	dismally against the
C10_app30	window				
C10_app31	panes, &<lb n="c56-0045__main__11"/> my candle was nearly burnt out,	panes, and my candle was nearly burnt out,	panes, and my candle was nearly burnt out,	panes, and my candle was nearly burnt out,	panes, and my candle was nearly burnt out,
C10_app32	when <lb n="c56-0045__main__12"/>	when,	when,	when,	when,
C10_app33	by the glimmer of the	by the glimmer of the	by the glimmer of the	by the glimmer of the	by the glimmer of the
C10_app34	half extinguish<lb n="c56-0045__main__13"/>ed light	half-extinguished light,	half-extinguished light,	half-extinguished light,	half-extinguished light,
C10_app35	I saw the dull yellow eye of	I saw the dull yellow eye of	I saw the dull yellow eye of	I saw the dull yellow eye of	I saw the dull yellow eye of
C10_app36	<lb n="c56-0045__main__14"/>				
C10_app37	the creature	the creature	the creature	the creature	the creature
C10_app38	open.—It	open; it	open; it	open; it	open; it
C10_app39	breathed hard,	breathed<pb n="098" xml:id="F1818_v1_110"/>hard,	breathed<pb n="098" xml:id="F1818_v1_110"/>hard,	breathed<pb n="98" xml:id="F1823_v1_117"/>hard,	breathed hard,
C10_app40	<lb n="c56-0045__main__15"/>				
C10_app41	and a convulsive motion agitated	and a convulsive motion agitated	and a convulsive motion agitated	and a convulsive motion agitated	and a convulsive motion agitated
C10_app42	<lb n="c56-0045__main__16"/>				
C10_app43	its	its	its	its	its
C10_app44	limbs.<milestone unit="tei:p"/><lb n="c56-0045__main__17"/><del rend="strikethrough" sID="c56-0045__main__d2e9811"/>But how<del eID="c56-0045__main__d2e9811"/> How	limbs.<p eID="novel1_letter4_chapter4_div4_div4_p1"/><p sID="novel1_letter4_chapter4_div4_div4_p2"/>How	limbs.<p eID="novel1_letter4_chapter4_div4_div4_p1"/><p sID="novel1_letter4_chapter4_div4_div4_p2"/>How	limbs.<p eID="novel1_letter4_chapter4_div4_div4_p1"/><p sID="novel1_letter4_chapter4_div4_div4_p2"/>How	limbs.<p eID="novel1_letter4_chapter5_div4_div5_p1"/><p sID="novel1_letter4_chapter5_div4_div5_p2"/>How
C10_app45	can I describe my	can I describe my	can I describe my	can I describe my	can I describe my
C10_app46	<lb n="c56-0045__main__18"/> emotion	emotions	emotions	emotions	emotions
C10_app47	at this	at this	at this	at this	at this
C10_app48	catastrophe;	catastrophe,	catastrophe,	catastrophe,	catastrophe,
C10_app49	or how deli<lb n="c56-0045__main__19"/>neate the wretch whom with such	or how delineate the wretch whom with such	or how delineate the wretch whom with such	or how delineate the wretch whom with such	or how delineate the wretch whom with such
C10_app50	<lb n="c56-0045__main__20"/>				
C10_app51	infinite pains and care I had endeavoured	infinite pains and care I had endeavoured	infinite pains and care I had endeavoured	infinite pains and care I had endeavoured	infinite pains and care I had endeavoured
C10_app52	<lb n="c56-0045__main__21"/>				
C10_app53	to	to	to	to	to
C10_app54	form.	form?	form?	form?	form?
C10_app55	His limbs were in	His limbs were in	His limbs were in	His limbs were in	His limbs were in
C10_app56	proportion <lb n="c56-0045__main__22"/>	proportion,	proportion,	proportion,	proportion,
C10_app57	and I had selected his features	and I had selected his features	and I had selected his features	and I had selected his features	and I had selected his features
C10_app58	<del rend="strikethrough" sID="c56-0045__main__d2e9830"/>h<del eID="c56-0045__main__d2e9830"/>				
C10_app59	as	as	as	as	as
C10_app60	<lb n="c56-0045__main__23"/><del rend="strikethrough" sID="c56-0045__main__d2e9837"/>handsome<del eID="c56-0045__main__d2e9837"/><mdel>.</mdel><lb n="c56-0045__left_margin__1"/><del rend="strikethrough" sID="c56-0045__left_margin__d2e9853"/>handsome<del eID="c56-0045__left_margin__d2e9853"/>beautiful.<del rend="strikethrough" sID="c56-0045__main__d2e9865"/>Handsome<del eID="c56-0045__main__d2e9865"/>Beautiful; Great	beautiful. Beautiful!—Great	beautiful. Beautiful!—Great	beautiful. Beautiful!—Great	beautiful. Beautiful!—Great
C10_app61	God! His	God! His	God! His	God! His	God! His
C10_app62	<lb n="c56-0045__main__24"/><del rend="strikethrough" sID="c56-0045__main__d2e9876"/>dun<del eID="c56-0045__main__d2e9876"/><lb n="c56-0045__left_margin__1"/>yellow	yellow	yellow	yellow	yellow
C10_app63	skin scarcely covered the work of	skin scarcely covered the work of	skin scarcely covered the work of	skin scarcely covered the work of	skin scarcely covered the work of
C10_app64	<lb n="c56-0045__main__25"/>				
C10_app65	muscles and arteries beneath; his hair	muscles and arteries beneath; his hair	muscles and arteries beneath; his hair	muscles and arteries beneath; his hair	muscles and arteries beneath; his hair
C10_app66	<lb n="c56-0045__main__26"/> was<metamark function="displacement" xml:id="c56-0045.03">^</metamark><lb n="c56-0045__left_margin__1"/>of	was of	was of	was of	was of
C10_app67	a lustrous	a lustrous	a lustrous	a lustrous	a lustrous
C10_app68	black	black,	black,	black,	black,
C10_app69	&	and	and	and	and
C10_app70	flowing and	flowing;	flowing;	flowing;	flowing;
C10_app71	his teeth of a pearly	his teeth of a pearly	his teeth of a pearly	his teeth of a pearly	his teeth of a pearly
C10_app72	white<lb n="c56-0045__main__27"/>ness	whiteness;	whiteness;	whiteness;	whiteness;
C10_app73	but these	but these	but these	but these	but these
C10_app74	luxuriancies	luxuriances	luxuriances	luxuriances	luxuriances
C10_app75	only	only	only	only	only
C10_app76	<del rend="strikethrough" sID="c56-0045__main__d2e9922"/>fomed<del eID="c56-0045__main__d2e9922"/><lb n="c56-0045__main__28"/>				
C10_app77	formed a more horrid contrast with	formed a more horrid contrast with	formed a more horrid contrast with	formed a more horrid contrast with	formed a more horrid contrast with
C10_app78	<lb n="c56-0045__main__29"/>				
C10_app79	his	his	his	his	his
C10_app80	watry eyes	watery eyes,	watery eyes,	watery eyes,	watery eyes,
C10_app81	that seemed almost of	that seemed almost of	that seemed almost of	that seemed almost of	that seemed almost of
C10_app82	<lb n="c56-0045__main__30"/>				
C10_app83	the same colour as the dun white	the same colour as the dun white	the same colour as the dun white	the same colour as the dun white	the same colour as the dun white
C10_app84	<lb n="c56-0045__main__31"/>				
C10_app85	sockets in which they were set,<lb n="c56-0046__main__1"/> his shrivelled	sockets in which they were set, his shrivelled	sockets in which they were set, his shrivelled	sockets in which they were set, his shrivelled	sockets in which they were set, his shrivelled
C10_app86	complexion	complexion,	complexion,	complexion,	complexion
C10_app87	and	and	<del sID="novel1_letter4_chapter4_div4_div4_p2_del1"/>and<del eID="novel1_letter4_chapter4_div4_div4_p2_del1"/>	and	and
C10_app88	strait <lb n="c56-0046__main__2"/>	straight	straight	straight	straight
C10_app89	black	black	black	black	black
C10_app90	lips.<milestone unit="tei:p"/><lb n="c56-0046__main__3"/>	lips.<p eID="novel1_letter4_chapter4_div4_div4_p2"/><p sID="novel1_letter4_chapter4_div4_div4_p3"/>The	lips. And	lips.<p eID="novel1_letter4_chapter4_div4_div4_p2"/><p sID="novel1_letter4_chapter4_div4_div4_p3"/>The	lips.<p eID="novel1_letter4_chapter5_div4_div5_p2"/><p sID="novel1_letter4_chapter5_div4_div5_p3"/>The
C10_app91	The		the		
C10_app92			contortions that ever and anon con<del sID="novel1_letter4_chapter4_div4_div4_p2_add1_del1"/>puls<del eID="novel1_letter4_chapter4_div4_div4_p2_add1_del1"/>vulsed & deformed his un-human features.<p eID="novel1_letter4_chapter4_div4_div4_p2"/><p sID="novel1_letter4_chapter4_div4_div4_p3"/>The		
C10_app93	different accidents of life are	different accidents of life are	different accidents of life are	different accidents of life are	different accidents of life are
C10_app94	<lb n="c56-0046__main__4"/>				
C10_app95	not so changeable as the feelings of hu<lb n="c56-0046__main__5"/>man nature. I had worked hard for	not so changeable as the feelings of human nature. I had worked hard for	not so changeable as the feelings of human nature. I had worked hard for	not so changeable as the feelings of human nature. I had worked hard for	not so changeable as the feelings of human nature. I had worked hard for
C10_app96	<lb n="c56-0046__main__6"/>	<pb n="099" xml:id="F1818_v1_111"/>nearly	<pb n="099" xml:id="F1818_v1_111"/>nearly	<pb n="99" xml:id="F1823_v1_118"/>nearly	
C10_app97	nearly				nearly
C10_app98	two	two	two	two	two
C10_app99	years	years,	years,	years,	years,
C10_app100	for the sole purpose	for the sole purpose	for the sole purpose	for the sole purpose	for the sole purpose
C10_app101	<lb n="c56-0046__main__7"/>				
C10_app102	of infusing	of infusing	of infusing	of infusing	of infusing
C10_app103	<del rend="strikethrough" sID="c56-0046__main__d2e9962"/>f<del eID="c56-0046__main__d2e9962"/>				
C10_app104	life into an inanimate	life into an inanimate	life into an inanimate	life into an inanimate	life into an inanimate
C10_app105	<lb n="c56-0046__main__8"/>				
C10_app106	body. For this I had deprived myself of	body. For this I had deprived myself of	body. For this I had deprived myself of	body. For this I had deprived myself of	body. For this I had deprived myself of
C10_app107	<lb n="c56-0046__main__9"/>				
C10_app108	rest and	rest and	rest and	rest and	rest and
C10_app109	<del rend="strikethrough" sID="c56-0046__main__d2e9973"/>heath<del eID="c56-0046__main__d2e9973"/>				
C10_app110	health. I had desired	health. I had desired	health. I had desired	health. I had desired	health. I had desired
C10_app111	<lb n="c56-0046__main__10"/>				
C10_app112	it with an ardour that far exceeded<lb n="c56-0046__main__11"/> moderation; but now that I had	it with an ardour that far exceeded moderation; but now that I had	it with an ardour that far exceeded moderation; but now that I had	it with an ardour that far exceeded moderation; but now that I had	it with an ardour that far exceeded moderation; but now that I had
C10_app113	succeed<lb n="c56-0046__main__12"/>ed these dreams vanished	finished, the beauty of the dream vanished,	finished, the beauty of the dream vanished,	finished, the beauty of the dream vanished,	finished, the beauty of the dream vanished,
C10_app114	and breathless	and breathless	and breathless	and breathless	and breathless
C10_app115	<lb n="c56-0046__main__13"/>				
C10_app116	horror and disgust filled my heart.	horror and disgust filled my heart.	horror and disgust filled my heart.	horror and disgust filled my heart.	horror and disgust filled my heart.
C10_app117	<lb n="c56-0046__main__14"/>				
C10_app118	Unable <metamark function="insert">^</metamark>to endure the aspect of the	Unable to endure the aspect of the	Unable to endure the aspect of the	Unable to endure the aspect of the	Unable to endure the aspect of the
C10_app119	<del rend="strikethrough" sID="c56-0046__main__d2e10009"/>creature<del eID="c56-0046__main__d2e10009"/>being	being	being	being	being
C10_app120	I	I	I	I	I
C10_app121	<lb n="c56-0046__main__15"/>				
C10_app122	had created, I rushed out of the	had created, I rushed out of the	had created, I rushed out of the	had created, I rushed out of the	had created, I rushed out of the
C10_app123	room	room,	room,	room,	room,
C10_app124	and	and	and	and	and
C10_app125	<lb n="c56-0046__main__16"/><del rend="strikethrough" sID="c56-0046__main__d2e10022"/>remained<del eID="c56-0046__main__d2e10022"/>continued	continued	continued	continued	continued
C10_app126	a long time traversing my	a long time traversing my	a long time traversing my	a long time traversing my	a long time traversing my
C10_app127	<lb n="c56-0046__main__17"/> bed chamber	bed-chamber,	bed-chamber,	bed-chamber,	bedchamber,
C10_app128	unable to compose my	unable to compose my	unable to compose my	unable to compose my	unable to compose my
C10_app129	<lb n="c56-0046__main__18"/>				
C10_app130	mind to sleep. At	mind to sleep. At	mind to sleep. At	mind to sleep. At	mind to sleep. At
C10_app131	lenght <mdel/>lassitude <lb n="c56-0046__main__19"/>	length lassitude	length lassitude	length lassitude	length lassitude
C10_app132	succeeded to the tumult I had before	succeeded to the tumult I had before	succeeded to the tumult I had before	succeeded to the tumult I had before	succeeded to the tumult I had before
C10_app133	<lb n="c56-0046__main__20"/> endured,	endured;	endured;	endured;	endured;
C10_app134	and I threw myself on	and I threw myself on	and I threw myself on	and I threw myself on	and I threw myself on
C10_app135	my <lb n="c56-0046__main__21"/>	the	the	the	the
C10_app136	bed in my	bed in my	bed in my	bed in my	bed in my
C10_app137	clothes	clothes,	clothes,	clothes,	clothes,
C10_app138	endeavouring to seek	endeavouring to seek	endeavouring to seek	endeavouring to seek	endeavouring to seek
C10_app139	<lb n="c56-0046__main__22"/>				
C10_app140	a	a	a	a	a
C10_app141	<del rend="strikethrough" sID="c56-0046__main__d2e10055"/>feew<del eID="c56-0046__main__d2e10055"/>				
C10_app142	few moments of	few moments of	few moments of	few moments of	few moments of
C10_app143	forgetfullness. <lb n="c56-0046__main__23"/>	forgetfulness.	forgetfulness.	forgetfulness.	forgetfulness.
C10_app144	But it was in	But it was in	But it was in	But it was in	But it was in
C10_app145	vain;	vain:	vain:	vain:	vain:
C10_app146	I	I	I	I	I
C10_app147	slept	slept	slept	slept	slept,
C10_app148	indeed	indeed,	indeed,	indeed,	indeed,
C10_app149	but <lb n="c56-0046__main__24"/>I was disturbed by the wildest	but I was disturbed by the wildest	but I was disturbed by the wildest	but I was disturbed by the wildest	but I was disturbed by the wildest
C10_app150	dreams– <lb n="c56-0046__main__25"/>	dreams. I thought	dreams. I thought	dreams. I thought	dreams. I thought
C10_app151	I saw	I saw	I saw	I saw	I saw
C10_app152	Elizabeth	Elizabeth,	Elizabeth,	Elizabeth,	Elizabeth,
C10_app153	<metamark function="insert">^</metamark>in the bloom of	in the bloom of	in the bloom of	in the bloom of	in the bloom of
C10_app154	health	health,	health,	health,	health,
C10_app155	walking in the streets	walking in the streets	walking in the streets	walking in the streets	walking in the streets
C10_app156	of	of	of	of	of<pb n="44" xml:id="F1831_v_060"/>
C10_app157	<lb n="c56-0046__main__26"/> Ingolstadt;	Ingolstadt.	Ingolstadt.	Ingolstadt.	Ingolstadt.
C10_app158	delighted &	Delighted and	Delighted and	Delighted and	Delighted and
C10_app159	surprised	surprised,	surprised,	surprised,	surprised,
C10_app160	I	I	I	I	I
C10_app161	embraced	em<pb n="100" xml:id="F1818_v1_112"/>braced	em<pb n="100" xml:id="F1818_v1_112"/>braced	<pb n="100" xml:id="F1823_v1_119"/>embraced	embraced
C10_app162	<lb n="c56-0046__main__27"/> her	her;	her;	her;	her;
C10_app163	but as I imprinted the first kiss	but as I imprinted the first kiss	but as I imprinted the first kiss	but as I imprinted the first kiss	but as I imprinted the first kiss
C10_app164	<lb n="c56-0046__main__28"/>				
C10_app165	on her	on her	on her	on her	on her
C10_app166	lips	lips,	lips,	lips,	lips,
C10_app167	they became	they became	they became	they became	they became
C10_app168	lurid	livid	livid	livid	livid
C10_app169	with	with	with	with	with
C10_app170	<lb n="c56-0046__main__29"/>				
C10_app171	the hue of death; her features appeared<lb n="c56-0047__main__1"/> to	the hue of death; her features appeared to	the hue of death; her features appeared to	the hue of death; her features appeared to	the hue of death; her features appeared to
C10_app172	change	change,	change,	change,	change,
C10_app173	and I thought that I held	and I thought that I held	and I thought that I held	and I thought that I held	and I thought that I held
C10_app174	<lb n="c56-0047__main__2"/>				
C10_app175	the corpse of my dead mother in my	the corpse of my dead mother in my	the corpse of my dead mother in my	the corpse of my dead mother in my	the corpse of my dead mother in my
C10_app176	arms<mdel>,</mdel>:<lb n="c56-0047__main__3"/><mdel>a</mdel>A	arms; a	arms; a	arms; a	arms; a
C10_app177	shroud	shroud	shroud	shroud	shroud
C10_app178	envolepped	enveloped	enveloped	enveloped	enveloped
C10_app179	her	her	her	her	her
C10_app180	form	form,	form,	form,	form,
C10_app181	& I saw	and I saw	and I saw	and I saw	and I saw
C10_app182	<lb n="c56-0047__main__4"/>				
C10_app183	the	the	the	the	the
C10_app184	grave worms	grave-worms	grave-worms	grave-worms	grave-worms
C10_app185	crawling in the folds of	crawling in the folds of	crawling in the folds of	crawling in the folds of	crawling in the folds of
C10_app186	<lb n="c56-0047__main__5"/>				
C10_app187	the	the	the	the	the
C10_app188	flannel;	flannel.	flannel.	flannel.	flannel.
C10_app189	I started <metamark function="insert">^</metamark>from my sleep with	I started from my sleep with	I started from my sleep with	I started from my sleep with	I started from my sleep with
C10_app190	horror,	horror;	horror;	horror;	horror;
C10_app191	a	a	a	a	a
C10_app192	<lb n="c56-0047__main__6"/><del rend="strikethrough" sID="c56-0047__main__d2e10139"/>when I saw<del eID="c56-0047__main__d2e10139"/>				
C10_app193	cold dew covered my	cold dew covered my	cold dew covered my	cold dew covered my	cold dew covered my
C10_app194	forehead <lb n="c56-0047__main__7"/>	forehead,	forehead,	forehead,	forehead,
C10_app195	my teeth	my teeth	my teeth	my teeth	my teeth
C10_app196	<del rend="strikethrough" sID="c56-0047__main__d2e10145"/>ah<del eID="c56-0047__main__d2e10145"/> chattered	chattered,	chattered,	chattered,	chattered,
C10_app197	and every limb	and every limb	and every limb	and every limb	and every limb
C10_app198	<lb n="c56-0047__main__8"/><del rend="strikethrough" sID="c56-0047__main__d2e10152"/>was<del eID="c56-0047__main__d2e10152"/>became convul<mdel/>sed,	became	became	became	became
C10_app199		convulsed;	convulsed;	convulsed;	convulsed:
C10_app200	when, by the dim and	when, by the dim and	when, by the dim and	when, by the dim and	when, by the dim and
C10_app201	<lb n="c56-0047__main__9"/>				
C10_app202	yellow light of the	yellow light of the	yellow light of the	yellow light of the	yellow light of the
C10_app203	moon	moon,	moon,	moon,	moon,
C10_app204	as it forced	as it forced	as it forced	as it forced	as it forced
C10_app205	<lb n="c56-0047__main__10"/>				
C10_app206	its way through the	its way through the	its way through the	its way through the	its way through the
C10_app207	window shutters,	window-shutters,	window-shutters,	window shutters,	window shutters,
C10_app208	I	I	I	I	I
C10_app209	<lb n="c56-0047__main__11"/>				
C10_app210	beheld the	beheld the	beheld the	beheld the	beheld the
C10_app211	wretch — the	wretch—the	wretch—the	wretch—the	wretch—the
C10_app212	miserable	miserable	miserable	miserable	miserable
C10_app213	<lb n="c56-0047__main__12"/>				
C10_app214	monster whom I had	monster whom I had	monster whom I had	monster whom I had	monster whom I had
C10_app215	created;	created.	created.	created.	created.
C10_app216	he	He	He	He	He
C10_app217	hel<mdel/>d<lb n="c56-0047__main__13"/>	held	held	held	held
C10_app218	up	up	up	up	up
C10_app219		the curtain of	the curtain of	the curtain of	the curtain of
C10_app220	the	the	the	the	the
C10_app221	curtain,	bed;	bed;	bed;	bed;
C10_app222	and his	and his	and his	and his	and his
C10_app223	eyes—;	eyes,	eyes,	eyes,	eyes,
C10_app224	if eyes	if eyes	if eyes	if eyes	if eyes
C10_app225	<lb n="c56-0047__main__14"/>				
C10_app226	they may be	they may be	they may be	they may be	they may be
C10_app227	called,—	called,	called,	called,	called,
C10_app228	were fixed on	were fixed on	were fixed on	were fixed on	were fixed on
C10_app229	me–His <lb n="c56-0047__main__15"/>	me. His	me. His	me. His	me. His
C10_app230	jaws	jaws	jaws	jaws	jaws
C10_app231	opened	opened,	opened,	opened,	opened,
C10_app232	and he muttered	and he muttered	and he muttered	and he muttered	and he muttered
C10_app233	<del rend="strikethrough" sID="c56-0047__main__d2e10203"/>in<del eID="c56-0047__main__d2e10203"/>				
C10_app234	some	some	some	some	some
C10_app235	<del rend="strikethrough" sID="c56-0047__main__d2e10211"/>words<del eID="c56-0047__main__d2e10211"/><lb n="c56-0047__left_margin__1"/>				
C10_app236	inarticulate	inarticulate	inarticulate	inarticulate	inarticulate
C10_app237	<lb n="c56-0047__left_margin__2"/> sounds<lb n="c56-0047__main__16"/>	sounds,	sounds,	sounds,	sounds,
C10_app238	while a grin wrinkled his cheeks. He	while a grin wrinkled his cheeks. He	while a grin wrinkled his cheeks. He	while a grin wrinkled his cheeks. He	while a grin wrinkled his cheeks. He
C10_app239	<lb n="c56-0047__main__17"/>				
C10_app240	might have	might have	might have	might have	might have
C10_app241	spoken	spoken,	spoken,	spoken,	spoken,
C10_app242	but I did not	but I did not	but I did not	but I did not	but I did not
C10_app243	<lb n="c56-0047__main__18"/> hear —	hear;	hear;	hear;	hear;
C10_app244	one	one	one	one	one
C10_app245	<del rend="strikethrough" sID="c56-0047__main__d2e10235"/>had<del eID="c56-0047__main__d2e10235"/>				
C10_app246	hand was	hand was	hand was	hand was	hand was
C10_app247	stretched	<pb n="101" xml:id="F1818_v1_113"/>stretched	<pb n="101" xml:id="F1818_v1_113"/>stretched	stretched	stretched
C10_app248	out <lb n="c56-0047__main__19"/>	out,	out,	<pb n="101" xml:id="F1823_v1_120"/>out,	out,
C10_app249		seemingly	seemingly	seemingly	seemingly
C10_app250	to detain	to detain	to detain	to detain	to detain
C10_app251	me	me,	me,	me,	me,
C10_app252	but I	but I	but I	but I	but I
C10_app253	escaped	escaped,	escaped,	escaped,	escaped,
C10_app254	and	and	and	and	and
C10_app255	<del rend="strikethrough" sID="c56-0047__main__d2e10240"/>ran<del eID="c56-0047__main__d2e10240"/><lb n="c56-0047__main__20"/>				
C10_app256	rushed down	rushed down	rushed down	rushed down	rushed down
C10_app257	<del rend="strikethrough" sID="c56-0047__main__d2e10247"/>the<del eID="c56-0047__main__d2e10247"/> stairs<del rend="strikethrough" sID="c56-0047__main__d2e10260"/>case<del eID="c56-0047__main__d2e10260"/>	stairs.	stairs.	stairs.	stairs.
C10_app258	I took refuge in	I took refuge in	I took refuge in	I took refuge in	I took refuge in
C10_app259	<lb n="c56-0047__main__21"/> a	the	the	the	the
C10_app260	court-yard belonging to the house	court-yard belonging to the house	court-yard belonging to the house	court-yard belonging to the house	court-yard belonging to the house
C10_app261	<lb n="c56-0047__main__22"/>				
C10_app262	which I inhabited; where I remained <lb n="c56-0047__main__23"/><lb n="c56-0047__left_margin__1"/>during the rest of the	which I inhabited; where I remained during the rest of the	which I inhabited; where I remained during the rest of the	which I inhabited; where I remained during the rest of the	which I inhabited; where I remained during the rest of the
C10_app263	night	night,	night,	night,	night,
C10_app264	walking up and	walking up and	walking up and	walking up and	walking up and
C10_app265	<lb n="c56-0047__main__24"/>				
C10_app266	down in the greatest	down in the greatest	down in the greatest	down in the greatest	down in the greatest
C10_app267	agitation;	agitation,	agitation,	agitation,	agitation,
C10_app268	listen<lb n="c56-0047__main__25"/>ing attentively, catching and fearing each	listening attentively, catching and fearing each	listening attentively, catching and fearing each	listening attentively, catching and fearing each	listening attentively, catching and fearing each
C10_app269	<lb n="c56-0047__main__26"/>				
C10_app270	sound as if it were to announce the	sound as if it were to announce the	sound as if it were to announce the	sound as if it were to announce the	sound as if it were to announce the
C10_app271	<lb n="c56-0047__main__27"/> arrival	approach	approach	approach	approach
C10_app272	of the demoniacal corpse to	of the demoniacal corpse to	of the demoniacal corpse to	of the demoniacal corpse to	of the demoniacal corpse to
C10_app273	<lb n="c56-0047__main__28"/>				
C10_app274	which I had so	which I had so	which I had so	which I had so	which I had so
C10_app275	miserabl<mdel>e</mdel>y	miserably	miserably	miserably	miserably
C10_app276	given	given	given	given	given
C10_app277	life.<milestone unit="tei:p"/><lb n="c56-0047__main__29"/> Oh!	life.<p eID="novel1_letter4_chapter4_div4_div4_p3"/><p sID="novel1_letter4_chapter4_div4_div4_p4"/>Oh!	life.<p eID="novel1_letter4_chapter4_div4_div4_p3"/><p sID="novel1_letter4_chapter4_div4_div4_p4"/>Oh!	life.<p eID="novel1_letter4_chapter4_div4_div4_p3"/><p sID="novel1_letter4_chapter4_div4_div4_p4"/>Oh!	life.<p eID="novel1_letter4_chapter5_div4_div5_p3"/><p sID="novel1_letter4_chapter5_div4_div5_p4"/>Oh!
C10_app278	no mortal could support	no mortal could support	no mortal could support	no mortal could support	no mortal could support
C10_app279	<lb n="c56-0047__main__30"/>				
C10_app280	the horror of that countenance. A	the horror of that countenance. A	the horror of that countenance. A	the horror of that countenance. A	the horror of that countenance. A
C10_app281	<lb n="c56-0047__main__31"/>				
C10_app282	mummy <metamark function="insert">^</metamark>again endued with	mummy again endued with	mummy again endued with	mummy again endued with	mummy again endued with
C10_app283	<del rend="strikethrough" sID="c56-0047__main__d2e10331"/>life<del eID="c56-0047__main__d2e10331"/>animation	animation	animation	animation	animation
C10_app284	could not be<lb n="c56-0048__main__1"/> so hideous as	could not be so hideous as	could not be so hideous as	could not be so hideous as	could not be so hideous as
C10_app285	<shi rend="double-underline">He</shi>.	that wretch.	that wretch.	that wretch.	that wretch.
C10_app286	I had gazed on him	I had gazed on him	I had gazed on him	I had gazed on him	I had gazed on him
C10_app287	<lb n="c56-0048__main__2"/>				
C10_app288	while unfinished;	while unfinished;	while unfinished;	while unfinished;	while unfinished;
