App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C25_app11	<lb n="c57-0092__main__6"/>				
C25_app12	the men of genius & talent who flou<lb n="c57-0092__main__7"/>rished at	the men of genius and talent who flourished at	the men of genius and talent who flourished at	the men of genius and talent who flourished at	the men of genius and talent who flourished at
C25_app13	that	this	this	this	this
C25_app14	time; but this	time; but this	time; but this	time; but this	time; but this
C25_app15	was,	was	was	was	was
C25_app16	with	with	with	with	with
C25_app17	<lb n="c57-0092__main__8"/> me,	me	me	me	me
C25_app18	a secondary	a secondary	a secondary	a secondary	a secondary
C25_app19	<del rend="strikethrough" sID="c57-0092__main__d3e16737"/>consideration<del eID="c57-0092__main__d3e16737"/>object;	object;	object;	object;	object;
C25_app20	I was princi<lb n="c57-0092__main__9"/>pally occupied with the means of obtaining	I was principally occupied with the means of obtaining	I was principally occupied with the means of obtaining	I was principally occupied with the means of obtaining	I was principally occupied with the means of obtaining
C25_app21	<lb n="c57-0092__main__10"/>				
C25_app22	the information necessary for the comple<lb n="c57-0092__main__11"/>tion of my	the information necessary for the completion of my	the information necessary for the completion of my	the information necessary for the completion of my	the information necessary for the completion of my
C25_app23	promise	promise,	promise,	promise,	promise,
C25_app24	and quickly availed	and quickly availed	and quickly availed	and quickly availed	and quickly availed
C25_app25	<lb n="c57-0092__main__12"/>				
C25_app26	myself of the letters of introduction that	myself of the letters of introduction that	myself of the letters of introduction that	myself of the letters of introduction that	myself of the letters of introduction that
C25_app27	<lb n="c57-0092__main__13"/>				
C25_app28	I had brought with	I had brought with	I had brought with	I had brought with	I had brought with
C25_app29	me	me,	me,	me,	me,
C25_app30	addressed to	addressed to	addressed to	addressed to	addressed to
C25_app31	<lb n="c57-0092__main__14"/>				
C25_app32	the	the	the	the	the
C25_app33	<del rend="strikethrough" sID="c57-0092__main__d3e16767"/>various<del eID="c57-0092__main__d3e16767"/><metamark function="insert">^</metamark>most<del rend="strikethrough" sID="c57-0092__main__d3e16779"/>men of sci<del eID="c57-0092__main__d3e16779"/>	most	most	most	most
C25_app34	distinguished	distinguished	distinguished	distinguished	distinguished
C25_app35	<lb n="c57-0092__main__15"/>				
C25_app36	natural	natural	natural	natural	natural
C25_app37	philosophers. If	philosophers.<p eID="novel1_letter4_chapter18_div4_div20_p1"/><p sID="novel1_letter4_chapter18_div4_div20_p2"/>If	philosophers.<p eID="novel1_letter4_chapter18_div4_div20_p1"/><p sID="novel1_letter4_chapter18_div4_div20_p2"/>If	philosophers.<p eID="novel1_letter4_chapter18_div4_div19_p1"/><p sID="novel1_letter4_chapter18_div4_div19_p2"/>If	philosophers.<p eID="novel1_letter4_chapter19_div4_div19_p1"/><p sID="novel1_letter4_chapter19_div4_div19_p2"/>If
C25_app38	this journey had	this journey had	this journey had	this journey had	this journey had
C25_app39	<lb n="c57-0092__main__16"/>				
C25_app40	taken place during	taken place during	taken place during	taken place during	taken place during
C25_app41	my	<pb n="022" xml:id="F1818_v3_026"/>my	<pb n="022" xml:id="F1818_v3_026"/>my	<pb n="110" xml:id="F1823_v2_383"/>my	my
C25_app42	days of study &<lb n="c57-0092__main__17"/>	days of study and	days of study and	days of study and	days of study and
C25_app43	happiness	happiness,	happiness,	happiness,	happiness,
C25_app44	it would have afforded me	it would have afforded me	it would have afforded me	it would have afforded me	it would have afforded me
C25_app45	<lb n="c57-0092__main__18"/>				
C25_app46	inexpressible	inexpressible	inexpressible	inexpressible	inexpressible
C25_app47	<del rend="strikethrough" sID="c57-0092__main__d3e16792"/>delight<del eID="c57-0092__main__d3e16792"/>				
C25_app48	pleasure. But a	pleasure. But a	pleasure. But a	pleasure. But a	pleasure. But a
C25_app49	<lb n="c57-0092__main__19"/>				
C25_app50	blight had come over my	blight had come over my	blight had come over my	blight had come over my	blight had come over my
C25_app51	existence	existence,	existence,	existence,	existence,
C25_app52	& I only	and I only	and I only	and I only	and I only
C25_app53	<lb n="c57-0092__main__20"/>				
C25_app54	visited these people for the sake of the	visited these people for the sake of the	visited these people for the sake of the	visited these people for the sake of the	visited these people for the sake of the
C25_app55	<lb n="c57-0092__main__21"/>				
C25_app56	information they might	information they might	information they might	information they might	information they might
C25_app57	give<del rend="strikethrough" sID="c57-0092__main__d3e16802"/>d<del eID="c57-0092__main__d3e16802"/>	give	give	give	give
C25_app58	me on	me on	me on	me on	me on
C25_app59	<lb n="c57-0092__main__22"/>				
C25_app60	the subject in which	the subject in which	the subject in which	the subject in which	the subject in which
C25_app61	I	my interest	my interest	my interest	my interest
C25_app62	was so	was so	was so	was so	was so
C25_app63	deeply <lb n="c57-0092__main__23"/> interrested.	terribly profound.	terribly profound.	terribly profound.	terribly profound.
C25_app64	Company was	Company was	Company was	Company was	Company was
C25_app65	ir<mdel/>ksome	irksome	irksome	irksome	irksome
C25_app66	to me;	to me;	to me;	to me;	to me;
C25_app67	<lb n="c57-0092__main__24"/>				
C25_app68	when	when	when	when	when
C25_app69	alone	alone,	alone,	alone,	alone,
C25_app70	I could fill my mind with the	I could fill my mind with the	I could fill my mind with the	I could fill my mind with the	I could fill my mind with the
C25_app71	<lb n="c57-0092__main__25"/>				
C25_app72	sights of heaven & earth; the voice of	sights of heaven and earth; the voice of	sights of heaven and earth; the voice of	sights of heaven and earth; the voice of	sights of heaven and earth; the voice of
C25_app73	<del rend="strikethrough" sID="c57-0092__main__d3e16825"/>He<del eID="c57-0092__main__d3e16825"/><lb n="c57-0092__main__26"/><lb n="c57-0092__left_margin__1"/>Henry	Henry	Henry	Henry	Henry
C25_app74	soothed	soothed	soothed	soothed	soothed
C25_app75	me	me,	me,	me,	me,
C25_app76	& I could	and I could	and I could	and I could	and I could
C25_app77		thus	thus	thus	thus
C25_app78	cheat myself into a<lb n="c57-0092__main__27"/> transitory peace. But	cheat myself into a transitory peace. But	cheat myself into a transitory peace. But	cheat myself into a transitory peace. But	cheat myself into a transitory peace. But
C25_app79	busy, uninterresting,<lb n="c57-0092__main__28"/>	busy uninteresting	busy uninteresting	busy uninteresting	busy uninteresting
C25_app80	joyous faces brought back despair to my<lb n="c57-0092__main__29"/> heart. I saw an insurmountable	joyous faces brought back despair to my heart. I saw an insurmountable	joyous faces brought back despair to my heart. I saw an insurmountable	joyous faces brought back despair to my heart. I saw an insurmountable	joyous faces brought back despair to my heart. I saw an insurmountable
C25_app81	barrie<lb n="c57-0092__main__30"/>	barrier	barrier	barrier	barrier
C25_app82	placed between me & my	placed between me and my	placed between me and my	placed between me and my	placed between me and my
C25_app83	fellow men;	fellow-men;	fellow-men;	fellow men;	fellow-men;
C25_app84	thi<lb n="c57-0092__main__31"/>	this	this	this	this
C25_app85	barrier was sealed with the blood of<lb n="c57-0092__main__32"/> William and	barrier was sealed with the blood of William and	barrier was sealed with the blood of William and	barrier was sealed with the blood of William and	barrier was sealed with the blood of William and
C25_app86	Justine,	Justine;	Justine;	Justine;	Justine;
C25_app87	and to reflect on<lb n="c57-0092__main__33"/>	and to reflect on	and to reflect on	and to reflect on	and to reflect on
C25_app88		the events connected with	the events connected with	the events connected with	the events connected with
C25_app89	those	those	those	those	those
C25_app90	events	names	names	names	names
C25_app91	filled my soul with	filled my soul with	filled my soul with	filled my soul with	filled my soul with
C25_app92	anguish<lb n="c57-0092__main__34"/> But	anguish.<p eID="novel1_letter4_chapter18_div4_div20_p2"/><p sID="novel1_letter4_chapter18_div4_div20_p3"/>But	anguish.<p eID="novel1_letter4_chapter18_div4_div20_p2"/><p sID="novel1_letter4_chapter18_div4_div20_p3"/>But	anguish.<p eID="novel1_letter4_chapter18_div4_div19_p2"/><p sID="novel1_letter4_chapter18_div4_div19_p3"/>But	anguish.<p eID="novel1_letter4_chapter19_div4_div19_p2"/><p sID="novel1_letter4_chapter19_div4_div19_p3"/>But
C25_app93	in	in	in	in	in
C25_app94	Cl<mdel>ai</mdel>erval	Clerval	Clerval	Clerval	Clerval
C25_app95	I saw the image of my	I saw the image of my	I saw the image of my	I saw the image of my	I saw the image of my
C25_app96	<lb n="c57-0092__main__35"/>				
C25_app97	former self; he was	former self; he was	former self; he was	former self; he was	former self; he was
C25_app98	inquisitive	inquisitive,	inquisitive,	inquisitive,	inquisitive,
C25_app99	&	and	and	and	and
C25_app100	anxious<lb n="c57-0093__main__1"/>	an<pb n="023" xml:id="F1818_v3_027"/>xious	an<pb n="023" xml:id="F1818_v3_027"/>xious	<pb n="111" xml:id="F1823_v2_384"/>anxious	anxious
C25_app101	to gain experience &	to gain experience and	to gain experience and	to gain experience and	to gain experience and
C25_app102	instruction;	instruction.	instruction.	instruction.	instruction.
C25_app103	The	The	The	The	The
C25_app104	<lb n="c57-0093__main__2"/>				
C25_app105	difference of manners	difference of manners	difference of manners	difference of manners	difference of manners
C25_app106	<del rend="strikethrough" sID="c57-0093__main__d3e16903"/>that<del eID="c57-0093__main__d3e16903"/>which	which	which	which	which
C25_app107	he observed	he observed	he observed	he observed	he observed
C25_app108	<lb n="c57-0093__main__3"/>				
C25_app109	was to him	was to him	was to him	was to him	was to him
C25_app110	<del instant="true" rend="strikethrough" sID="c57-0093__main__d3e16912"/>&<del eID="c57-0093__main__d3e16912"/>				
C25_app111	an inexhaustible source	an inexhaustible source	an inexhaustible source	an inexhaustible source	an inexhaustible source
C25_app112		of instruction and amusement.	of instruction and amusement.	of instruction and amusement.	of instruction and amusement.
C25_app113					He was also pursuing an object he had long had in view. His design was to visit India, in the belief that he had in his knowledge of its various languages, and in the views he had taken of its society, the means of materially assisting the progress of European colonisation and trade. In Britain only could he further the execution
C25_app114	of				of
C25_app115	<lb n="c57-0093__main__4"/><lb n="c57-0093__left_margin__1"/>observation &amusement.				his plan.
C25_app116	He was for ever	He was for ever	He was for ever	He was for ever	He was for ever
C25_app117	busy	busy;	busy;	busy;	busy;
C25_app118	& the	and the	and the	and the	and the
C25_app119	<lb n="c57-0093__main__5"/>				
C25_app120	only check to his enjoyments was my	only check to his enjoyments was my	only check to his enjoyments was my	only check to his enjoyments was my	only check to his enjoyments was my
C25_app121	sor<lb n="c57-0093__main__6"/>rowful&	sorrowful and	sorrowful and	sorrowful and	sorrowful and
C25_app122	dejected	dejected	dejected	dejected	dejected
C25_app123	m<mdel>ei</mdel>ien.	mien.	mien.	mind.	mind.
C25_app124	I tried to conceal	I tried to conceal	I tried to conceal	I tried to conceal	I tried to conceal
C25_app125	<lb n="c57-0093__main__7"/>				
C25_app126	this as much as	this as much as	this as much as	this as much as	this as much as
C25_app127	possible	possible,	possible,	possible,	possible,
C25_app128	that I might not	that I might not	that I might not	that I might not	that I might not
C25_app129	<lb n="c57-0093__main__8"/>				
C25_app130	debar him from the	debar him from the	debar him from the	debar him from the	debar him from the
C25_app131	pleasures	pleasures	pleasures	pleasures	<pb n="140" xml:id="F1831_v_156"/>pleasures
C25_app132	natural	natural	natural	natural	natural
C25_app133	<lb n="c57-0093__main__9"/>				
C25_app134	to	to	to	to	to
C25_app135	one	one	one	one,	one,
C25_app136	who was entering on a new scene	who was entering on a new scene	who was entering on a new scene	who was entering on a new scene	who was entering on a new scene
C25_app137	<lb n="c57-0093__main__10"/>				
C25_app138	of life, undisturbed by any care or	of life, undisturbed by any care or	of life, undisturbed by any care or	of life, undisturbed by any care or	of life, undisturbed by any care or
C25_app139	<del rend="smear" sID="c57-0093__main__d3e16955"/>the<del eID="c57-0093__main__d3e16955"/>bitter<lb n="c57-0093__main__11"/><lb n="c57-0093__left_margin__1"/><del rend="smear" sID="c57-0093__left_margin__d3e16971"/>ness of <del eID="c57-0093__left_margin__d3e16971"/>recollection.	bitter recollection.	bitter recollection.	bitter recollection.	bitter recollection.
C25_app140	I often refused to accompany	I often refused to accompany	I often refused to accompany	I often refused to accompany	I often refused to accompany
C25_app141	<lb n="c57-0093__main__12"/> him alledging	him, alleging	him, alleging	him, alleging	him, alleging
C25_app142	another	another	another	another	another
C25_app143	engagement	engagement,	engagement,	engagement,	engagement,
C25_app144	that	that	that	that	that
C25_app145	<lb n="c57-0093__main__13"/>				
C25_app146	I might remain	I might remain	I might remain	I might remain	I might remain
C25_app147	a alone;	alone.	alone.	alone.	alone.
C25_app148	I now also	I now also	I now also	I now also	I now also
C25_app149	<lb n="c57-0093__main__14"/>				
C25_app150	began to collect the materials necessary	began to collect the materials necessary	began to collect the materials necessary	began to collect the materials necessary	began to collect the materials necessary
C25_app151	<lb n="c57-0093__main__15"/>				
C25_app152	for my	for my	for my	for my	for my
C25_app153	<del instant="true" rend="strikethrough" sID="c57-0093__main__d3e16989"/>work<del eID="c57-0093__main__d3e16989"/>				
C25_app154	new	new	new	new	new
C25_app155	creation	creation,	creation,	creation,	creation,
C25_app156	& this was	and this was	and this was	and this was	and this was
C25_app157	<del rend="strikethrough" sID="c57-0093__main__d3e16992"/>a<del eID="c57-0093__main__d3e16992"/>				
C25_app158	to	to	to	to	to
C25_app159	<lb n="c57-0093__main__16"/>				
C25_app160	me like the torture of single drops of	me like the torture of single drops of	me like the torture of single drops of	me like the torture of single drops of	me like the torture of single drops of
C25_app161	<lb n="c57-0093__main__17"/>				
C25_app162	water continually falling on the	water continually falling on the	water continually falling on the	water continually falling on the	water continually falling on the
C25_app163	head; <lb n="c57-0093__main__18"/>	head.	head.	head.	head.
C25_app164	Every thought that was devoted to it	Every thought that was devoted to it	Every thought that was devoted to it	Every thought that was devoted to it	Every thought that was devoted to it
C25_app165	<lb n="c57-0093__main__19"/>				
C25_app166	was	was	was	was	was
C25_app167	<del rend="strikethrough" sID="c57-0093__main__d3e17004"/>th<del eID="c57-0093__main__d3e17004"/>				
C25_app168	an extreme anguish, and every	an extreme anguish, and every	an extreme anguish, and every	an extreme anguish, and every	an extreme anguish, and every
C25_app169	<lb n="c57-0093__main__20"/>				
C25_app170	word that I spoke in allusion to it	word that I spoke in allusion to it	word that I spoke in allusion to it	word that I spoke in allusion to it	word that I spoke in allusion to it
C25_app171	caused	<pb n="024" xml:id="F1818_v3_028"/>caused	<pb n="024" xml:id="F1818_v3_028"/>caused	<pb n="112" xml:id="F1823_v2_385"/>caused	caused
C25_app172	<lb n="c57-0093__main__21"/>				
C25_app173	my lips to	my lips to	my lips to	my lips to	my lips to
C25_app174	quiver	quiver,	quiver,	quiver,	quiver,
C25_app175	& my heart to	and my heart to	and my heart to	and my heart to	and my heart to
C25_app176	palpitate.<lb n="c57-0093__main__22"/><del rend="strikethrough" sID="c57-0093__main__d3e17017"/>in a most painful degre<del eID="c57-0093__main__d3e17017"/><del rend="unmarked" sID="c57-0093__main__d3e17020"/>e.<del eID="c57-0093__main__d3e17020"/><milestone unit="tei:p"/><lb n="c57-0093__main__23"/> After	palpitate.<p eID="novel1_letter4_chapter18_div4_div20_p3"/><p sID="novel1_letter4_chapter18_div4_div20_p4"/>After	palpitate.<p eID="novel1_letter4_chapter18_div4_div20_p3"/><p sID="novel1_letter4_chapter18_div4_div20_p4"/>After	palpitate.<p eID="novel1_letter4_chapter18_div4_div19_p3"/><p sID="novel1_letter4_chapter18_div4_div19_p4"/>After	palpitate.<p eID="novel1_letter4_chapter19_div4_div19_p3"/><p sID="novel1_letter4_chapter19_div4_div19_p4"/>After
C25_app177	passing some months in	passing some months in	passing some months in	passing some months in	passing some months in
C25_app178	<lb n="c57-0093__main__24"/> London	London,	London,	London,	London,
C25_app179	we received a letter from a	we received a letter from a	we received a letter from a	we received a letter from a	we received a letter from a
C25_app180	<lb n="c57-0093__main__25"/>				
C25_app181	person in	person in	person in	person in	person in
C25_app182	Scotland	Scotland,	Scotland,	Scotland,	Scotland,
C25_app183	who had formerly	who had formerly	who had formerly	who had formerly	who had formerly
C25_app184	<lb n="c57-0093__main__26"/>				
C25_app185	been	been	been	been	been
C25_app186	<del rend="strikethrough" sID="c57-0093__main__d3e17034"/>an<del eID="c57-0093__main__d3e17034"/>				
C25_app187	our	our	our	our	our
C25_app188	visitor	visitor	visitor	visitor	visiter
C25_app189	at Geneva. He	at Geneva. He	at Geneva. He	at Geneva. He	at Geneva. He
C25_app190	<lb n="c57-0093__main__27"/>				
C25_app191	mentioned the beauties of his native	mentioned the beauties of his native	mentioned the beauties of his native	mentioned the beauties of his native	mentioned the beauties of his native
C25_app192	coun<lb n="c57-0093__main__28"/>try&	country, and	country, and	country, and	country, and
C25_app193	asked us if those were not sufficient	asked us if those were not sufficient	asked us if those were not sufficient	asked us if those were not sufficient	asked us if those were not sufficient
C25_app194	<lb n="c57-0093__main__29"/>				
C25_app195	allurements to induce us to prolong our	allurements to induce us to prolong our	allurements to induce us to prolong our	allurements to induce us to prolong our	allurements to induce us to prolong our
C25_app196	<lb n="c57-0093__main__30"/>				
C25_app197	journey as far	journey as far	journey as far	journey as far	journey as far
C25_app198	<del rend="strikethrough" sID="c57-0093__main__d3e17050"/>noth<del eID="c57-0093__main__d3e17050"/>				
C25_app199	north as	north as	north as	north as	north as
C25_app200	Perth <lb n="c57-0093__main__31"/>	Perth,	Perth,	Perth,	Perth,
C25_app201	where he resided.	where he resided.	where he resided.	where he resided.	where he resided.
C25_app202	Cl<mdel>ai</mdel><metamark function="insert">^</metamark>erval	Clerval	Clerval	Clerval	Clerval
C25_app203	eagerly desired	eagerly desired	eagerly desired	eagerly desired	eagerly desired
C25_app204	<lb n="c57-0093__main__32"/>				
C25_app205	to accept this	to accept this	to accept this	to accept this	to accept this
C25_app206	invitation,	invitation;	invitation;	invitation;	invitation;
C25_app207	and I, although	and I, although	and I, although	and I, although	and I, although
C25_app208	<lb n="c57-0093__main__33"/>				
C25_app209	I abhorred society, wished to view again	I abhorred society, wished to view again	I abhorred society, wished to view again	I abhorred society, wished to view again	I abhorred society, wished to view again
C25_app210	<lb n="c57-0093__main__34"/>				
C25_app211	mountains &	mountains and	mountains and	mountains and	mountains and
C25_app212	streams	streams,	streams,	streams,	streams,
C25_app213	& all the	and all the	and all the	and all the	and all the
C25_app214	<del rend="strikethrough" sID="c57-0093__main__d3e17077"/>the<del eID="c57-0093__main__d3e17077"/>				
C25_app215	wondrous	wondrous	wondrous	wondrous	wondrous
C25_app216	<lb n="c57-0093__main__35"/>				
C25_app217	works	works	works	works	works
C25_app218	of	with which	with which	with which	with which
C25_app219	nature	Nature	Nature	Nature	Nature
C25_app220	in	adorns	adorns	adorns	adorns
C25_app221	her chosen	her chosen	her chosen	her chosen	her chosen
C25_app222	dwelling places<lb n="c57-0094__main__1"/> We	dwelling-places.<p eID="novel1_letter4_chapter18_div4_div20_p4"/><p sID="novel1_letter4_chapter18_div4_div20_p5"/>We	dwelling-places.<p eID="novel1_letter4_chapter18_div4_div20_p4"/><p sID="novel1_letter4_chapter18_div4_div20_p5"/>We	dwelling-places.<p eID="novel1_letter4_chapter18_div4_div19_p4"/><p sID="novel1_letter4_chapter18_div4_div19_p5"/>We	dwelling-places.<p eID="novel1_letter4_chapter19_div4_div19_p4"/><p sID="novel1_letter4_chapter19_div4_div19_p5"/>We
C25_app223	had arrived in	had arrived in	had arrived in	had arrived in	had arrived in
C25_app224	Englan <mdel>in</mdel><metamark function="insert">^</metamark>at	England at	England at	England at	England at
C25_app225	the beginning	the beginning	the beginning	the beginning	the beginning
C25_app226	<lb n="c57-0094__main__2"/>				
C25_app227	of	of	of	of	of
C25_app228	October	October,	October,	October,	October,
C25_app229	and it was now	and it was now	and it was now	and it was now	and it was now
C25_app230	february;	February.	February.	February.	February.
C25_app231	we according<lb n="c57-0094__main__3"/>ly determined to commence our journey	We accordingly determined to commence our journey	We accordingly determined to commence our journey	We accordingly determined to commence our journey	We accordingly determined to commence our journey
C25_app232	<lb n="c57-0094__main__4"/>				
C25_app233	towards the north	towards the north	towards the north	towards the north	towards the north
C25_app234	at <del rend="strikethrough" sID="c57-0094__main__d3e17118"/>ex<del eID="c57-0094__main__d3e17118"/>				
C25_app235	at the expiration of	at the expiration of	at the expiration of	at the expiration of	at the expiration of
C25_app236	<lb n="c57-0094__main__5"/>				
C25_app237	another month. In this expedition we did	another month. In this expedition we did	another month. In this expedition we did	another month. In this expedition we did	another month. In this expedition we did
C25_app238	<lb n="c57-0094__main__6"/>				
C25_app239	not	not	not	not	not
C25_app240	intend	<pb n="025" xml:id="F1818_v3_029"/>intend	<pb n="025" xml:id="F1818_v3_029"/>intend	<pb n="113" xml:id="F1823_v2_386"/>intend	intend
C25_app241	to follow the great road to	to follow the great road to	to follow the great road to	to follow the great road to	to follow the great road to
C25_app242	Edinburgh <lb n="c57-0094__main__7"/>	Edinburgh,	Edinburgh,	Edinburgh,	Edinburgh,
C25_app243	But to visit Windsor, Oxford,	but to visit Windsor, Oxford,	but to visit Windsor, Oxford,	but to visit Windsor, Oxford,	but to visit Windsor, Oxford,
C25_app244	Matlock	Matlock,	Matlock,	Matlock,	Matlock,
C25_app245	& the	and the	and the	and the	and the
C25_app246	<lb n="c57-0094__main__8"/>				
C25_app247	Cumberland	Cumberland	Cumberland	Cumberland	Cumberland
C25_app248	lakes	lakes,	lakes,	lakes,	lakes,
C25_app249	resolving to arrive at the	resolving to arrive at the	resolving to arrive at the	resolving to arrive at the	resolving to arrive at the
C25_app250	<lb n="c57-0094__main__9"/>				
C25_app251	completion of this tour about the end of	completion of this tour about the end of	completion of this tour about the end of	completion of this tour about the end of	completion of this tour about the end of
C25_app252	<lb n="c57-0094__main__10"/>				
C25_app253	July. I packed	July. I packed	July. I packed	July. I packed	July. I packed
C25_app254		up	up	up	up
C25_app255	my chemical	my chemical	my chemical	my chemical	my chemical
C25_app256	instruments	instruments,	instruments,	instruments,	instruments,
C25_app257	<lb n="c57-0094__main__11"/>& the materials	and the materials	and the materials	and the materials	and the materials
C25_app258	which				
C25_app259	I had	I had	I had	I had	I had
C25_app260	collected	collected,	collected,	collected,	collected,
C25_app261	resolv<lb n="c57-0094__main__12"/>ing to finish my labours in some obscure	resolving to finish my labours in some obscure	resolving to finish my labours in some obscure	resolving to finish my labours in some obscure	resolving to finish my labours in some obscure
C25_app262	<lb n="c57-0094__main__13"/>				
C25_app263	nook in the	nook in the	nook in the	nook in the	nook in the
C25_app264	country.<milestone unit="tei:p"/><lb n="c57-0094__main__14"/> We	northern highlands of Scotland.<p eID="novel1_letter4_chapter18_div4_div20_p5"/><p sID="novel1_letter4_chapter18_div4_div20_p6"/>We	northern highlands of Scotland.<p eID="novel1_letter4_chapter18_div4_div20_p5"/><p sID="novel1_letter4_chapter18_div4_div20_p6"/>We	northern highlands of Scotland.<p eID="novel1_letter4_chapter18_div4_div19_p5"/><p sID="novel1_letter4_chapter18_div4_div19_p6"/>We	northern highlands of Scotland.<p eID="novel1_letter4_chapter19_div4_div19_p5"/><p sID="novel1_letter4_chapter19_div4_div19_p6"/>We
C25_app265	quitted London on the	quitted London on the	quitted London on the	quitted London on the	quitted London on the
C25_app266	27	27th	27th	27th	27th
C25_app267	of	of	of	of	of
C25_app268	<lb n="c57-0094__main__15"/> March	March,	March,	March,	March,
C25_app269	and remain<metamark function="insert">^</metamark>ed a few days at	and remained a few days at	and remained a few days at	and remained a few days at	and remained a few days at
C25_app270	Windsor <lb n="c57-0094__main__16"/>	Windsor,	Windsor,	Windsor,	Windsor,
C25_app271	rambling in its beautiful forest. This was	rambling in its beautiful forest. This was	rambling in its beautiful forest. This was	rambling in its beautiful forest. This was	rambling in its beautiful forest. This was
C25_app272	<lb n="c57-0094__main__17"/>				
C25_app273	a new scene to us mountaineers; The	a new scene to us mountaineers; the	a new scene to us mountaineers; the	a new scene to us mountaineers; the	a new scene to us mountaineers; the
C25_app274	<del next="#c57-0094.02" rend="strikethrough" sID="c57-0094__main__d3e17168"/>beauti<del eID="c57-0094__main__d3e17168"/><metamark function="insert">^</metamark>majectic<lb n="c57-0094__main__18"/><del sID="c57-0094__main__d3e17183" xml:id="c57-0094.02"/>ful<del eID="c57-0094__main__d3e17183"/> oaks	majestic oaks,	majestic oaks,	majestic oaks,	majestic oaks,
C25_app275	the quantity of	the quantity of	the quantity of	the quantity of	the quantity of
C25_app276	game	game,	game,	game,	game,
C25_app277	& the	and the	and the	and the	and the
C25_app278	beau<lb n="c57-0094__main__19"/>tiful flocks	herds	herds	herds	herds
C25_app279	of	of	of	of	of
C25_app280	<del rend="strikethrough" sID="c57-0094__main__d3e17204"/>beautiful<del eID="c57-0094__main__d3e17204"/>lovely deer	stately deer,	stately deer,	stately deer,	stately deer,
C25_app281	were all novelties	were all novelties	were all novelties	were all novelties	were all novelties
C25_app282	<lb n="c57-0094__main__20"/>				
C25_app283	to	to	to	to	to
