App ID	#fMS	#f1818	#fThomas	#f1823	#f1831
C01_app11		<hi sID="preface1_p2_hi2"/>Tempest<hi eID="preface1_p2_hi2"/>	<hi sID="preface1_p2_hi2"/>Tempest<hi eID="preface1_p2_hi2"/>	Tempest	Tempest,
C01_app12		and	and	and	and
C01_app13		<hi sID="preface1_p2_hi3"/>Mid<pb n="ix" xml:id="F1818_v1_009"/>summer	<hi sID="preface1_p2_hi3"/>Mid<pb n="ix" xml:id="F1818_v1_009"/>summer	Midsummer	Midsummer
C01_app14		Night’s Dream<hi eID="preface1_p2_hi3"/>,—and most especially Milton, in <hi sID="preface1_p2_hi4"/>Paradise Lost<hi eID="preface1_p2_hi4"/>, conform to this rule; and the most humble novelist, who seeks to confer or receive amusement from his labours, may, without presumption, apply to prose fiction a licence, or rather a rule, from the adoption of which so many exquisite combinations of human feeling have resulted in the highest specimens of	Night’s Dream<hi eID="preface1_p2_hi3"/>,—and most especially Milton, in <hi sID="preface1_p2_hi4"/>Paradise Lost<hi eID="preface1_p2_hi4"/>, conform to this rule; and the most humble novelist, who seeks to confer or receive amusement from his labours, may, without presumption, apply to prose fiction a licence, or rather a rule, from the adoption of which so many exquisite combinations of human feeling have resulted in the highest specimens of	Night’s Dream,—and most especially Milton, in Paradise Lost, conform to this rule; and the most humble novelist, who seeks to confer or receive amusement from his labours, may, without presumption, apply to prose fiction a licence, or rather a rule, from the adoption of which so many exquisite combinations of human feeling have resulted in the highest specimens of	Night’s Dream,—and most especially Milton, in Paradise Lost, conform to this rule; and the most humble novelist, who seeks to confer or receive amusement from his labours, may, without presumption, apply to prose fiction a licence, or rather a rule, from the adoption of which so many exquisite combinations of human feeling have resulted in the highest specimens of
C01_app15		poetry.<p eID="preface1_p2"/><p sID="preface1_p3"/>The	poetry.<p eID="preface1_p2"/><p sID="preface1_p3"/>The	poetry.<p eID="preface1_p2"/><p sID="preface1_p3"/><pb n="viii" xml:id="F1823_v1_015"/>The	poetry.<p eID="preface1_p2"/><p sID="preface1_p3"/>The
C01_app16		circumstance on which my story rests was suggested in casual conversation. It was	circumstance on which my story rests was suggested in casual conversation. It was	circumstance on which my story rests was suggested in casual conversation. It was	circumstance on which my story rests was suggested in casual conversation. It was
C01_app17		commenced	commenced	commenced,	commenced
C01_app18		partly as a source of amusement, and partly as an expedient for exercising any untried resources of mind. Other motives were	partly as a source of amusement, and partly as an expedient for exercising any untried resources of mind. Other motives were	partly as a source of amusement, and partly as an expedient for exercising any untried resources of mind. Other motives were	partly as a source of amusement, and partly as an expedient for exercising any untried resources of mind. Other motives were
C01_app19		mingled	mingled	mingled	<pb n="2" xml:id="F1831_v_018"/>mingled
C01_app20		with these, as the work	with these, as the work	with these, as the work	with these, as the work
C01_app21		pro<pb n="x" xml:id="F1818_v1_010"/>ceeded.	pro<pb n="x" xml:id="F1818_v1_010"/>ceeded.	proceeded.	proceeded.
C01_app22		I am by no means indifferent to the manner in which whatever moral tendencies exist in the sentiments or characters it contains shall affect the reader; yet my chief concern in this respect has been limited to the avoiding the enervating effects of the novels of the present day, and to the exhibition	I am by no means indifferent to the manner in which whatever moral tendencies exist in the sentiments or characters it contains shall affect the reader; yet my chief concern in this respect has been limited to the avoiding the enervating effects of the novels of the present day, and to the exhibition	I am by no means indifferent to the manner in which whatever moral tendencies exist in the sentiments or characters it contains shall affect the reader; yet my chief concern in this respect has been limited to the avoiding the enervating effects of the novels of the present day, and to the exhibition	I am by no means indifferent to the manner in which whatever moral tendencies exist in the sentiments or characters it contains shall affect the reader; yet my chief concern in this respect has been limited to the avoiding the enervating effects of the novels of the present day, and to the exhibition
C01_app23		of	of	<pb n="ix" xml:id="F1823_v1_016"/>of	of
C01_app24		the amiableness of domestic affection, and the excellence of universal virtue. The opinions which naturally spring from the character and situation of the hero are by no means to be conceived as existing always in my own conviction; nor is any inference justly to be drawn from the following pages as prejudicing any philosophical doctrine of whatever	the amiableness of domestic affection, and the excellence of universal virtue. The opinions which naturally spring from the character and situation of the hero are by no means to be conceived as existing always in my own conviction; nor is any inference justly to be drawn from the following pages as prejudicing any philosophical doctrine of whatever	the amiableness of domestic affection, and the excellence of universal virtue. The opinions which naturally spring from the character and situation of the hero are by no means to be conceived as existing always in my own conviction; nor is any inference justly to be drawn from the following pages as prejudicing any philosophical doctrine of whatever	the amiableness of domestic affection, and the excellence of universal virtue. The opinions which naturally spring from the character and situation of the hero are by no means to be conceived as existing always in my own conviction; nor is any inference justly to be drawn from the following pages as prejudicing any philosophical doctrine of whatever
C01_app25		kind.<p eID="preface1_p3"/><p sID="preface1_p4"/><pb n="xi" xml:id="F1818_v1_011"/>It	kind.<p eID="preface1_p3"/><p sID="preface1_p4"/><pb n="xi" xml:id="F1818_v1_011"/>It	kind.<p eID="preface1_p3"/><p sID="preface1_p4"/>It	kind.<p eID="preface1_p3"/><p sID="preface1_p4"/>It
C01_app26		is a subject also of additional interest to the author, that this story was begun in the majestic region where the scene is principally laid, and in society which cannot cease to	is a subject also of additional interest to the author, that this story was begun in the majestic region where the scene is principally laid, and in society which cannot cease to	is a subject also of additional interest to the author, that this story was begun in the majestic region where the scene is principally laid, and in society which cannot cease to	is a subject also of additional interest to the author, that this story was begun in the majestic region where the scene is principally laid, and in society which cannot cease to
C01_app27		be	be	<pb n="x" xml:id="F1823_v1_017"/>be	be
C01_app28		regretted. I passed the summer of 1816 in the environs of Geneva. The season was cold and rainy, and in the evenings we crowded around a blazing wood fire, and occasionally amused ourselves with some German stories of ghosts, which happened to fall into our hands. These tales excited in us a playful desire of imitation. Two other friends (a tale from the pen of one of whom would be far more acceptable to the public than any thing I can ever hope to produce) and	regretted. I passed the summer of 1816 in the environs of Geneva. The season was cold and rainy, and in the evenings we crowded around a blazing wood fire, and occasionally amused ourselves with some German stories of ghosts, which happened to fall into our hands. These tales excited in us a playful desire of imitation. Two other friends (a tale from the pen of one of whom would be far more acceptable to the public than any thing I can ever hope to produce) and	regretted. I passed the summer of 1816 in the environs of Geneva. The season was cold and rainy, and in the evenings we crowded around a blazing wood fire, and occasionally amused ourselves with some German stories of ghosts, which happened to fall into our hands. These tales excited in us a playful desire of imitation. Two other friends (a tale from the pen of one of whom would be far more acceptable to the public than any thing I can ever hope to produce) and	regretted. I passed the summer of 1816 in the environs of Geneva. The season was cold and rainy, and in the evenings we crowded around a blazing wood fire, and occasionally amused ourselves with some German stories of ghosts, which happened to fall into our hands. These tales excited in us a playful desire of imitation. Two other friends (a tale from the pen of one of whom would be far more acceptable to the public than any thing I can ever hope to produce) and
C01_app29		<pb n="xii" xml:id="F1818_v1_012"/>myself	<pb n="xii" xml:id="F1818_v1_012"/>myself	myself	myself
C01_app30		agreed to write each a story, founded on some supernatural	agreed to write each a story, founded on some supernatural	agreed to write each a story, founded on some supernatural	agreed to write each a story, founded on some supernatural
C01_app31		occurrence.<p eID="preface1_p4"/><p sID="preface1_p5"/>The	occurrence.<p eID="preface1_p4"/><p sID="preface1_p5"/>The	occurrence.<p eID="preface1_p4"/><p sID="preface1_p5"/><pb n="xi" xml:id="F1823_v1_018"/>The	occurrence.<p eID="preface1_p4"/><p sID="preface1_p5"/>The
C01_app32		weather, however, suddenly became serene; and my two friends left me on a journey among the Alps, and lost, in the magnificent scenes which they present, all memory of their ghostly visions. The following tale is the only one which has been	weather, however, suddenly became serene; and my two friends left me on a journey among the Alps, and lost, in the magnificent scenes which they present, all memory of their ghostly visions. The following tale is the only one which has been	weather, however, suddenly became serene; and my two friends left me on a journey among the Alps, and lost, in the magnificent scenes which they present, all memory of their ghostly visions. The following tale is the only one which has been	weather, however, suddenly became serene; and my two friends left me on a journey among the Alps, and lost, in the magnificent scenes which they present, all memory of their ghostly visions. The following tale is the only one which has been
C01_app33		completed.<p eID="preface1_p5"/><milestone n="1" type="end" unit="preface"/>	completed.<p eID="preface1_p5"/><milestone n="1" type="end" unit="preface"/>	completed.<p eID="preface1_p5"/><milestone n="1" type="end" unit="preface"/>	completed.<p eID="preface1_p5"/><p sID="preface1_p6"/>Marlow, September, 1817.<p eID="preface1_p6"/><milestone n="1" type="end" unit="preface"/>
