App ID	#f1818	#f1823	#f1831	#fMS	#fThomas
C26_app44				<lb n="c57-0102__main__34"/> 	
C26_app45	doing. 	doing. 	doing. 	doing. 	doing. 
C26_app46	Three 	Three 	Three 	<del rend="strikethrough" sID="c57-0102__main__d3e19145"/>Two<del eID="c57-0102__main__d3e19145"/><metamark function="insert">^</metamark>three 	Three 
C26_app47	years before I 	years before I 	years before I 	years before I 	years before I 
C26_app48	was 	was 	was 	had been 	was 
C26_app49	engaged 	engaged 	engaged 	engaged 	engaged 
C26_app50				<lb n="c57-0102__main__35"/> 	
C26_app51	in the same 	in the same 	in the same 	in the same 	in the same 
C26_app52	manner, 	manner, 	manner, 	manner 	manner, 
C26_app53	and had created a 	and had created a 	and had created a 	& had created a 	and had created a 
C26_app54				<lb n="c57-0102__main__36"/> 	
C26_app55	fiend whose 	fiend whose 	fiend whose 	fiend whose 	fiend whose 
C26_app56	unparalleled 	unparalleled 	unparalleled 	unparralelled 	unparalleled 
C26_app57	barbarity had desolated my 	barbarity had desolated my 	barbarity had desolated my 	barbarity had<lb n="c57-0103__main__1"/> desolated my 	barbarity had desolated my 
C26_app58	<pb n="041" xml:id="F1818_v3_045"/>heart, 	<pb n="129" xml:id="F1823_v2_402"/>heart, 	heart, 	heart 	<pb n="041" xml:id="F1818_v3_045"/>heart, 
C26_app59	and filled it 	and filled it 	and filled it 	and filled it 	and filled it 
C26_app60	for ever 	for ever 	for ever 	for<lb n="c57-0103__main__2"/>ever 	for ever 
C26_app61	with the bitterest remorse. I was 	with the bitterest remorse. I was 	with the bitterest remorse. I was 	with the bitterest remorse. I was 	with the bitterest remorse. I was 
C26_app62				<lb n="c57-0103__main__3"/> 	
C26_app63	now about to form another 	now about to form another 	now about to form another 	now about to form another 	now about to form another 
C26_app64	being, 	being, 	being, 	being 	being, 
C26_app65	of whose 	of whose 	of whose 	of whose 	of whose 
C26_app66				<lb n="c57-0103__main__4"/> 	
C26_app67	dispositions I was alike 	dispositions I was alike 	dispositions I was alike 	dispositions I was alike 	dispositions I was alike 
C26_app68	ignorant; 	ignorant; 	ignorant; 	ignorant. 	ignorant; 
C26_app69	she 	she 	she 	She 	she 
C26_app70				<lb n="c57-0103__main__5"/> 	
C26_app71	might 	might 	might 	might 	might 
C26_app72	become 	become 	become 	be 	become 
C26_app73	ten thousand times more malignant than her 	ten thousand times more malignant than her 	ten thousand times more malignant than her 	ten thousand times more ma<lb n="c57-0103__main__6"/>lignant than her 	ten thousand times more malignant than her 
C26_app74	mate, 	mate, 	mate, 	mate 	mate, 
C26_app75	and 	and 	and 	and 	and 
C26_app76	delight, for its own sake, 	delight, for its own sake, 	delight, for its own sake, 	delight 	delight, for its own sake, 
C26_app77	in 	in 	in 	in 	in 
C26_app78				<lb n="c57-0103__main__7"/> 	
C26_app79	murder and wretchedness. He had sworn 	murder and wretchedness. He had sworn 	murder and wretchedness. He had sworn 	murder & wretchedness. He had sworn 	murder and wretchedness. He had sworn 
C26_app80				<lb n="c57-0103__main__8"/> 	
C26_app81	to quit the neighbourhood of 	to quit the neighbourhood of 	to quit the neighbourhood of 	to quit the neighbourhood of 	to quit the neighbourhood of 
C26_app82	man, 	man, 	man, 	man 	man, 
C26_app83	and hide 	and hide 	and hide 	& hide 	and hide 
C26_app84				<lb n="c57-0103__main__9"/> 	
C26_app85	himself in 	himself in 	himself in 	himself in 	himself in 
C26_app86	deserts; 	deserts; 	deserts; 	desarts 	deserts; 
C26_app87	but she had 	but she had 	but she had 	but she had 	but she had 
C26_app88	not; 	not; 	not; 	not 	not; 
C26_app89	and 	and 	and 	&<lb n="c57-0103__main__10"/> 	and 
C26_app90	she, 	she, 	she, 	she 	she, 
C26_app91	who 	who 	who 	who 	who 
C26_app92				was 	
C26_app93	in all probability 	in all probability 	in all probability 	in all probability 	in all probability 
C26_app94	was 	was 	was 		was 
C26_app95	to become 	to become 	to become 	to become 	to become 
C26_app96				<lb n="c57-0103__main__11"/> 	
C26_app97	a thinking and reasoning 	a thinking and reasoning 	a thinking and reasoning 	a thinking & reasoning 	a thinking and reasoning 
C26_app98	animal, 	animal, 	animal, 	animal 	animal, 
C26_app99	might 	might 	might 	might 	might 
C26_app100				<lb n="c57-0103__main__12"/> 	
C26_app101	refuse to 	refuse to 	refuse to 	refuse to 	refuse to 
C26_app102				<del rend="strikethrough" sID="c57-0103__main__d3e19208"/>to<del eID="c57-0103__main__d3e19208"/> 	
C26_app103	comply with a compact made 	comply with a compact made 	comply with a compact made 	comply with a compact made 	comply with a compact made 
C26_app104				<lb n="c57-0103__main__13"/> 	
C26_app105	before her creation. They might even 	before her creation. They might even 	before her creation. They might even 	before her creation. They might even 	before her creation. They might even 
C26_app106				<lb n="c57-0103__main__14"/> 	
C26_app107	hate 	hate 	hate 	hate 	hate 
C26_app108	each other; 	each other; 	each other; 	one another. 	each other; 
C26_app109	the creature who already lived loathed his own 	the creature who already lived loathed his own 	the creature who already lived loathed his own 	The creature who al<lb n="c57-0103__main__15"/>ready lived loathed his own 	the creature who already lived loathed his own 
C26_app110	deformity, 	deformity, 	deformity, 	deformity 	deformity, 
C26_app111	and might he not conceive a greater abhorrence for it when it came before 	and might he not conceive a greater abhorrence for it when it came before 	and might he not conceive a greater abhorrence for it when it came before 	<lb n="c57-0103__main__16"/>& might he not conceive a greater ab<lb n="c57-0103__main__17"/>horrence for it when it came before 	and might he not conceive a greater abhorrence for it when it came before 
C26_app112				<lb n="c57-0103__main__18"/> 	
C26_app113	his eyes in the female 	his eyes in the female 	his eyes in the female 	his eyes in the female 	his eyes in the female 
C26_app114	form? 	form? 	form? 	form. 	form? 
C26_app115	She also 	She also 	She also 	She also 	She also 
C26_app116				<lb n="c57-0103__main__19"/> 	
C26_app117	might turn with disgust from him 	might turn with disgust from him 	might turn with disgust from him 	might turn with disgust from him 	might turn with disgust from him 
C26_app118				<lb n="c57-0103__main__20"/> 	
C26_app119	to the superior beauty of 	to the superior beauty of 	to the superior beauty of 	to the superior beauty of 	to the superior beauty of 
C26_app120	man; 	man; 	man; 	man & who <lb n="c57-0103__main__21"/> confine her eyes or wishes. 	man; 
C26_app121	she might 	she might 	she might 	She might 	she might 
C26_app122				<lb n="c57-0103__main__22"/> 	
C26_app123	quit 	quit 	quit 	quit 	quit 
C26_app124	him, 	him, 	him, 	him 	him, 
C26_app125	and he be again 	and he be again 	and he be again 	and he be again 	and he be again 
C26_app126	alone, exasperated 	alone, exasperated 	alone, exasperated 	alone <del rend="strikethrough" sID="c57-0103__main__d3e19247"/>with<del eID="c57-0103__main__d3e19247"/><metamark function="displacement" xml:id="c57-0103.02">^</metamark><lb n="c57-0103__left_margin__1"/>exasperated 	alone, exasperated 
C26_app127	by 	by 	by 	by 	by 
C26_app128				<lb n="c57-0103__main__23"/> 	
C26_app129	the fresh 	the fresh 	the fresh 	the fresh 	the fresh 
C26_app130	<pb n="042" xml:id="F1818_v3_046"/>provocation 	<pb n="130" xml:id="F1823_v2_403"/>provocation 	provocation 	provocation 	<pb n="042" xml:id="F1818_v3_046"/>provocation 
C26_app131	of being deserted 	of being deserted 	of being deserted 	of being deserted 	of being deserted 
C26_app132				<lb n="c57-0103__main__24"/> 	
C26_app133	by one of his own 	by one of his own 	by one of his own 	by one of his own 	by one of his own 
C26_app134	species.<p eID="novel1_letter4_chapter19_div4_div21_p1"/><p sID="novel1_letter4_chapter19_div4_div21_p2"/>Even 	species.<p eID="novel1_letter4_chapter19_div4_div20_p1"/><p sID="novel1_letter4_chapter19_div4_div20_p2"/>Even 	species.<p eID="novel1_letter4_chapter20_div4_div20_p1"/><p sID="novel1_letter4_chapter20_div4_div20_p2"/>Even 	species.<milestone unit="tei:p"/><lb n="c57-0103__main__25"/> Even 	species.<p eID="novel1_letter4_chapter19_div4_div21_p1"/><p sID="novel1_letter4_chapter19_div4_div21_p2"/>Even 
C26_app135	if they were to leave 	if they were to leave 	if they were to leave 	if they were to leave 	if they were to leave 
C26_app136	Europe, 	Europe, 	Europe, 	Europe 	Europe, 
C26_app137	and inhabit the 	and inhabit the 	and inhabit the 	<lb n="c57-0103__main__26"/>& inhabit the 	and inhabit the 
C26_app138	deserts 	deserts 	deserts 	desarts 	deserts 
C26_app139	of the new world, 	of the new world, 	of the new world, 	of the new world, 	of the new world, 
C26_app140	yet one of the first results of those sympathies for which the dæmon thirsted would be children, 	yet one of the first results of those sympathies for which the dæmon thirsted would be children, 	yet one of the first results of those sympathies for which the dæmon thirsted would be children, 	<lb n="c57-0103__main__27"/><del rend="strikethrough" sID="c57-0103__main__d3e19279"/>I<del eID="c57-0103__main__d3e19279"/> it was their intention to have children <lb n="c57-0103__main__28"/> 	yet one of the first results of those sympathies for which the dæmon thirsted would be children, 
C26_app141	and a race of devils would be propagated upon the 	and a race of devils would be propagated upon the 	and a race of devils would be propagated upon the 	and a race of devils would be propagated <lb n="c57-0103__main__29"/>upon the 	and a race of devils would be propagated upon the 
C26_app142	earth, who might make the very existence of the species of 	earth, who might make the very existence of the species of 	earth, who might make the very existence of the species of 	earth from whose form & mind <lb n="c57-0103__main__30"/> 	earth, who might make the very existence of the species of 
C26_app143	man 	man 	man 	man 	man 
C26_app144	a condition precarious and full of terror. 	a condition precarious and full of terror. 	a condition precarious and full of terror. 	shrunk with horro<mdel>w</mdel>r. <del rend="smear" sID="c57-0103__main__d3e19301"/>&<del eID="c57-0103__main__d3e19301"/> 	a condition precarious and full of terror. 
C26_app145	Had I 	Had I 	Had I 	had I 	Had I 
C26_app146	a 	a 		any right <lb n="c57-0103__main__31"/><del rend="strikethrough" sID="c57-0103__main__d3e19309"/>for<del eID="c57-0103__main__d3e19309"/> 	a 
C26_app147	right, 	right, 	right, 		right, 
C26_app148	for my own 	for my own 	for my own 	for my own 	for my own 
C26_app149	benefit, 	benefit, 	benefit, 	benefit 	benefit, 
C26_app150	to inflict this 	to inflict this 	to inflict this 	to inflict this 	to inflict this 
C26_app151				<lb n="c57-0103__main__32"/> 	
C26_app152	curse 	curse 	curse 	curse 	curse 
C26_app153	upon 	upon 	upon 	to 	upon 
C26_app154	everlasting generations? I had 	everlasting generations? I had 	everlasting generations? I had 	everlasting generations? I had 	everlasting generations? I had 
C26_app155				<lb n="c57-0103__main__33"/> 	
C26_app156	before been moved by the sophisms 	before been moved by the sophisms 	before been moved by the sophisms 	before been moved by the sophisms 	before been moved by the sophisms 
C26_app157				<lb n="c57-0103__main__34"/> 	
C26_app158	of the being 	of the being 	of the being 	of the being 	of the being 
C26_app159				whom 	
C26_app160	I had created; I had 	I had created; I had 	I had created; I had 	I had created; I had 	I had created; I had 
C26_app161				<lb n="c57-0103__main__35"/> 	
C26_app162	been 	been 	been 	been 	been 
C26_app163	struck senseless 	struck senseless 	struck senseless 	moved 	struck senseless 
C26_app164	by his 	by his 	by his 	by his 	by his 
C26_app165	fiendish 	fiendish 	<pb n="147" xml:id="F1831_v_163"/>fiendish 	fiendish 	fiendish 
C26_app166	threats: but now, 	threats: but now, 	threats: but now, 	threats & now <lb n="c57-0103__main__36"/> 	threats: but now, 
C26_app167	for the first 	for the first 	for the first 	for the first 	for the first 
C26_app168	time, 	time, 	time, 	time 	time, 
C26_app169	the wickedness 	the wickedness 	the wickedness 	the wickedness 	the wickedness 
C26_app170				<del rend="strikethrough" sID="c57-0103__main__d3e19323"/>& utter<del eID="c57-0103__main__d3e19323"/><lb n="c57-0104__main__1"/><del rend="strikethrough" sID="c57-0104__main__d3e19338"/>selfishness<del eID="c57-0104__main__d3e19338"/><lb n="c57-0104__left_margin__1"/><del rend="strikethrough" sID="c57-0104__left_margin__d3e19347"/>selfishness<del eID="c57-0104__left_margin__d3e19347"/> 	
C26_app171	of my promise burst 	of my promise burst 	of my promise burst 	of my promise burst 	of my promise burst 
C26_app172	upon 	upon 	upon 	upo<mdel>m</mdel>n 	upon 
C26_app173	me; 	me; 	me; 	me; 	me; 
C26_app174				<lb n="c57-0104__main__2"/> 	
C26_app175	I 	I 	I 	I 	I 
C26_app176	shuddered 	shuddered 	shuddered 	shud<del rend="strikethrough" sID="c57-0104__main__d3e19366"/>d<del eID="c57-0104__main__d3e19366"/>ered 	shuddered 
C26_app177	to think that future ages might 	to think that future ages might 	to think that future ages might 	to think that future ages might 	to think that future ages might 
C26_app178				<lb n="c57-0104__main__3"/> 	
C26_app179	curse me as their 	curse me as their 	curse me as their 	curse me as their 	curse me as their 
C26_app180	pest, 	pest, 	pest, 	pest 	pest, 
C26_app181	whose 	whose 	whose 	whose 	whose 
C26_app182	selfishness 	selfishness 	selfishness 	<lb n="c57-0104__main__4"/> 	selfishness 
C26_app183	had not hesitated to buy its own peace at 	had not hesitated to buy its own peace at 	had not hesitated to buy its own peace at 	had not hesitated to buy its own peace at 	had not hesitated to buy its own peace at 
C26_app184	<pb n="043" xml:id="F1818_v3_047"/>the 	<pb n="131" xml:id="F1823_v2_404"/>the 		<lb n="c57-0104__main__5"/> 	<pb n="043" xml:id="F1818_v3_047"/>the 
C26_app185			the 	the 	
C26_app186	price perhaps 	price perhaps 	price, perhaps, 	price perhaps 	price perhaps 
C26_app187	of the existence of 	of the existence of 	of the existence of 	of the <metamark function="insert">^</metamark>existence of 	of the existence of 
C26_app188	the 	the 	the 		the 
C26_app189	whole human 	whole human 	whole human 	whole human 	whole human 
C26_app190	race.<p eID="novel1_letter4_chapter19_div4_div21_p2"/><p sID="novel1_letter4_chapter19_div4_div21_p3"/>I 	race.<p eID="novel1_letter4_chapter19_div4_div20_p2"/><p sID="novel1_letter4_chapter19_div4_div20_p3"/>I 	race.<p eID="novel1_letter4_chapter20_div4_div20_p2"/><p sID="novel1_letter4_chapter20_div4_div20_p3"/>I 	<lb n="c57-0104__main__6"/> race. I 	race.<p eID="novel1_letter4_chapter19_div4_div21_p2"/><p sID="novel1_letter4_chapter19_div4_div21_p3"/>I 
C26_app191	trembled, and my heart failed 	trembled, and my heart failed 	trembled, and my heart failed 	trembled, and my heart failed 	trembled, and my heart failed 
C26_app192				<del instant="true" rend="strikethrough" sID="c57-0104__main__d3e19400"/>wh<del eID="c57-0104__main__d3e19400"/><lb n="c57-0104__main__7"/> 	
C26_app193	within 	within 	within 	within 	within 
C26_app194	me; when, 	me; when, 	me; when, 	me, when 	me; when, 
C26_app195	on looking 	on looking 	on looking 	on looking 	on looking 
C26_app196	up, 	up, 	up, 	up 	up, 
C26_app197	I 	I 	I 	I 	I 
C26_app198	saw, 	saw, 	saw, 	saw <lb n="c57-0104__main__8"/> 	saw, 
C26_app199	by the light of the moon, the dæmon 	by the light of the moon, the dæmon 	by the light of the moon, the dæmon 	by the light of the moon, the dæmon 	by the light of the moon, the dæmon 
C26_app200	at 	at 	at 	<del rend="strikethrough" sID="c57-0104__main__d3e19409"/>with<del eID="c57-0104__main__d3e19409"/>at 	at 
C26_app201	the 	the 	the 	the 	the 
C26_app202	casement. 	casement. 	casement. 	<lb n="c57-0104__left_margin__1"/><del rend="overwritten" sID="c57-0104__left_margin__d3e19423"/><del rend="smear" sID="c57-0104__left_margin__d3e19425"/>window<del eID="c57-0104__left_margin__d3e19425"/><del eID="c57-0104__left_margin__d3e19423"/>casement.<lb n="c57-0104__main__9"/> 	casement. 
C26_app203	A ghastly grin 	A ghastly grin 	A ghastly grin 	A ghastly grin 	A ghastly grin 
C26_app204				<del instant="true" rend="strikethrough" sID="c57-0104__main__d3e19440"/>on his countena<del eID="c57-0104__main__d3e19440"/> 	
C26_app205	wrinkled 	wrinkled 	wrinkled 	wrinkled 	wrinkled 
C26_app206	his lips 	his lips 	his lips 	<lb n="c57-0104__main__10"/> lips, 	his lips 
C26_app207	as he gazed on 	as he gazed on 	as he gazed on 	as he gazed on 	as he gazed on 
C26_app208	me, where 	me, where 	me, where 	me <mdel>as</mdel>where 	me, where 
C26_app209	I 	I 	I 	I 	I 
C26_app210	sat fulfilling the task which he had allotted to me. 	sat fulfilling the task which he had allotted to me. 	sat fulfilling the task which he had allotted to me. 	sat. 	sat fulfilling the task which he had allotted to me. 
C26_app211	Yes, he had 	Yes, he had 	Yes, he had 	Yes, he had 	Yes, he had 
C26_app212				<lb n="c57-0104__main__11"/> 	
C26_app213	followed me in my travels; he had loitered 	followed me in my travels; he had loitered 	followed me in my travels; he had loitered 	followed me in my travels; he had loitered 	followed me in my travels; he had loitered 
C26_app214				<lb n="c57-0104__main__12"/> 	
C26_app215	in forests, hid himself in 	in forests, hid himself in 	in forests, hid himself in 	in forests, hid himself in 	in forests, hid himself in 
C26_app216	caves, 	caves, 	caves, 	caves 	caves, 
C26_app217	or taken 	or taken 	or taken 	or taken 	or taken 
C26_app218				<lb n="c57-0104__main__13"/> 	
C26_app219	refuge in wide and 	refuge in wide and 	refuge in wide and 	refuge in wide & 	refuge in wide and 
C26_app220	desert heaths; 	desert heaths; 	desert heaths; 	desart heaths 	desert heaths; 
C26_app221	and he 	and he 	and he 	& he 	and he 
C26_app222				<lb n="c57-0104__main__14"/> 	
C26_app223	now came to 	now came to 	now came to 	now came to 	now came to 
C26_app224	mark 	mark 	mark 	view 	mark 
C26_app225	my 	my 	my 	my 	my 
C26_app226	progress, 	progress, 	progress, 	progress 	progress, 
C26_app227	and claim 	and claim 	and claim 	& claim 	and claim 
C26_app228				<lb n="c57-0104__main__15"/><lb n="c57-0104__left_margin__1"/> 	
C26_app229	the 	the 	the 	the 	the 
C26_app230	fulfilment 	fulfilment 	fulfilment 	fulfill<lb n="c57-0104__left_margin__2"/>ment 	fulfilment 
C26_app231	of my 	of my 	of my 	of <lb n="c57-0104__left_margin__3"/><metamark function="separate">_________</metamark>my 	of my 
C26_app232	promise.<p eID="novel1_letter4_chapter19_div4_div21_p3"/><p sID="novel1_letter4_chapter19_div4_div21_p4"/>As 	promise.<p eID="novel1_letter4_chapter19_div4_div20_p3"/><p sID="novel1_letter4_chapter19_div4_div20_p4"/>As 	promise.<p eID="novel1_letter4_chapter20_div4_div20_p3"/><p sID="novel1_letter4_chapter20_div4_div20_p4"/>As 	promise; as 	promise.<p eID="novel1_letter4_chapter19_div4_div21_p3"/><p sID="novel1_letter4_chapter19_div4_div21_p4"/>As 
C26_app233	I looked on 	I looked on 	I looked on 	I looked on 	I looked on 
C26_app234	him, 	him, 	him, 	hi<mdel>s</mdel>m 	him, 
C26_app235	his 	his 	his 	his 	his 
C26_app236	countenance expressed 	countenance expressed 	countenance expressed 	<del rend="strikethrough" sID="c57-0104__main__d3e19503"/>face<del eID="c57-0104__main__d3e19503"/>countenance<lb n="c57-0104__main__16"/><lb n="c57-0104__left_margin__1"/>appeared to express<del rend="strikethrough" sID="c57-0104__main__d3e19523"/>ed<del eID="c57-0104__main__d3e19523"/> 	countenance expressed 
C26_app237	the utmost extent of malice 	the utmost extent of malice 	the utmost extent of malice 	the utmost extent of malice 	the utmost extent of malice 
C26_app238	and treachery. 	and treachery. 	and treachery. 	<lb n="c57-0104__main__17"/>&<del rend="strikethrough" sID="c57-0104__main__d3e19530"/>barbarity<del eID="c57-0104__main__d3e19530"/><mdel>:</mdel>treachery. 	and treachery. 
C26_app239	I thought with a sensation 	I thought with a sensation 	I thought with a sensation 	I thought with a sensation 	I thought with a sensation 
C26_app240				<lb n="c57-0104__main__18"/> 	
C26_app241	of 	of 	of 	of 	of 
C26_app242				<del instant="true" rend="strikethrough" sID="c57-0104__main__d3e19543"/>horror<del eID="c57-0104__main__d3e19543"/> 	
C26_app243	madness 	madness 	madness 	madness 	madness 
C26_app244	on 	on 	on 	<mdel>of</mdel>on 	on 
C26_app245	my promise of creating another like to 	my promise of creating another like to 	my promise of creating another like to 	my promise of crea<lb n="c57-0104__main__19"/>ting another like to 	my promise of creating another like to 
C26_app246	him, 	him, 	him, 	him 	him, 
C26_app247	and, 	and 	and 	& 	and, 
C26_app248	trembling 	trembling 	trembling 	trembling 	trembling 
C26_app249				<lb n="c57-0104__main__20"/> 	
C26_app250	with 	with 	with 	with 	with 
C26_app251	passion, 	passion, 	passion, 	passion <del rend="strikethrough" sID="c57-0104__main__d3e19564"/>as<del eID="c57-0104__main__d3e19564"/> 	passion, 
C26_app252	tore to pieces the thing 	tore to pieces the thing 	tore to pieces the thing 	tore to pieces the thing 	tore to pieces the thing 
C26_app253				<lb n="c57-0104__main__21"/> 	
C26_app254	on which I was 	on which I was 	on which I was 	on which I was 	on which I was 
C26_app255	engaged. 	engaged. 	engaged. 	engaged – 	engaged. 
C26_app256	The wretch 	The wretch 	The wretch 	The wretch 	The wretch 
C26_app257				<lb n="c57-0104__main__22"/> 	
C26_app258	saw me destroy the creature on 	saw me destroy the creature on 	saw me destroy the creature on 	saw me destroy the creature on 	saw me destroy the creature on 
C26_app259	<pb n="044" xml:id="F1818_v3_048"/>whose 	<pb n="132" xml:id="F1823_v2_405"/>whose 	whose 	whose 	<pb n="044" xml:id="F1818_v3_048"/>whose 
C26_app260				<lb n="c57-0104__main__23"/> 	
C26_app261	future existence he depended for 	future existence he depended for 	future existence he depended for 	future existence he depended for 	future existence he depended for 
C26_app262	happiness, and, 	happiness, and, 	happiness, and, 	<lb n="c57-0104__main__24"/> happiness and 	happiness, and, 
C26_app263	with a howl of devilish despair and 	with a howl of devilish despair and 	with a howl of devilish despair and 	with a howl of devi<lb n="c57-0104__main__25"/>lish despair <metamark function="insert">^</metamark>& 	with a howl of devilish despair and 
C26_app264	revenge, withdrew.<p eID="novel1_letter4_chapter19_div4_div21_p4"/><p sID="novel1_letter4_chapter19_div4_div21_p5"/>I 	revenge, withdrew.<p eID="novel1_letter4_chapter19_div4_div20_p4"/><p sID="novel1_letter4_chapter19_div4_div20_p5"/>I 	revenge, withdrew.<p eID="novel1_letter4_chapter20_div4_div20_p4"/><p sID="novel1_letter4_chapter20_div4_div20_p5"/>I 	revenge withdrew.<milestone unit="tei:p"/><lb n="c57-0104__main__26"/> I 	revenge, withdrew.<p eID="novel1_letter4_chapter19_div4_div21_p4"/><p sID="novel1_letter4_chapter19_div4_div21_p5"/>I 
C26_app265	left the 	left the 	left the 	left the 	left the 
C26_app266	room, and, 	room, and, 	room, and, 	room & 	room, and, 
C26_app267	locking the 	locking the 	locking the 	locking the 	locking the 
C26_app268	door, 	door, 	door, 	door <lb n="c57-0104__main__27"/> 	door, 
C26_app269	made a 	made a 	made a 	made a 	made a 
C26_app270	solemn 	solemn 	solemn 		solemn 
C26_app271	vow in my own heart never 	vow in my own heart never 	vow in my own heart never 	vow in my own heart never 	vow in my own heart never 
C26_app272				<lb n="c57-0104__main__28"/> 	
C26_app273	to resume my labours; and 	to resume my labours; and 	to resume my labours; and 	to resume my labours; & 	to resume my labours; and 
C26_app274	then, 	then, 	then, 	then 	then, 
